replicate_id,seed,n_timepoints,final_time,deadlocked,elapsed_time_s,n_kept,compression_ratio,final_P1,final_P10,final_P11,final_P12,final_P13,final_P14,final_P15,final_P16,final_P17,final_P18,final_P19,final_P2,final_P20,final_P21,final_P22,final_P23,final_P24,final_P25,final_P26,final_P27,final_P28,final_P29,final_P3,final_P4,final_P5,final_P6,final_P7,final_P8,final_P9
0,42,7,3.0,False,,7,1.00,0.10000000149011612,1.0,0.7388231158256531,0.7383620738983154,1.6964130401611328,1.6963614225387573,2.2448196411132812,2.2448112964630127,0.9649861454963684,0.9622155427932739,2999.38330078125,0.10000000149011612,300.6167297363281,1499.609375,273.3906555175781,1001.0073852539062,7.199999809265137,7.5,1.0,310.1499938964844,0.3896856904029846,0.38011837005615234,49.020084381103516,0.48992499709129333,0.4899892807006836,49.05474853515625,0.47459471225738525,0.4706568717956543,1.0
1,43,7,3.0,False,,7,1.00,0.10000000149011612,1.0,0.7388231158256531,0.7383620738983154,1.6964130401611328,1.6963614225387573,2.2448196411132812,2.2448112964630127,0.9649861454963684,0.9622155427932739,2999.38330078125,0.10000000149011612,300.6167297363281,1499.609375,273.3906555175781,1001.0073852539062,7.199999809265137,7.5,1.0,310.1499938964844,0.3896856904029846,0.38011837005615234,49.020084381103516,0.48992499709129333,0.4899892807006836,49.05474853515625,0.47459471225738525,0.4706568717956543,1.0
2,44,7,3.0,False,,7,1.00,0.10000000149011612,1.0,0.7388231158256531,0.7383620738983154,1.6964130401611328,1.6963614225387573,2.2448196411132812,2.2448112964630127,0.9649861454963684,0.9622155427932739,2999.38330078125,0.10000000149011612,300.6167297363281,1499.609375,273.3906555175781,1001.0073852539062,7.199999809265137,7.5,1.0,310.1499938964844,0.3896856904029846,0.38011837005615234,49.020084381103516,0.48992499709129333,0.4899892807006836,49.05474853515625,0.47459471225738525,0.4706568717956543,1.0
3,45,7,3.0,False,,7,1.00,0.10000000149011612,1.0,0.7388231158256531,0.7383620738983154,1.6964130401611328,1.6963614225387573,2.2448196411132812,2.2448112964630127,0.9649861454963684,0.9622155427932739,2999.38330078125,0.10000000149011612,300.6167297363281,1499.609375,273.3906555175781,1001.0073852539062,7.199999809265137,7.5,1.0,310.1499938964844,0.3896856904029846,0.38011837005615234,49.020084381103516,0.48992499709129333,0.4899892807006836,49.05474853515625,0.47459471225738525,0.4706568717956543,1.0
4,46,7,3.0,False,,7,1.00,0.10000000149011612,1.0,0.7388231158256531,0.7383620738983154,1.6964130401611328,1.6963614225387573,2.2448196411132812,2.2448112964630127,0.9649861454963684,0.9622155427932739,2999.38330078125,0.10000000149011612,300.6167297363281,1499.609375,273.3906555175781,1001.0073852539062,7.199999809265137,7.5,1.0,310.1499938964844,0.3896856904029846,0.38011837005615234,49.020084381103516,0.48992499709129333,0.4899892807006836,49.05474853515625,0.47459471225738525,0.4706568717956543,1.0
5,47,7,3.0,False,,7,1.00,0.10000000149011612,1.0,0.7388231158256531,0.7383620738983154,1.6964130401611328,1.6963614225387573,2.2448196411132812,2.2448112964630127,0.9649861454963684,0.9622155427932739,2999.38330078125,0.10000000149011612,300.6167297363281,1499.609375,273.3906555175781,1001.0073852539062,7.199999809265137,7.5,1.0,310.1499938964844,0.3896856904029846,0.38011837005615234,49.020084381103516,0.48992499709129333,0.4899892807006836,49.05474853515625,0.47459471225738525,0.4706568717956543,1.0
6,48,7,3.0,False,,7,1.00,0.10000000149011612,1.0,0.7388231158256531,0.7383620738983154,1.6964130401611328,1.6963614225387573,2.2448196411132812,2.2448112964630127,0.9649861454963684,0.9622155427932739,2999.38330078125,0.10000000149011612,300.6167297363281,1499.609375,273.3906555175781,1001.0073852539062,7.199999809265137,7.5,1.0,310.1499938964844,0.3896856904029846,0.38011837005615234,49.020084381103516,0.48992499709129333,0.4899892807006836,49.05474853515625,0.47459471225738525,0.4706568717956543,1.0
7,49,7,3.0,False,,7,1.00,0.10000000149011612,1.0,0.7388231158256531,0.7383620738983154,1.6964130401611328,1.6963614225387573,2.2448196411132812,2.2448112964630127,0.9649861454963684,0.9622155427932739,2999.38330078125,0.10000000149011612,300.6167297363281,1499.609375,273.3906555175781,1001.0073852539062,7.199999809265137,7.5,1.0,310.1499938964844,0.3896856904029846,0.38011837005615234,49.020084381103516,0.48992499709129333,0.4899892807006836,49.05474853515625,0.47459471225738525,0.4706568717956543,1.0
8,50,7,3.0,False,,7,1.00,0.10000000149011612,1.0,0.7388231158256531,0.7383620738983154,1.6964130401611328,1.6963614225387573,2.2448196411132812,2.2448112964630127,0.9649861454963684,0.9622155427932739,2999.38330078125,0.10000000149011612,300.6167297363281,1499.609375,273.3906555175781,1001.0073852539062,7.199999809265137,7.5,1.0,310.1499938964844,0.3896856904029846,0.38011837005615234,49.020084381103516,0.48992499709129333,0.4899892807006836,49.05474853515625,0.47459471225738525,0.4706568717956543,1.0
9,51,7,3.0,False,,7,1.00,0.10000000149011612,1.0,0.7388231158256531,0.7383620738983154,1.6964130401611328,1.6963614225387573,2.2448196411132812,2.2448112964630127,0.9649861454963684,0.9622155427932739,2999.38330078125,0.10000000149011612,300.6167297363281,1499.609375,273.3906555175781,1001.0073852539062,7.199999809265137,7.5,1.0,310.1499938964844,0.3896856904029846,0.38011837005615234,49.020084381103516,0.48992499709129333,0.4899892807006836,49.05474853515625,0.47459471225738525,0.4706568717956543,1.0
