Time (s),Growth_Factor (mM),PP2A (mM),MKP (mM),ERK_Nuclear (mM),Phase_Rest (mM),Phase_Pulse (mM),Phase_Recovery (mM),Raf_inactive (mM),Raf_active (mM),MEK_inactive (mM),MEK_PP (mM),ERK_inactive (mM),ERK_PP (mM),ATP (mM),ADP (mM),Raf_Activation (firings),ERK_Nuclear_Import (firings),ATP_Regeneration (firings),Growth_Factor_Source (firings),Growth_Factor_Degradation (firings),Raf_Degradation (firings),MEK_Degradation (firings),ERK_Nuclear_Degradation (firings),MKP_Synthesis (firings),MKP_Degradation (firings),PP2A_Synthesis (firings),Raf_Deactivation (firings),PP2A_Degradation (firings),ADP_Source (firings),ADP_Sink (firings),Start_Pulse (firings),End_Pulse (firings),Reset_Phase (firings),MEK_Phosphorylation (firings),MEK_Dephosphorylation (firings),ERK_Phosphorylation (firings),ERK_Dephosphorylation (firings)
0.594000,0.000059,20.029271,39.700727,0.000000,1.000000,0.000000,0.000000,999.999941,0.000059,799.999999,0.000001,600.000000,0.000000,5000.000759,0.296600,5.855598418378016e-05,4.1530120254864036e-11,0.0008204345261424803,5.9400475194060066e-05,2.1145115082841333e-08,5.064913469298665e-09,3.3704564170385385e-11,1.7280000000000018e-13,0.05940000000000015,0.35867298283605586,0.047520000000000076,2.3948866392752695e-08,0.01824852248355712,0.2970000000000002,0.0004614960214607907,0,0,0,1.2083396114537076e-06,7.075974922215941e-11,1.549948532053151e-08,2.8999840286765216e-12
0.648000,0.000065,20.029746,39.646607,0.000000,1.000000,0.000000,0.000000,999.999923,0.000077,799.999999,0.000001,600.000000,0.000000,5000.000999,0.323581,7.701734316102204e-05,4.616630967235379e-11,0.0010784978924528671,6.480051839352008e-05,2.681309003932135e-08,6.777747975139326e-09,4.186703232058882e-11,1.890000000000002e-13,0.06480000000000018,0.41819267185935005,0.05184000000000009,3.201241969995974e-08,0.022094096124816106,0.32400000000000023,0.0004987084252714298,0,0,0,1.3605158226806311e-06,7.075974922215941e-11,1.549948532053151e-08,3.990475310814171e-12
0.702000,0.000070,20.032143,39.628221,0.000000,1.000000,0.000000,0.000000,999.999919,0.000081,799.999998,0.000002,600.000000,0.000000,5000.001114,0.350466,8.1083383884024e-05,5.299165410535838e-11,0.001199593092353876,7.020056159298009e-05,3.273254826936155e-08,7.750283099735513e-09,5.939252359803504e-11,2.0520000000000023e-13,0.0702000000000002,0.44197886789957486,0.0561600000000001,3.201241969995974e-08,0.024017043821947637,0.35100000000000026,0.0006191404733158163,0,0,0,1.9821142896015837e-06,2.2132838041024562e-10,3.0106209556538176e-08,7.0288048832369204e-12
0.756000,0.000076,20.034540,39.621731,0.000000,1.000000,0.000000,0.000000,999.999910,0.000090,799.999997,0.000003,600.000000,0.000000,5000.001278,0.377368,8.993507324732604e-05,6.53784791996243e-11,0.0013739895345881532,7.56006047924401e-05,3.706855532898113e-08,1.0720497387463035e-08,5.939252359803504e-11,2.2140000000000025e-13,0.07560000000000024,0.45386859423920495,0.06048000000000011,3.201241969995974e-08,0.025940382906153754,0.3780000000000003,0.0007273282765407716,0,0,0,2.8480042080503583e-06,4.385495379410809e-10,4.135349930563147e-08,1.3032084412128525e-11
0.810000,0.000081,20.035975,39.579605,0.000000,1.000000,0.000000,0.000000,999.999905,0.000095,799.999997,0.000003,600.000000,0.000000,5000.001367,0.404211,9.461271259115639e-05,1.2846157854455816e-10,0.0014684752365337582,8.10006479919001e-05,4.653176293051075e-08,1.1799205471425899e-08,5.939252359803504e-11,2.3823777305766373e-13,0.08100000000000027,0.5013952600920171,0.0648000000000001,3.201241969995974e-08,0.028825425493387166,0.4050000000000003,0.0008901151729846587,0,0,0,3.315463081894733e-06,8.078007189775571e-10,7.019434306876652e-08,1.5600078132353948e-11
0.864000,0.000086,20.038371,39.537528,0.000000,1.000000,0.000000,0.000000,999.999880,0.000120,799.999996,0.000004,600.000000,0.000000,5000.001490,0.431089,0.00011976274083918084,2.4495984263507753e-10,0.0016183768607395278,8.640069119136011e-05,4.653176293051075e-08,1.5500975591557387e-08,8.223023290614233e-11,2.688749761655685e-13,0.0864000000000003,0.5488722962037694,0.06912000000000004,4.438037480537535e-08,0.030749178481912935,0.43200000000000033,0.0010395733435917215,0,0,0,4.091834944309611e-06,8.938166367387262e-10,8.934032882482436e-08,1.5600078132353948e-11
0.918000,0.000092,20.037882,39.495502,0.000000,1.000000,0.000000,0.000000,999.999864,0.000136,799.999996,0.000004,600.000000,0.000000,5000.001686,0.457972,0.00013570156803497527,3.271122806186634e-10,0.001830448164752999,9.180073439082012e-05,5.1748935065469444e-08,1.5500975591557387e-08,1.313192830585876e-10,3.128450410509855e-13,0.09180000000000033,0.5962977829131784,0.07343999999999999,5.173652300115502e-08,0.0355582944427972,0.45900000000000035,0.0011723070899941526,0,0,0,4.091834944309611e-06,9.862624069115192e-10,1.659223115708475e-07,2.5031147531959687e-11
0.972000,0.000097,20.042202,39.453526,0.000000,1.000000,0.000000,0.000000,999.999848,0.000152,799.999995,0.000005,600.000000,0.000000,5000.001894,0.484851,0.00015257605823982835,4.2643480981606824e-10,0.0020577809459548023,9.720077759028013e-05,5.745179104269073e-08,1.5500975591557387e-08,1.9124811310905617e-10,3.7293401911234904e-13,0.09720000000000036,0.643673761673728,0.07775999999999994,7.662454375115076e-08,0.0355582944427972,0.4860000000000004,0.0013118445157996154,0,0,0,5.1936581795214165e-06,1.4207751983544229e-09,1.9022260918510114e-07,3.7277374997404995e-11
1.026000,0.000103,20.046522,39.435256,0.000000,1.000000,0.000000,0.000000,999.999818,0.000182,799.999994,0.000006,600.000000,0.000000,5000.002041,0.511705,0.00018258222022453488,5.481135840997055e-10,0.0022364434775736975,0.00010260082078974014,6.043809139266065e-08,1.7401049925638634e-08,2.9449278108031557e-10,4.5466918877443774e-13,0.10260000000000039,0.6673441264373622,0.08207999999999989,8.557104375248206e-08,0.0355582944427972,0.5130000000000003,0.001490329624881623,0,0,0,6.032884565135418e-06,1.945967280849937e-09,2.1637733955295787e-07,6.203214519840049e-11
1.080000,0.000108,20.050842,39.428825,0.000000,1.000000,0.000000,0.000000,999.999811,0.000189,799.999993,0.000007,600.000000,0.000000,5000.002407,0.538618,0.00018873457897711704,8.02878025706233e-10,0.002610460098921249,0.00010800086398920015,6.362230373760027e-08,1.9664245542033898e-08,3.7568188382559234e-10,5.680576566723065e-13,0.10800000000000042,0.6791754231994309,0.08639999999999984,1.1754322758598269e-07,0.0355582944427972,0.5400000000000004,0.00158513218596701,0,0,0,7.013636033127142e-06,2.377020380976099e-09,3.6208665954165776e-07,9.886870940072983e-11
1.134000,0.000113,20.053237,39.386928,0.000000,1.000000,0.000000,0.000000,999.999798,0.000202,799.999991,0.000009,600.000000,0.000000,5000.002784,0.565537,0.00020204670200125527,1.1797953866393095e-09,0.003005057055926628,0.00011340090718866016,6.693242156415695e-08,1.9664245542033898e-08,4.746228870988907e-10,7.241550962602923e-13,0.11340000000000044,0.726471604520427,0.09071999999999979,1.5025526417144621e-07,0.03748331336717955,0.5670000000000004,0.0016840592095848103,0,0,0,9.02663409060446e-06,2.750514792378311e-09,4.323001743421978e-07,1.173863914444107e-10
1.188000,0.000119,20.055631,39.356889,0.000000,1.000000,0.000000,0.000000,999.999798,0.000202,799.999990,0.000010,599.999999,0.000001,5000.002988,0.592331,0.00020204670200125527,1.8263493155187195e-09,0.003211387849042661,0.00011880095038812017,7.729417405050323e-08,2.2086493163103157e-08,5.287633408164405e-10,9.651020815060502e-13,0.11880000000000047,0.7619111863451549,0.09503999999999974,1.9588086791452353e-07,0.03940870043980345,0.5940000000000004,0.0018921219772514337,0,0,0,1.0076280787832235e-05,2.9544644446677203e-09,6.08589219085464e-07,1.4177999080494094e-10
1.242000,0.000124,20.058026,39.326875,0.000000,1.000000,0.000000,0.000000,999.999777,0.000223,799.999988,0.000012,599.999999,0.000001,5000.003248,0.619175,0.00022352470020720375,2.206014578417932e-09,0.003497932422581837,0.00012420099358758017,8.094588445691631e-08,2.7444791942831654e-08,5.926832791192893e-10,1.2878452219721297e-12,0.1242000000000005,0.7973246403861489,0.09935999999999968,2.4513316437903784e-07,0.04133420219196302,0.6210000000000004,0.0020743068275870685,0,0,0,1.2398336014199746e-05,2.9544644446677203e-09,6.611654358174954e-07,2.0003647814059564e-10
1.296000,0.000130,20.059457,39.308682,0.000000,1.000000,0.000000,0.000000,999.999754,0.000246,799.999986,0.000014,599.999999,0.000001,5000.003599,0.646051,0.00024618935051681345,3.2126481746677334e-09,0.0038752803608959707,0.00012960103678704018,8.848297633105177e-08,2.7444791942831654e-08,6.670520123181451e-10,1.712886433495379e-12,0.12960000000000044,0.8209177661291347,0.10367999999999963,3.1247213580520054e-07,0.044222741815826354,0.6480000000000005,0.002225239296987461,0,0,0,1.425739138088771e-05,2.9544644446677203e-09,7.248838449621422e-07,2.3247948743606168e-10
