Time (s),Growth_Factor (mM),PP2A (mM),MKP (mM),ERK_Nuclear (mM),Phase_Rest (mM),Phase_Pulse (mM),Phase_Recovery (mM),Raf_inactive (mM),Raf_active (mM),MEK_inactive (mM),MEK_PP (mM),ERK_inactive (mM),ERK_PP (mM),ATP (mM),ADP (mM),Raf_Activation (firings),ERK_Nuclear_Import (firings),ATP_Regeneration (firings),Growth_Factor_Source (firings),Growth_Factor_Degradation (firings),Raf_Degradation (firings),MEK_Degradation (firings),ERK_Nuclear_Degradation (firings),MKP_Synthesis (firings),MKP_Degradation (firings),PP2A_Synthesis (firings),Raf_Deactivation (firings),PP2A_Degradation (firings),ADP_Source (firings),ADP_Sink (firings),Start_Pulse (firings),End_Pulse (firings),Reset_Phase (firings),MEK_Phosphorylation (firings),MEK_Dephosphorylation (firings),ERK_Phosphorylation (firings),ERK_Dephosphorylation (firings)
0.000000,0.000000,20.000000,40.000000,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.054000,0.000005,20.000480,39.897521,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.000001,0.026994,2.5198527863527486e-07,0,1.439697669137946e-06,5.400010799459999e-06,2.519918641033201e-10,0,1.8e-15,0,0.005399999999999999,0.10787858420258901,0.00432,0,0.0038399769577883193,0.026999999999999996,5.759360685862572e-06,0,0,0,7.800312012517876e-13,4.517608788832117e-15,4.6801872075438e-13,0
0.108000,0.000011,20.002880,39.878985,0.000000,1.000000,0.000000,0.000000,999.999998,0.000002,800.000000,0.000000,600.000000,0.000000,5000.000030,0.053990,2.0519270380289844e-06,1.5000000000000002e-13,3.166006804203578e-05,1.0800021598919998e-05,8.279697967444673e-10,3.542208868470928e-11,9.671332883181957e-15,1.2599999999999998e-14,0.010799999999999999,0.13181494616714004,0.008640000000000002,1.4229746851093457e-11,0.005760207354470718,0.05400000000000001,1.1698108296665918e-05,0,0,0,6.559601009440156e-10,1.9334692883064086e-14,4.005936180874974e-12,4.705886314134683e-15
0.162000,0.000016,20.004319,39.848502,0.000000,1.000000,0.000000,0.000000,999.999996,0.000004,800.000000,0.000000,600.000000,0.000000,5000.000069,0.080977,3.6357844095736697e-06,2.9479203802581743e-13,7.230108530087323e-05,1.6200032398379997e-05,1.565910795206436e-09,1.0021757917847119e-10,9.784392120305816e-14,2.8799999999999995e-14,0.0162,0.16769796598039005,0.012959999999999998,3.7200036349581986e-10,0.008640645063600945,0.08100000000000003,2.6994679109256944e-05,0,0,0,2.1714729886238462e-08,5.098488517063305e-13,1.4156067621415988e-10,9.411648112585892e-15
0.216000,0.000022,20.008639,39.782224,0.000000,1.000000,0.000000,0.000000,999.999993,0.000007,800.000000,0.000000,600.000000,0.000000,5000.000131,0.107963,6.983403631486123e-06,3.8092620568269355e-13,0.00013810102431552614,2.1600043197839996e-05,3.3117236796748296e-09,1.999914240512479e-10,7.677453579531641e-13,4.5000000000000017e-14,0.021599999999999998,0.2393758138956506,0.01728,1.02652500878728e-09,0.008640645063600945,0.10800000000000005,4.426990934373283e-05,0,0,0,4.9321306374584406e-08,2.328024070438783e-12,2.8742485098847786e-10,2.2919096264050953e-14
0.270000,0.000027,20.011999,39.763757,0.000000,1.000000,0.000000,0.000000,999.999993,0.000007,800.000000,0.000000,600.000000,0.000000,5000.000176,0.134921,6.983403631486123e-06,8.468273082569505e-13,0.00018301982471758527,2.7000053997299994e-05,4.013625731894239e-09,3.675532056247505e-10,2.8535515579111657e-12,6.120000000000003e-14,0.026999999999999996,0.2632431879531364,0.02160000000000001,1.4208504693943958e-09,0.009601059752637892,0.13500000000000006,8.655047692371103e-05,0,0,0,1.58242282299685e-07,6.6067598789286975e-12,1.173846363261538e-09,8.703774485361464e-14
0.324000,0.000032,20.009595,39.709543,0.000000,1.000000,0.000000,0.000000,999.999989,0.000011,800.000000,0.000000,600.000000,0.000000,5000.000242,0.161881,1.0726861619250777e-05,1.7194494729410736e-12,0.0002534283337627735,3.2400064796759987e-05,4.949507195028682e-09,3.675532056247505e-10,3.802948489840655e-12,7.740000000000005e-14,0.0324,0.3228566452828903,0.025920000000000023,1.8151619645736229e-09,0.016324906494945862,0.1620000000000001,0.00013062186390796893,0,0,0,2.3085193477582308e-07,6.6067598789286975e-12,2.909832855997256e-09,2.454797419225152e-13
0.378000,0.000038,20.011994,39.703030,0.000000,1.000000,0.000000,0.000000,999.999983,0.000017,800.000000,0.000000,600.000000,0.000000,5000.000383,0.188867,1.7133782422107735e-05,8.396775882737256e-12,0.0004010160093412047,3.7800075596219955e-05,5.939360689713831e-09,5.731150358718611e-10,1.0409829729607322e-11,9.360000000000008e-14,0.03780000000000003,0.33477004828930546,0.030240000000000034,3.2623483095688897e-09,0.01824598887960341,0.1890000000000001,0.00015058706667117668,0,0,0,3.3059947989059095e-07,6.6067598789286975e-12,5.4866118878299614e-09,5.39625903342681e-13
0.432000,0.000043,20.015353,39.684612,0.000000,1.000000,0.000000,0.000000,999.999983,0.000017,800.000000,0.000000,600.000000,0.000000,5000.000454,0.215795,1.7133782422107735e-05,2.3639040140856335e-11,0.0004720990408039761,4.320008639567992e-05,9.466730619750479e-09,9.842196865498222e-10,1.2660544072590859e-11,1.098000000000001e-13,0.04320000000000006,0.35858847298763613,0.03456000000000004,6.1646042659741204e-09,0.019206679792137187,0.21600000000000014,0.00022342866961326283,0,0,0,4.1967213318772183e-07,2.4562053360666243e-11,1.2925874301015446e-08,8.385815114417584e-13
0.486000,0.000049,20.015830,39.642407,0.000000,1.000000,0.000000,0.000000,999.999969,0.000031,799.999999,0.000001,600.000000,0.000000,5000.000601,0.242767,3.109890496602614e-05,4.106799055861926e-11,0.0006335853892948336,4.860009719513989e-05,9.466730619750479e-09,9.842196865498222e-10,2.2250146664004132e-11,1.2600000000000012e-13,0.04860000000000009,0.40619254011965344,0.03888000000000005,6.1646042659741204e-09,0.023049696535167797,0.24300000000000016,0.00026551093181622905,0,0,0,5.671155860950568e-07,4.7859807036444546e-11,1.5098257803079885e-08,1.193025032901609e-12
