Time (s),Growth_Factor (mM),PP2A (mM),MKP (mM),ERK_Nuclear (mM),Phase_Rest (mM),Phase_Pulse (mM),Phase_Recovery (mM),Raf_inactive (mM),Raf_active (mM),MEK_inactive (mM),MEK_PP (mM),ERK_inactive (mM),ERK_PP (mM),ATP (mM),ADP (mM),Raf_Activation (firings),ERK_Nuclear_Import (firings),ATP_Regeneration (firings),Growth_Factor_Source (firings),Growth_Factor_Degradation (firings),Raf_Degradation (firings),MEK_Degradation (firings),ERK_Nuclear_Degradation (firings),MKP_Synthesis (firings),MKP_Degradation (firings),PP2A_Synthesis (firings),Raf_Deactivation (firings),PP2A_Degradation (firings),ADP_Source (firings),ADP_Sink (firings),Start_Pulse (firings),End_Pulse (firings),Reset_Phase (firings),MEK_Phosphorylation (firings),MEK_Dephosphorylation (firings),ERK_Phosphorylation (firings),ERK_Dephosphorylation (firings)
0.000000,0.000000,20.000000,40.000000,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.054000,0.000005,19.996640,39.993400,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.000010,0.026998,0,9.000000000000002e-14,9.71836950213986e-06,5.400032399459996e-06,1.2599859599064024e-10,0,6e-16,9e-15,0.005399999999999999,0.012000180000000001,0.00432,0,0.007679539230965017,0.026999999999999996,1.6199892002932887e-06,0,0,0,1.0400416017229358e-12,0,9.360374415127984e-13,1.1767077905919506e-14
0.108000,0.000011,19.997121,39.986801,0.000000,1.000000,0.000000,0.000000,999.999999,0.000001,800.000000,0.000000,600.000000,0.000000,5000.000021,0.053984,5.759586245452001e-07,2.4000000000000004e-13,2.158861163399377e-05,1.0800064798919994e-05,1.0439549651591822e-09,6.911503494542401e-12,6e-16,2.5199999999999993e-14,0.010799999999999999,0.023998559945999996,0.008640000000000002,0,0.011518848168085244,0.05400000000000001,1.6736889956246298e-05,0,0,0,1.8200728030466738e-12,9.034860326550044e-15,1.404056162307041e-12,1.882729997799627e-14
0.162000,0.000016,19.999521,39.944235,0.000000,1.000000,0.000000,0.000000,999.999998,0.000002,800.000000,0.000000,600.000000,0.000000,5000.000026,0.080953,2.231799958492624e-06,3.300000000000001e-13,2.8422389711724256e-05,1.620009719837999e-05,1.8358868206600728e-09,2.0734261670496655e-11,1.0621741559678392e-13,4.140000000000001e-14,0.0162,0.07196473214765119,0.012959999999999998,0,0.013438640925293973,0.08100000000000003,4.894325735323722e-05,0,0,0,6.5534270538376834e-09,1.5706093957932521e-13,3.2542800951521794e-11,2.3533908867338753e-14
0.216000,0.000022,20.002881,39.901721,0.000000,1.000000,0.000000,0.000000,999.999993,0.000007,800.000000,0.000000,600.000000,0.000000,5000.000043,0.107919,6.910994904979632e-06,4.800000000000002e-13,4.998887083968861e-05,2.1600129597839977e-05,4.03158628120567e-09,8.854728321818388e-11,2.6348926630824114e-13,5.760000000000003e-14,0.021599999999999998,0.11987894830176417,0.01728,4.4515265947528834e-10,0.014398687070529558,0.10800000000000005,8.833786356807758e-05,0,0,0,6.5534270538376834e-09,3.050852949135645e-13,6.321283423012652e-11,2.3533908867338753e-14
0.270000,0.000027,20.005281,39.871218,0.000000,1.000000,0.000000,0.000000,999.999990,0.000010,800.000000,0.000000,600.000000,0.000000,5000.000098,0.134886,9.646480236528077e-06,7.168401214879069e-13,0.00010783156995831826,2.7000161997299963e-05,5.453332401391905e-09,2.0429395864481112e-10,1.00915178915232e-12,7.380000000000005e-14,0.026999999999999996,0.15578152464497125,0.02160000000000001,8.354036925889371e-10,0.01631910190661448,0.13500000000000006,0.00012413000283220143,0,0,0,9.975909162386991e-08,3.66633614969415e-12,2.953459922989595e-10,2.82398229099356e-14
0.324000,0.000032,20.006720,39.840742,0.000000,1.000000,0.000000,0.000000,999.999985,0.000015,800.000000,0.000000,600.000000,0.000000,5000.000160,0.161846,1.518900511284272e-05,1.158466037613684e-12,0.00017535946738152052,3.240019439675996e-05,8.908549188656471e-09,5.022726122818614e-10,1.908609267697894e-12,9.000000000000007e-14,0.0324,0.19165755668834147,0.025920000000000023,2.0264317358622324e-09,0.01919995447722716,0.1620000000000001,0.00016963131238683965,0,0,0,1.4991425524553455e-07,7.0527571067828595e-12,2.953459922989595e-10,3.517139077800067e-14
0.378000,0.000038,20.007199,39.762548,0.000000,1.000000,0.000000,0.000000,999.999976,0.000024,800.000000,0.000000,600.000000,0.000000,5000.000277,0.188824,2.375488767520641e-05,3.055499224115837e-12,0.00030101786616651497,3.780022679621998e-05,8.908549188656471e-09,8.904878755935565e-10,1.908609267697894e-12,1.0620000000000009e-13,0.03780000000000003,0.27525181256485365,0.030240000000000034,2.9958746258053622e-09,0.02304138286201376,0.1890000000000001,0.00020056216832636982,0,0,0,2.3403092712150236e-07,1.76257889596899e-11,3.1633899443780216e-09,3.517139077800067e-14
0.432000,0.000043,20.010558,39.720251,0.000000,1.000000,0.000000,0.000000,999.999974,0.000026,800.000000,0.000000,600.000000,0.000000,5000.000395,0.215779,2.605835808798839e-05,5.898893085868336e-12,0.0004219712153352513,4.3200259195679995e-05,1.5044888022441047e-08,1.8282833797699941e-09,1.908609267697894e-12,1.2240000000000011e-13,0.04320000000000006,0.32294918155801444,0.03456000000000004,7.27988309844051e-09,0.024001751435636383,0.21600000000000014,0.0002483962121456443,0,0,0,4.3125923456240927e-07,3.40491555693713e-11,3.1633899443780216e-09,1.8373518744810147e-13
0.486000,0.000049,20.012957,39.689910,0.000000,1.000000,0.000000,0.000000,999.999968,0.000032,799.999999,0.000001,600.000000,0.000000,5000.000472,0.242703,3.16721594254668e-05,1.1501756481889696e-11,0.0005051983385997552,4.860029159514001e-05,1.9093440603194915e-08,2.519006050353107e-09,1.908609267697894e-12,1.3860000000000014e-13,0.04860000000000009,0.35868992314340276,0.03888000000000005,1.2002146839886652e-08,0.025922811082066437,0.24300000000000016,0.0003296650437275473,0,0,0,5.738191156841605e-07,5.675336538034328e-11,7.516684832926e-09,5.367802112521623e-13
0.540000,0.000054,20.016317,39.635808,0.000000,1.000000,0.000000,0.000000,999.999965,0.000035,799.999999,0.000001,600.000000,0.000000,5000.000683,0.269677,3.487474163646635e-05,2.216888725135623e-11,0.0007196622279057616,5.400032399460003e-05,2.3663616297147145e-08,2.519006050353107e-09,1.3717869249256434e-11,1.5480000000000016e-13,0.05400000000000012,0.4181924969205296,0.043200000000000065,1.5759036993309757e-08,0.026883456067134496,0.2700000000000002,0.0003596885695712179,0,0,0,8.207585731008813e-07,1.0865608978973906e-10,1.404287097508895e-08,7.854405327689741e-13
0.594000,0.000059,20.018715,39.605543,0.000000,1.000000,0.000000,0.000000,999.999955,0.000045,799.999999,0.000001,600.000000,0.000000,5000.000844,0.296621,4.5022080611456966e-05,4.054171223824657e-11,0.0008910256775311426,5.940035639406004e-05,2.8755366539648594e-08,4.511618515805159e-09,2.913628486247974e-11,1.7100000000000018e-13,0.05940000000000015,0.45385672237350677,0.047520000000000076,1.5759036993309757e-08,0.02880513761665281,0.2970000000000002,0.00042584611861373067,0,0,0,9.286006826346135e-07,1.0865608978973906e-10,2.172426397788591e-08,2.045408058100033e-12
0.648000,0.000065,20.022074,39.551567,0.000000,1.000000,0.000000,0.000000,999.999948,0.000052,799.999999,0.000001,600.000000,0.000000,5000.001022,0.323556,5.239840829168188e-05,5.3548767001883126e-11,0.0010773882086381312,6.480038879352002e-05,3.435064752238697e-08,6.305673220818022e-09,4.255068258254808e-11,1.872000000000002e-13,0.06480000000000018,0.5132328217511484,0.05184000000000009,1.871750949060176e-08,0.02976603593004721,0.32400000000000023,0.0004990096663747299,0,0,0,1.4336797952303894e-06,1.7057982476252163e-10,2.172426397788591e-08,3.0644211253757725e-12
0.702000,0.000070,20.025433,39.533238,0.000000,1.000000,0.000000,0.000000,999.999944,0.000056,799.999998,0.000002,600.000000,0.000000,5000.001218,0.350481,5.6356344696199854e-05,7.258406447174744e-11,0.001278026950935616,7.020042119297997e-05,3.6437629530752495e-08,6.981539901782233e-09,5.290871119355047e-11,2.0340000000000022e-13,0.0702000000000002,0.5369620022010515,0.0561600000000001,3.099705126215206e-08,0.030727164600322564,0.35100000000000026,0.000579536886505002,0,0,0,1.8730355333285388e-06,2.452827520749282e-10,5.2671769754081205e-08,8.011920220083477e-12
0.756000,0.000076,20.029753,39.503066,0.000000,1.000000,0.000000,0.000000,999.999935,0.000065,799.999998,0.000002,600.000000,0.000000,5000.001340,0.377360,6.499170228947217e-05,1.0413403552774182e-10,0.0014094476235620276,7.560045359243993e-05,4.5234919608488966e-08,8.540097271306207e-09,6.603629833433888e-11,2.2009409937815917e-13,0.07560000000000024,0.5725337631682084,0.06048000000000011,4.4440711057953906e-08,0.030727164600322564,0.3780000000000003,0.0007092926940485185,0,0,0,2.1883206285846126e-06,3.3652974201723394e-10,6.212165440442145e-08,1.3843608937395058e-11
0.810000,0.000081,20.031189,39.472922,0.000000,1.000000,0.000000,0.000000,999.999930,0.000070,799.999998,0.000002,600.000000,0.000000,5000.001476,0.404226,6.959684419752067e-05,1.938610856775709e-10,0.0015501128054035728,8.100048599189988e-05,5.458913364719196e-08,1.1043646310488285e-08,9.33755447094146e-11,2.4667613721617846e-13,0.08100000000000027,0.6080778377500718,0.0648000000000001,4.4440711057953906e-08,0.03361140272407772,0.4050000000000003,0.0008489030058752114,0,0,0,2.369137569000149e-06,3.8596763186206643e-10,9.284096039322062e-08,1.8199169989954494e-11
0.864000,0.000086,20.034547,39.454640,0.000000,1.000000,0.000000,0.000000,999.999925,0.000075,799.999997,0.000003,600.000000,0.000000,5000.001669,0.431108,7.459740790617057e-05,2.930700951604614e-10,0.0017497543481573953,8.640051839135984e-05,5.707151087693414e-08,1.1938102251081482e-08,1.3078796237252484e-10,2.850253311974692e-13,0.0864000000000003,0.6317598382684271,0.06912000000000004,5.258002124809975e-08,0.03457294585674696,0.43200000000000033,0.0009733968869525188,0,0,0,3.1183755439932007e-06,5.713433901637639e-10,1.348017148686701e-07,2.8194032584611516e-11
0.918000,0.000092,20.037905,39.377255,0.000000,1.000000,0.000000,0.000000,999.999909,0.000091,799.999997,0.000003,600.000000,0.000000,5000.001917,0.458018,9.064245023342642e-05,3.4271190524441807e-10,0.0020144191067654926,9.18005507908198e-05,6.511218473117853e-08,1.5003635795414173e-08,1.7052454536823194e-10,3.3513370710116736e-13,0.09180000000000033,0.7145449083442406,0.07343999999999999,6.220214321209727e-08,0.03553462715534583,0.45900000000000035,0.0010797352885341097,0,0,0,3.312168812303521e-06,6.461738566720888e-10,1.6579748998159942e-07,3.171960658353169e-11
0.972000,0.000097,20.041263,39.359031,0.000000,1.000000,0.000000,0.000000,999.999892,0.000108,799.999996,0.000004,600.000000,0.000000,5000.002235,0.484952,0.00010762166212878014,4.915398361825167e-10,0.0023512251333374173,9.720058319027975e-05,7.351212468650474e-08,1.6156467632778285e-08,1.9039265805164083e-10,4.013114255150966e-13,0.09720000000000036,0.7381686173922757,0.07775999999999994,7.912598925870443e-08,0.036496538773242375,0.4860000000000004,0.0011643352995130253,0,0,0,4.091013183935284e-06,9.115120602297843e-10,1.6579748998159942e-07,4.726594558027927e-11
