Time (s),Growth_Factor (mM),PP2A (mM),MKP (mM),ERK_Nuclear (mM),Phase_Rest (mM),Phase_Pulse (mM),Phase_Recovery (mM),Raf_inactive (mM),Raf_active (mM),MEK_inactive (mM),MEK_PP (mM),ERK_inactive (mM),ERK_PP (mM),ATP (mM),ADP (mM),Raf_Activation (firings),ERK_Nuclear_Import (firings),ATP_Regeneration (firings),Growth_Factor_Source (firings),Growth_Factor_Degradation (firings),Raf_Degradation (firings),MEK_Degradation (firings),ERK_Nuclear_Degradation (firings),MKP_Synthesis (firings),MKP_Degradation (firings),PP2A_Synthesis (firings),Raf_Deactivation (firings),PP2A_Degradation (firings),ADP_Source (firings),ADP_Sink (firings),Start_Pulse (firings),End_Pulse (firings),Reset_Phase (firings),MEK_Phosphorylation (firings),MEK_Dephosphorylation (firings),ERK_Phosphorylation (firings),ERK_Dephosphorylation (firings)
1.134000,0.000000,20.050356,37.733877,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.003412,0.565520,7.761470683234126e-08,2.0938673873556343e-12,0.0034124611322431603,5.778863996164531e-08,4.6408508314129214e-11,1.1701289755341629e-11,1.7465067334080976e-13,3.348000000000004e-13,0.11340000000000044,2.3795228269928037,0.09071999999999979,4.896035206057663e-11,0.04036430216085113,0.5670000000000004,0.0014797635975483607,0,0,0,2.4522370261257875e-09,3.9771564688398383e-13,1.4231130936949142e-10,1.670724815995917e-13
1.188000,0.000000,20.053713,37.558476,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.003757,0.592382,8.470867489052792e-08,2.2618502534742125e-12,0.003756942499275343,6.054047995818609e-08,4.995554488284977e-11,1.3604594156076819e-11,2.3494739242559345e-13,3.510000000000004e-13,0.11880000000000047,2.560323994007813,0.09503999999999974,6.250360301202508e-11,0.041326765314347404,0.5940000000000004,0.0016183561201567854,0,0,0,3.4971120745582483e-09,3.9771564688398383e-13,1.4231130936949142e-10,1.7034831770971425e-13
1.242000,0.000000,20.055145,37.428818,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.004045,0.619200,9.202235680895779e-08,2.4024254883879934e-12,0.004044908868528277,6.329231995457856e-08,5.738835996701733e-11,1.581116619469977e-11,2.5592579472127043e-13,3.6720000000000044e-13,0.1242000000000005,2.695381673004158,0.09935999999999968,7.289425302905602e-11,0.044214637885564484,0.6210000000000004,0.0017998290914313236,0,0,0,3.4971120745582483e-09,4.767445529933641e-13,1.9140263813890254e-10,1.8207659944923425e-13
1.296000,0.000000,20.058503,37.344437,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.004349,0.646012,9.583479828003482e-08,2.577552529836672e-12,0.004348748219329286,6.60441599508228e-08,6.122826240082586e-11,1.6959989462389754e-11,3.052299815123532e-13,3.8340000000000047e-13,0.12960000000000044,2.7851634177625564,0.10367999999999963,8.371480634139335e-11,0.04517733094294597,0.6480000000000005,0.0019877267649470298,0,0,0,4.48295636629971e-09,7.300317851450878e-13,2.2986054861194232e-10,2.0144814638892237e-13
1.350000,0.000000,20.061860,37.126290,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.004897,0.672933,1.1189084897588974e-07,2.6586505653316926e-12,0.004897481320114489,6.879599994691853e-08,6.327195995138781e-11,2.059787480444497e-11,3.892650277757722e-13,3.996000000000005e-13,0.13500000000000034,3.008710174671871,0.10799999999999958,9.61188102677786e-11,0.04614020819106071,0.6750000000000005,0.0020668658830352484,0,0,0,5.053677216238012e-09,7.300317851450878e-13,2.7312371137128303e-10,2.1937385804391088e-13
1.404000,0.000000,20.064254,36.998188,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.005305,0.699769,1.2026669950576781e-07,3.0787757864313706e-12,0.00530559677656689,7.154783994286594e-08,6.740503457113737e-11,2.4722205487040936e-11,4.55256629479282e-13,4.158000000000005e-13,0.14040000000000025,3.142212409715308,0.11231999999999953,9.61188102677786e-11,0.0480661926685494,0.7020000000000005,0.0022312351801022988,0,0,0,6.281484590196079e-09,9.857132776733176e-13,2.9813063975091306e-10,2.2626573652690578e-13
1.458000,0.000000,20.066647,36.870540,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.005557,0.726511,1.2900920359944898e-07,3.2909044693139857e-12,0.0055571779348027785,7.429967993866492e-08,7.175800565796233e-11,2.626861548841101e-11,5.306152232886339e-13,4.3200000000000053e-13,0.14580000000000015,3.275259783846957,0.11663999999999948,1.1698127978900198e-10,0.04999256824269468,0.7290000000000005,0.002488873553519029,0,0,0,6.616553511839579e-09,1.1276764156404464e-12,4.1726426925430434e-10,2.5999215697265457e-13
1.512000,0.000000,20.069041,36.743356,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.006085,0.753378,1.3355420275937576e-07,3.5576522646889574e-12,0.006084960627961775,7.705151993431574e-08,8.53656838864119e-11,3.250851944157582e-11,5.703045946098378e-13,4.4820000000000055e-13,0.15120000000000006,3.4078438655577394,0.12095999999999943,1.2452088489496028e-10,0.05191921967595217,0.7560000000000006,0.0026217976714333464,0,0,0,6.951610372021171e-09,1.2772130993835777e-12,4.482232189604715e-10,3.015265829594192e-13
1.566000,0.000000,20.070471,36.660618,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.006632,0.780241,1.476642484193154e-07,4.150131921571322e-12,0.006631798665807077,7.980335992981851e-08,9.003862012144182e-11,3.416535991837357e-11,6.995607317747012e-13,4.644000000000003e-13,0.15659999999999996,3.4959822072555666,0.1252799999999994,1.3285750882599863e-10,0.0548093914633752,0.7830000000000006,0.00275955759626283,0,0,0,7.298456917676919e-09,1.442163354707483e-12,5.49045658694758e-10,3.349112762917621e-13
1.620000,0.000000,20.073827,36.446571,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.007199,0.807099,1.6230573703014855e-07,4.476804033033826e-12,0.0071987242019239455,8.255519992517287e-08,9.492224735712906e-11,4.141969925513128e-11,8.00920364878415e-13,4.805999999999999e-13,0.16199999999999987,3.7154287038684677,0.12959999999999947,1.3285750882599863e-10,0.05577293533258495,0.8100000000000006,0.0029016124477143257,0,0,0,8.857723746513375e-09,1.8159766298666583e-12,5.49045658694758e-10,3.6032738910588987e-13
1.674000,0.000000,20.078147,36.364550,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.007392,0.833754,1.7746046208148633e-07,5.209438799911135e-12,0.007392625135590523,8.530703992037878e-08,9.492224735712906e-11,4.5370753051546176e-11,8.591083089281804e-13,4.967999999999995e-13,0.16739999999999977,3.802850151052516,0.13391999999999954,1.809531787224625e-10,0.05577293533258495,0.8370000000000006,0.0032461122349483505,0,0,0,1.059623167171389e-08,2.0257017852512036e-12,6.378506083940992e-10,4.0459155073094527e-13
1.728000,0.000000,20.080539,36.152273,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.007898,0.860552,1.9811255821386696e-07,5.588719424517497e-12,0.007897849958732014,8.805887991543629e-08,1.0008993452650608e-10,4.5370753051546176e-11,1.061966178125296e-12,5.12999999999999e-13,0.17279999999999968,4.020526653952186,0.1382399999999996,1.9213829926931062e-10,0.05770050639074217,0.8640000000000007,0.003447995102468468,0,0,0,1.2126245351141599e-08,2.7555198652228684e-12,6.378506083940992e-10,4.340556951548097e-13
1.782000,0.000000,20.083896,36.027672,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.008313,0.887291,2.1420197866286684e-07,6.277765624352355e-12,0.00831299040673035,9.08107199103453e-08,1.0280208062579784e-10,5.2750034333854e-11,1.061966178125296e-12,5.291999999999986e-13,0.17819999999999958,4.150528074011341,0.1425599999999997,2.26599573257881e-10,0.058664464446435416,0.8910000000000007,0.003709729547318618,0,0,0,1.3182915405348183e-08,3.339211494942215e-12,8.130003943012332e-10,4.862579527247367e-13
1.836000,0.000000,20.085324,35.903521,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.008847,0.914074,2.1420197866286684e-07,6.8216036473114195e-12,0.008846997276989035,9.356255990510614e-08,1.1386081974917103e-10,5.531696077837281e-11,1.061966178125296e-12,5.453999999999982e-13,0.18359999999999949,4.280078589612069,0.14687999999999976,2.507829026182172e-10,0.06155649874478437,0.9180000000000007,0.003925899922633221,0,0,0,1.4295357668210597e-08,4.308560532062725e-12,1.0136489299916518e-09,5.722543166874382e-13
1.890000,0.000000,20.088679,35.779814,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.009509,0.940909,2.198817755932203e-07,7.485412657544832e-12,0.009509328614749766,9.63143998997191e-08,1.2806073437013424e-10,5.7951429783261046e-11,1.2402875461697702e-12,5.615999999999977e-13,0.1889999999999994,4.409185576881367,0.15119999999999983,2.8737489175577866e-10,0.0625207785928446,0.9450000000000007,0.004091683422542622,0,0,0,1.4866175321945575e-08,4.9547715855110725e-12,1.1474040354679657e-09,6.737426953527637e-13
