Time (s),Growth_Factor (mM),PP2A (mM),MKP (mM),ERK_Nuclear (mM),Phase_Rest (mM),Phase_Pulse (mM),Phase_Recovery (mM),Raf_inactive (mM),Raf_active (mM),MEK_inactive (mM),MEK_PP (mM),ERK_inactive (mM),ERK_PP (mM),ATP (mM),ADP (mM),Raf_Activation (firings),ERK_Nuclear_Import (firings),ATP_Regeneration (firings),Growth_Factor_Source (firings),Growth_Factor_Degradation (firings),Raf_Degradation (firings),MEK_Degradation (firings),ERK_Nuclear_Degradation (firings),MKP_Synthesis (firings),MKP_Degradation (firings),PP2A_Synthesis (firings),Raf_Deactivation (firings),PP2A_Degradation (firings),ADP_Source (firings),ADP_Sink (firings),Start_Pulse (firings),End_Pulse (firings),Reset_Phase (firings),MEK_Phosphorylation (firings),MEK_Dephosphorylation (firings),ERK_Phosphorylation (firings),ERK_Dephosphorylation (firings)
0.000000,0.000000,20.000000,40.000000,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.054000,0.000005,19.999520,39.897521,0.000000,1.000000,0.000000,0.000000,1000.000000,0.000000,800.000000,0.000000,600.000000,0.000000,5000.000007,0.026998,3.959949721388685e-07,0,7.198687237508925e-06,5.400021599459999e-06,5.400021599459999e-11,0,0,0,0.005399999999999999,0.10787858420258901,0.00432,2.236181643973103e-11,0.004799930882211947,0.026999999999999996,2.8799396437374774e-06,0,0,0,1.0306100112828002e-09,2.7796892485637724e-14,4.8234266478474925e-12,0
0.108000,0.000011,20.003840,39.855063,0.000000,1.000000,0.000000,0.000000,999.999999,0.000001,800.000000,0.000000,600.000000,0.000000,5000.000010,0.053979,1.3319352787368443e-06,6.000000000000001e-14,1.1156712008876787e-05,1.0800043198919995e-05,9.899607607001975e-10,1.5981979236789948e-11,6.183493286341888e-15,1.2599999999999998e-14,0.010799999999999999,0.1557374884687525,0.008640000000000002,1.0367567101557564e-10,0.004799930882211947,0.05400000000000001,2.1955453913574665e-05,0,0,0,2.902502454469361e-09,2.710360523956047e-13,2.322987070451043e-11,7.058822546875899e-15
0.162000,0.000016,20.007200,39.848505,0.000000,1.000000,0.000000,0.000000,999.999995,0.000005,800.000000,0.000000,600.000000,0.000000,5000.000055,0.080971,4.679608088582729e-06,2.1000000000000001e-13,5.97044750693681e-05,1.6200064798379987e-05,1.8358928678134007e-09,6.651831147746382e-11,6.514957288826707e-14,2.8799999999999995e-14,0.0162,0.16769490722221186,0.012959999999999998,6.423553316586079e-10,0.0057602995255296,0.08100000000000003,3.329130696788208e-05,0,0,0,9.828179159438528e-09,7.150459391685256e-13,6.922525261643323e-11,1.4117171177356202e-14
0.216000,0.000022,20.008639,39.829997,0.000000,1.000000,0.000000,0.000000,999.999993,0.000007,800.000000,0.000000,600.000000,0.000000,5000.000108,0.107952,7.091260823216812e-06,3.086457439697198e-13,0.00011542921712904148,2.160008639783998e-05,2.933771447721196e-09,2.638869821904417e-10,3.430839323943902e-13,4.5000000000000017e-14,0.021599999999999998,0.19160312353442016,0.01728,9.065963936689818e-10,0.008641405351528469,0.10800000000000005,5.560279556021064e-05,0,0,0,4.632421989983585e-08,1.7614992424466726e-12,4.458915933303733e-10,3.497424391529908e-14
0.270000,0.000027,20.012959,39.799559,0.000000,1.000000,0.000000,0.000000,999.999987,0.000013,800.000000,0.000000,600.000000,0.000000,5000.000161,0.134922,1.303026007995132e-05,5.073489875013982e-13,0.00017436321559364404,2.7000107997299972e-05,5.129451940367172e-09,5.389896749786534e-10,7.316114021234572e-13,6.120000000000003e-14,0.026999999999999996,0.2274409874835086,0.02160000000000001,1.9534108630601115e-09,0.008641405351528469,0.13500000000000006,9.086472566022394e-05,0,0,0,6.475919220211864e-08,7.1965338969228114e-12,6.626877650934794e-10,1.1285731841145349e-13
0.324000,0.000032,20.015357,39.745292,0.000000,1.000000,0.000000,0.000000,999.999982,0.000018,800.000000,0.000000,600.000000,0.000000,5000.000260,0.161901,1.8465285852195816e-05,1.2640288561244892e-12,0.00027890956491958565,3.2400129596759974e-05,6.065301800715359e-09,1.2925391189702331e-09,7.316114021234572e-13,7.740000000000005e-14,0.0324,0.28710829590168413,0.025920000000000023,3.7217494922667523e-09,0.010562764544546278,0.1620000000000001,0.00011784969331052579,0,0,0,1.3250588765024503e-07,1.0189901435103151e-11,2.5229915058004203e-09,2.1792806928260771e-13
0.378000,0.000038,20.018716,39.714930,0.000000,1.000000,0.000000,0.000000,999.999982,0.000018,800.000000,0.000000,600.000000,0.000000,5000.000342,0.188849,1.8465285852195816e-05,2.020428341951384e-12,0.00036150922929835194,3.780015119622e-05,1.006041286365857e-08,1.9571009204538618e-09,4.4874385726537774e-12,9.360000000000008e-14,0.03780000000000003,0.3228699480637515,0.030240000000000034,3.7217494922667523e-09,0.01152359385184814,0.1890000000000001,0.0001703738253220383,0,0,0,2.7649946219093137e-07,1.535210253500943e-11,4.661718289381181e-09,6.150407539227677e-13
0.432000,0.000043,20.023036,39.696503,0.000000,1.000000,0.000000,0.000000,999.999974,0.000026,800.000000,0.000000,600.000000,0.000000,5000.000454,0.215807,2.5627334568964002e-05,6.988572449564191e-12,0.00048033571771266385,4.320017279568002e-05,1.1230115731155661e-08,3.0089445392530957e-09,1.1265935363565708e-11,1.098000000000001e-13,0.04320000000000006,0.34669713158920856,0.03456000000000004,6.339584582303833e-09,0.01152359385184814,0.21600000000000014,0.00021929447728622853,0,0,0,3.966262683289301e-07,1.535210253500943e-11,9.668038196675257e-09,1.3056557469575928e-12
0.486000,0.000049,20.025434,39.689994,0.000000,1.000000,0.000000,0.000000,999.999972,0.000028,799.999999,0.000001,600.000000,0.000000,5000.000588,0.242756,2.84702547976767e-05,2.436259957507525e-11,0.0006177639015531504,4.860019439514004e-05,1.7960062972354595e-08,3.931180969761722e-09,1.7268283846452166e-11,1.2600000000000012e-13,0.04860000000000009,0.35860626244973176,0.03888000000000005,7.786618758355438e-09,0.01344598961044472,0.24300000000000016,0.0002734234441197792,0,0,0,6.038386829208619e-07,2.4313010259454344e-11,9.668038196675257e-09,1.7597047129096226e-12
