Time (s),Growth_Factor (mM),PP2A (mM),MKP (mM),ERK_Nuclear (mM),Phase_Rest (mM),Phase_Pulse (mM),Phase_Recovery (mM),Raf_inactive (mM),Raf_active (mM),MEK_inactive (mM),MEK_PP (mM),ERK_inactive (mM),ERK_PP (mM),ATP (mM),ADP (mM),Raf_Activation (firings),ERK_Nuclear_Import (firings),ATP_Regeneration (firings),Growth_Factor_Source (firings),Growth_Factor_Degradation (firings),Raf_Degradation (firings),MEK_Degradation (firings),ERK_Nuclear_Degradation (firings),MKP_Synthesis (firings),MKP_Degradation (firings),PP2A_Synthesis (firings),Raf_Deactivation (firings),PP2A_Degradation (firings),ADP_Source (firings),ADP_Sink (firings),Start_Pulse (firings),End_Pulse (firings),GF_MKP_Feedforward (firings),MEK_Phosphorylation (firings),MEK_Dephosphorylation (firings),ERK_Phosphorylation (firings),ERK_Dephosphorylation (firings)
90.072000,0.000407,23.595077,34.080494,303.507256,0.000000,0.000000,1.000000,999.598038,0.255273,740.124022,58.855181,12.048416,256.050394,3270.508604,1445.716433,100.64136208660369,331.90118968434933,66.19740135322995,0.5085072004003344,0.5080998405468414,0.1466885488173595,1.0207964077593554,28.393933445235298,15.129485603238114,21.048991820918868,7.205759999999474,24.943539750588013,3.6106830219400856,45.03600000000152,395.00836345632797,1,1,0,141.41050156597512,81.5345237556117,743.7611460531245,155.8095624352402
90.126000,0.000413,23.591274,34.091817,303.918774,0.000000,0.000000,1.000000,999.597631,0.255681,740.208345,58.770859,12.027436,255.610653,3270.321028,1446.032024,100.64303721958106,332.36191073960634,66.29841519165828,0.5085126004006043,0.5080998405468414,0.1466885488173595,1.0207964077593554,28.443136289046073,15.140809122531248,21.048991820918868,7.210079999999473,24.943539750588013,3.6188063279132323,45.06300000000152,395.00836345632797,1,1,0,141.4174960072202,81.62584100490973,743.8982430118447,155.92567939980273
90.180000,0.000418,23.595594,34.103141,304.559361,0.000000,0.000000,1.000000,999.596800,0.256512,740.390748,58.587401,11.891973,255.056223,3270.082942,1445.810156,100.64645365932341,333.0518039769491,66.33208668011464,0.5085180004008742,0.5080998405468414,0.1466885488173595,1.0218509999639334,28.492443000021638,15.152132576097294,21.048991820918868,7.214399999999472,24.943539750588013,3.6188063279132323,45.090000000001524,395.5289890478343,1,1,0,141.4174960072202,81.8082437895817,744.0337064232546,155.92567939980273
90.234000,0.000424,23.599914,34.114464,304.739354,0.000000,0.000000,1.000000,999.595960,0.257333,740.383720,58.593374,12.124075,254.594780,3270.135389,1445.591801,100.6499068527108,333.28114568624244,66.3994285863901,0.5085234004011442,0.5080998405468414,0.14670706261404468,1.0229056996810149,28.54179133671487,15.163455964808223,21.048991820918868,7.218719999999471,24.943539750588013,3.6188063279132323,45.117000000001525,395.78923910104356,1,1,0,141.42452351629865,81.8082437895817,744.0337064232546,156.15778100926696
90.288000,0.000421,23.600171,34.101227,304.689989,0.000000,0.000000,1.000000,999.595111,0.258182,740.565818,58.411276,12.240096,254.478759,3270.235552,1445.619650,100.65339695731619,333.28114568624244,66.50044101556678,0.5085288004014141,0.5081075294242235,0.14670706261404468,1.0229056996810149,28.591156446307604,15.174779318465097,21.0735525314734,7.22303999999947,24.943539750588013,3.6228688396946978,45.144000000001526,395.78923910104356,1,1,0,141.42452351629865,81.99034179635181,744.0337064232546,156.27380213328104
90.342000,0.000427,23.604491,34.088000,304.869774,0.000000,0.000000,1.000000,999.596810,0.256474,740.642686,58.334408,12.103270,254.386430,3269.933835,1445.167713,100.65339695731619,333.51029971181407,66.50044101556678,0.5085342004016841,0.5081075294242235,0.14671629601109268,1.0229056996810149,28.640525933501806,15.186102674957825,21.098102354045018,7.227359999999469,24.94523847490251,3.6228688396946978,45.17100000000153,396.56989338803277,1,1,0,141.43855697775552,82.08124298324603,744.1705317880021,156.27380213328104
90.396000,0.000432,23.604748,34.087049,305.049298,0.000000,0.000000,1.000000,999.597647,0.255636,740.635693,58.340352,12.219252,254.041501,3269.952663,1444.689335,100.65691318465865,333.73924749876267,66.53411079395629,0.508539600401954,0.5081075294242235,0.14671629601109268,1.0239557190303217,28.689949257439803,15.197425971357482,21.11037675175229,7.231679999999468,24.946931423949056,3.6269322523602905,45.19800000000153,397.09011292952846,1,1,0,141.44555020393483,82.08124298324603,744.1705317880021,156.38978353292612
90.450000,0.000430,23.605005,34.073832,305.228496,0.000000,0.000000,1.000000,999.597220,0.256064,740.628699,58.345245,12.219252,253.812863,3269.938248,1443.950746,100.65867259442417,333.96788484944335,66.53411079395629,0.508545000402224,0.5081153391018257,0.14671629601109268,1.0260562045517474,28.73938926739884,15.208749242636573,21.134917727095136,7.235999999999467,24.946931423949056,3.630995461331284,45.22500000000153,397.87011724356364,1,1,0,141.45254386798595,82.08124298324603,744.1705317880021,156.38978353292612
90.504000,0.000435,23.609325,34.085155,305.407354,0.000000,0.000000,1.000000,999.597220,0.256046,740.698497,58.275446,12.451123,253.352665,3269.997218,1444.019781,100.65867259442417,334.19621207448847,66.63511591989423,0.5085504004024939,0.5081153391018257,0.14673473229242812,1.0260562045517474,28.788858272266815,15.220072463398765,21.134917727095136,7.240319999999466,24.946931423949056,3.630995461331284,45.25200000000153,397.87011724356364,1,1,0,141.473561383699,82.17205876427111,744.1705317880021,156.621654714791
90.558000,0.000433,23.609580,34.084207,305.585906,0.000000,0.000000,1.000000,999.598904,0.254361,740.691538,58.281357,12.428351,253.147399,3269.773245,1444.078116,100.65867259442417,334.4242499678745,66.70245326050366,0.5085558004027638,0.5081232026052408,0.14673473229242812,1.0271051625872152,28.838343905973577,15.231395661935208,21.147188382800206,7.244639999999465,24.948615836522038,3.6350595416103304,45.27900000000153,398.1300923546775,1,1,0,141.48052053683452,82.17205876427111,744.3092277694526,156.73757859937842
