Time (s),Growth_Factor (mM),PP2A (mM),MKP (mM),ERK_Nuclear (mM),Raf_inactive (mM),Raf_active (mM),MEK_inactive (mM),MEK_PP (mM),ERK_inactive (mM),ERK_PP (mM),ATP (mM),ADP (mM),Raf_Activation (firings),ERK_Nuclear_Import (firings),ATP_Regeneration (firings),Growth_Factor_Source (firings),Growth_Factor_Degradation (firings),Raf_Degradation (firings),MEK_Degradation (firings),ERK_Nuclear_Degradation (firings),MKP_Synthesis (firings),MKP_Degradation (firings),PP2A_Synthesis (firings),Raf_Deactivation (firings),PP2A_Degradation (firings),ADP_Source (firings),ADP_Sink (firings),MEK_Phosphorylation (firings),MEK_Dephosphorylation (firings),ERK_Phosphorylation (firings),ERK_Dephosphorylation (firings)
12.798000,104.514738,15.148229,31.398128,7.569020,750.497893,248.838991,622.052772,177.799614,459.520080,132.849218,4118.074248,875.538547,252.2253795703338,7.630702347953696,8.116846299143116,6.102165463780866,1.5874271986357715,0.663116197082041,0.147614607105669,0.06168261388222428,7.600483885693109,1.202356356949054,1.0238400000000305,2.7232723666452427,0.8756109146515516,6.3990000000001315,20.903051042798616,178.14019871287914,0.1929703704842579,140.7684104895846,0.2884902032308123
12.852000,104.529891,15.125344,31.451845,7.648646,750.112005,249.218907,620.812333,179.038986,457.200457,135.087983,4110.575868,882.842787,252.63636536776878,7.7115602476376335,8.159939517018332,6.126724808717829,1.5968340615811227,0.6690882970333849,0.14868140478808076,0.06291451645473745,7.65985751380857,1.2080120347607228,1.0281600000000308,2.748370314556632,0.9028157339557907,6.4260000000001325,21.167284690342935,179.38142470538583,0.19375730289978646,143.09242848131734,0.29288507076958026
12.906000,104.545034,15.129664,31.503664,7.769170,748.892955,250.431956,620.192236,179.655852,455.639005,136.527659,4105.025910,888.261573,253.86801252352944,7.8333362440896686,8.213855240194464,6.1512759738934335,1.606242287934304,0.6750892263837645,0.15191153779594568,0.06416591845282135,7.7192317837865705,1.2155681102426237,1.0324800000000312,2.7609673582596206,0.9028157339557907,6.4530000000001335,21.379371865888032,180.00388540359944,0.19612138001285484,144.65608082549647,0.2950859912591815
12.960000,104.566438,15.115449,31.559259,7.851216,748.110833,251.205044,618.319756,181.528332,453.301767,138.781590,4095.838526,897.379875,254.6880308914647,7.916643017960357,8.278607039049458,6.175816894569401,1.6093788843869736,0.6841234394313511,0.15191153779594568,0.06542743266411072,7.7786081915963,1.2193496239879689,1.0368000000000315,2.7988635351736946,0.9213505216420563,6.4800000000001345,21.540206022059095,181.87715326991807,0.1969097306938738,146.9988715661759,0.30063820592795415
13.014000,104.584693,15.119769,31.605370,7.849944,746.920519,252.392329,617.696474,182.148336,450.932217,141.151140,4088.681652,904.466327,255.91643816238138,7.916643017960357,8.34341264955532,6.200346448246948,1.6156536760169726,0.6871524888049395,0.1551902661508845,0.06669923801619625,7.837985366269852,1.2326151883103618,1.0411200000000318,2.8369570465356904,0.9213505216420563,6.507000000000136,21.702433325967874,182.5020162875327,0.19849021373441833,149.37064482903762,0.302861864677883
13.068000,104.606074,15.085920,31.660954,7.977785,746.524190,252.788657,615.814655,184.027965,447.779541,144.174688,4078.223879,914.655508,256.32548490115494,8.045770762683203,8.375848478856092,6.224865770397435,1.6187915437609237,0.6871524888049395,0.15737980033944746,0.06798552422181439,7.897365099395781,1.236411281703865,1.0454400000000321,2.849675226512611,0.9595196050664848,6.534000000000137,22.030462329551618,184.3854154783723,0.20007086119724696,152.5278269904655,0.3073684510707254
13.122000,104.621168,15.090240,31.716534,8.106682,745.719504,253.587262,613.929416,185.910984,446.982218,144.841815,4072.069228,920.604633,257.1429267482592,8.175967042683867,8.419127339777164,6.249374679182801,1.6282071151803885,0.6932340953977216,0.15959944548364016,0.06928485099165047,7.9567452801425524,1.2402108780492924,1.0497600000000324,2.862430464908562,0.9595196050664848,6.561000000000138,22.306267125774163,186.27382254414385,0.20323879236567932,153.32966398456153,0.311882064972815
13.176000,104.642529,15.055877,31.772109,8.237602,744.507702,254.796016,613.930208,185.907961,442.969918,148.721869,4062.832628,929.500788,258.36747924058267,8.308212487518984,8.440782976574917,6.273875062881039,1.6313457502073085,0.696281890417785,0.16183036109644644,0.0706106717028752,8.01612690001271,1.2440183314588644,1.0540800000000328,2.8751808704445967,0.998203395804808,6.588000000000139,22.69536716315573,186.27382254414385,0.2040309675615818,157.34651520170547,0.31643333155382014
13.230000,104.660740,15.030985,31.825771,8.325478,743.705254,255.595406,612.029056,187.805749,441.359711,150.242857,4055.027263,937.096312,259.1827446870742,8.397432224180319,8.48412832811722,6.298364856088533,1.637624534354792,0.6993394426155416,0.16519567584783515,0.07195389963073642,8.075509426786892,1.2497381554924376,1.058400000000033,2.8879989590838826,1.0274150618605198,6.61500000000014,22.975552924317743,188.17576750064126,0.20482315897228176,158.96129278128228,0.3210034813038133
13.284000,104.682078,14.996115,31.877511,8.369196,743.336426,255.964235,610.760300,189.073374,437.307296,154.250199,4043.999373,947.843933,259.59005194176314,8.442504738047182,8.516673113276296,6.322842558005204,1.6407649277362968,0.6993394426155416,0.16632631676269047,0.07330902004812642,8.134893419992588,1.2573827787855512,1.0627200000000334,2.926477865921579,1.0666051984657383,6.642000000000141,23.31536716712875,189.44531501345838,0.20561492236397172,163.01830899107168,0.3256048650903129
13.338000,104.703403,14.980593,31.925409,8.460609,742.128579,257.165915,608.216872,191.613379,436.492866,154.971849,4036.102506,955.525233,260.81074270491973,8.535285304192731,8.560108779105969,6.347309117445288,1.6439057978775657,0.7055066554725637,0.16974867186316803,0.07467641350509839,8.19427838163971,1.2688692329204594,1.0670400000000337,2.939321209973616,1.0864470390596275,6.669000000000142,23.601369698076365,191.9895363619818,0.20640865240263417,163.83389354684482,0.3267593184198112
13.392000,104.724718,14.975001,31.984794,8.552448,741.722120,257.566191,604.390094,195.435497,435.664082,155.707415,4026.409017,965.001300,261.2172008994879,8.628502755078893,8.603583251294479,6.371764729129492,1.6470470630400087,0.711688355334959,0.17440858429733724,0.0760544731392335,8.253663457455335,1.2688692329204594,1.071360000000034,2.939321209973616,1.0963586876122102,6.696000000000143,23.88926582345697,195.81790637302205,0.20800049004774313,164.67077609285766,0.334858058295778
13.446000,104.739738,14.959460,32.030739,8.645226,740.542807,258.739299,603.752100,196.072315,433.980798,157.296531,4020.601169,970.658476,262.43528696947095,8.722670660665761,8.657969841759925,6.396210530311611,1.6564729012582067,0.7178936510403667,0.17558502524481773,0.07744495067962344,8.313049027365645,1.2823099294959115,1.0756800000000344,2.978093832813265,1.1162201251628514,6.723000000000144,24.121324401252906,196.45669736330296,0.20879753225979206,166.3540595932946,0.334858058295778
13.500000,104.751607,14.943781,32.082432,8.833742,740.555742,258.726365,601.833294,197.987580,432.295044,158.792350,4013.428459,977.609281,262.43528696947095,8.912606180895189,8.701501144351758,6.420649165730155,1.6690423261545144,0.7178936510403667,0.179125830971012,0.07886414775643105,8.372435271182983,1.2900033451632114,1.0800000000000347,2.9910287641463853,1.1362187289189305,6.750000000000145,24.413761615947486,198.37789661117202,0.21119062248307832,168.04098114427052,0.33602483154493584
13.554000,104.772894,14.928034,32.141819,9.119427,739.757648,259.524459,599.272947,200.544333,430.591717,160.208530,4004.110955,986.633067,263.2463120740779,9.199752767615617,8.73418065191551,6.445079131234756,1.6721848743597016,0.7178936510403667,0.18272029549726973,0.08032607157150723,8.43182196997776,1.2900033451632114,1.084320000000035,3.0039597550735895,1.1562864394794408,6.777000000000146,24.767158849601955,200.94063940797628,0.2135864073040038,169.74781743342996,0.33953435805305304
13.608000,104.791025,14.912161,32.197347,9.312164,739.365442,259.913545,597.347988,202.466862,428.005926,162.600093,3994.705143,995.741884,263.65149423994393,9.393981892329297,8.766886436702736,6.469497416317524,1.6784719676948365,0.7210128067303727,0.18514991970765712,0.08181812211804655,8.491209224919613,1.2938626231715642,1.0886400000000354,3.0169362469174077,1.1764788742480714,6.804000000000147,25.123859496079646,202.8679985191374,0.21598661681493936,172.3371262193343,0.3430517661847583
13.662000,104.809145,14.896170,32.250938,9.458501,738.177178,261.092428,596.060688,203.752943,426.274795,164.183368,3987.499869,1002.788513,264.8657715557416,9.54183775232543,8.821430863440312,6.493905536130875,1.6847603112714484,0.7303935607856538,0.1863685750285778,0.08333722988715554,8.55059721925768,1.2996593814839337,1.0929600000000357,3.042949587629923,1.1967899638432864,6.831000000000148,25.36404892720461,204.15609900752656,0.2167869395250823,174.07179612560125,0.34659077318926246
13.716000,104.824110,14.870008,32.302582,9.506743,736.977870,262.285446,595.415755,204.395427,424.538689,165.869698,3981.558048,1008.499352,266.0781146155092,9.591613594418915,8.865098329054248,6.5183046282631825,1.6941942339970468,0.7366836779686762,0.1888174774134862,0.08487029261763161,8.60998565787656,1.3074032649985168,1.097280000000036,3.0559850594589713,1.227271633507967,6.858000000000149,25.665698272931582,204.80183202397566,0.21758735712470995,175.81263582991912,0.3513244326420705
13.770000,104.839066,14.864134,32.352277,9.605227,736.196912,263.056934,593.468703,206.338788,423.670034,166.638324,3975.180276,1014.787544,266.88525791047493,9.691641955359596,8.930628742067219,6.542695641527627,1.703629503091405,0.7461539548881335,0.19250825102978814,0.0864147757443155,8.669374474926425,1.3170976277615238,1.1016000000000363,3.0821696855772514,1.2374660337238412,6.88500000000015,25.84780914361157,206.74888387408654,0.21758735712470995,176.68366362495726,0.353697454837289
13.824000,104.857158,14.858243,32.407780,9.704688,735.416839,263.837007,591.522363,208.281395,421.913559,168.293777,3967.017207,1022.859647,267.69156645226394,9.792664393398148,8.996200468775772,6.567078203478854,1.7099205655005127,0.7461539548881335,0.19624178442798842,0.08797616588663375,8.72876359721406,1.320983743690039,1.1059200000000367,3.1084056890645706,1.2476769712536406,6.912000000000151,26.03134649613175,208.69763072042608,0.21999418998645454,178.44608279391971,0.3596418138867438
13.878000,104.875237,14.852295,32.461332,9.906559,734.637728,264.612943,589.570644,210.229346,420.136462,169.867412,3958.822687,1031.034066,268.49701956533346,9.996125688614109,9.072755501262353,6.591450054979874,1.7162131191938264,0.7493296644071901,0.2000103237540428,0.08956648795328293,8.788153146394366,1.326821545033001,1.110240000000037,3.1347472074772877,1.2579451453675567,6.939000000000152,26.15500254139449,210.65095807334225,0.2216015873419032,180.22556640879955,0.3620284158142284
13.932000,104.887016,14.846333,32.510975,10.007120,734.235314,265.005826,587.616240,212.181207,419.240330,170.661371,3952.764309,1036.926106,268.89943316439985,10.098299329513464,9.127470661040595,6.615814977173993,1.7287990432269722,0.758860444995009,0.20255262374311464,0.0911794946048245,8.847542854851504,1.3365682774631045,1.1145600000000373,3.1347472074772877,1.2682272259652543,6.966000000000153,26.403056251643886,212.60777700836525,0.22401731715246545,181.12408736257748,0.36441688265857947
13.986000,104.905078,14.819766,32.560602,10.056689,732.667523,266.570427,586.964235,212.833212,417.437561,172.412941,3946.291603,1043.231072,270.50692723302853,10.149497740858585,9.182218364814904,6.64017108679129,1.7350932252482114,0.7620500065859507,0.20255262374311464,0.09280882484542088,8.906932916022608,1.3463310888072046,1.1188800000000376,3.174449952870456,1.2991142147703627,6.993000000000154,26.65254310546207,213.26139367485038,0.2256287000920641,182.9304503300109,0.36801141735334436
14.040000,104.929423,14.803458,32.616083,10.262662,731.878279,267.346871,583.026450,216.768408,416.533302,173.109584,3935.819729,1053.311272,271.3094192035455,10.357113775728441,9.204133319369765,6.664516501262277,1.7350932252482114,0.7748498140642955,0.20514205257312676,0.09445188709193533,8.966323278523356,1.350240223436042,1.123200000000038,3.1876983992269783,1.3197417085086545,7.020000000000155,27.093132224363984,217.19917833972912,0.2256287000920641,183.8383142585158,0.371616149452743
14.094000,104.947460,14.797477,32.665680,10.313763,731.517202,267.707948,581.054469,218.733831,413.758948,175.831173,3925.940845,1062.794363,271.7103477347298,10.409878957154893,9.226061392402551,6.688849905619225,1.7413898695801975,0.7748498140642955,0.21170024238604424,0.09611621814866901,9.025713854950324,1.3600337717947657,1.1275200000000383,3.2275494740877884,1.330042797471378,7.047000000000156,27.537853020383775,219.1711597488438,0.2256287000920641,186.61627449100828,0.3752226271077339
14.148000,104.965486,14.781057,32.725071,10.578722,731.156311,268.062415,579.082036,220.706264,410.974600,178.348871,3916.068480,1072.491891,272.11109338443623,10.676529467107517,9.280926625327055,6.713173761575335,1.747687514645847,0.7812747662770688,0.21170024238604424,0.09780700982794792,9.085105141438108,1.3600337717947657,1.1318400000000386,3.2674040143074596,1.3507832540991713,7.074000000000157,27.794555241900536,221.14521022517704,0.22724597443466282,189.40546631477733,0.3800661314393879
14.202000,104.983504,14.754141,32.776604,10.631071,730.782359,268.429928,577.766285,222.022015,407.238748,182.030658,3905.584706,1082.647547,272.51163631443524,10.73059409487696,9.313861800473372,6.737489396926067,1.7539855925364722,0.7877128726397679,0.21170024238604424,0.09952355891833976,9.14449681055903,1.367893021031725,1.136160000000039,3.2939954556973876,1.3820190749857129,7.101000000000158,28.182607998107667,222.46257913858398,0.22886405802370316,193.14618036545784,0.38492827616922004
14.256000,105.001508,14.747999,32.826157,10.684234,730.021900,269.183935,575.128000,224.656287,406.305335,182.909181,3897.666486,1090.234490,273.3120954601962,10.785483682973751,9.34683362720035,6.761793794371859,1.7602853994822356,0.7941647603324468,0.21571242563836268,0.1012496202932051,9.203889080119446,1.3777323449205632,1.1404800000000392,3.333995814576717,1.3924807150498952,7.128000000000159,28.573857830551802,225.10086375477664,0.22886405802370316,194.08326227420935,0.3885976542802036
14.310000,105.022652,14.741848,32.879635,10.958672,729.661961,269.543874,571.829747,227.949102,404.401358,184.536967,3886.923983,1100.872111,273.71204171403315,11.061675922981761,9.412810057759094,6.786088093847843,1.763435768694064,0.7941647603324468,0.2211516283423693,0.10300417497127133,9.263281512661719,1.3836466375478247,1.1448000000000396,3.374002868445617,1.4029517894959547,7.15500000000016,28.771715726047095,228.39992912848044,0.22967573143150594,195.9884633101356,0.3898208816914927
14.364000,105.043784,14.735673,32.933105,11.178510,729.262224,269.933898,567.866950,231.906372,403.433001,185.283688,3876.710429,1110.902203,274.1117788541691,11.283311160282503,9.467834705075598,6.81037097853158,1.7665867720715778,0.8038778169908293,0.22667782877781012,0.10480127822338291,9.322674075810028,1.3895689719949116,1.1491200000000399,3.374002868445617,1.41344669053024,7.182000000000161,29.03720215264491,232.36353865341735,0.23048877863572473,196.95927457419523,0.3922759133111074
14.418000,105.061753,14.708538,32.986565,11.343680,727.692287,271.500586,566.542109,233.229822,402.461080,186.088612,3870.564532,1116.862354,275.70856792735157,11.450307665365377,9.522886384287652,6.834643400104747,1.772889951883719,0.8071266097116535,0.22806926701008615,0.10662807684323011,9.382066814736861,1.3955013265162783,1.1534400000000402,3.4008548527610705,1.4449017910526971,7.209000000000162,29.305000361074754,233.69000845549013,0.23211700213156827,197.93488476482074,0.39596495875820364
14.472000,105.073409,14.691906,33.036054,11.565024,726.922035,272.264322,564.552193,235.219737,402.461080,185.865406,3865.804712,1121.200704,276.5056998423485,11.673513532179722,9.544917485857662,6.858907633701736,1.785498250837313,0.8136425846907261,0.22806926701008615,0.10848972779732319,9.441459587587955,1.4054056108968656,1.1577600000000405,3.427734758361236,1.4658539906950876,7.236000000000163,29.775501838926985,235.68236799354668,0.23456138010605657,197.93488476482074,0.39596495875820364
14.526000,105.091362,14.664849,33.085530,11.674644,725.343774,273.829487,562.554498,237.217433,402.463541,185.751444,3860.260040,1126.479325,278.09742976865704,11.785014940916474,9.588997105221848,6.883165007420586,1.7918028034402707,0.8267392106635465,0.22806926701008615,0.11037115493919554,9.500852340933724,1.4153223646614501,1.1620800000000409,3.441203844452622,1.4972306023230522,7.263000000000164,30.11263162933916,237.6808788679101,0.23537663949500048,197.93488476482074,0.3984255086581899
14.580000,105.106151,14.637797,33.138963,11.953877,724.959882,274.210093,561.218687,238.551817,399.476132,188.457705,3851.263979,1135.286361,278.4948309219919,12.06616318659304,9.644127738051157,6.9074128787548466,1.8012616314253929,0.8300250023971396,0.22949658427277914,0.11228653508532833,9.560245296762277,1.4212821540768372,1.1664000000000412,3.4547127585648623,1.5286029483589396,7.290000000000165,30.383787566315643,239.01913355465064,0.23782040029309073,200.92352539526505,0.3996575843348431
14.634000,105.130388,14.642117,33.192386,12.122986,723.440012,275.726654,559.206398,240.562670,397.479971,190.282808,3841.681938,1144.518148,280.082385210764,12.237221301528523,9.677231391081888,6.93164973965297,1.8012616314253929,0.8333337619527713,0.23093191119795814,0.11423522505850976,9.619638657881625,1.4272523527359924,1.1707200000000415,3.522397239055745,1.5286029483589396,7.317000000000166,30.794145399191308,241.03305287681843,0.23945106057773652,202.9234011277781,0.4033721697913825
14.688000,105.142001,14.635940,33.243806,12.292203,722.701910,276.461448,558.535496,241.232125,395.468971,192.122606,3835.550487,1150.297069,280.87491608753686,12.408423342058644,9.710345654698676,6.955878245974371,1.813877598705684,0.8366423187498069,0.23237931752600904,0.11622057829646996,9.679032095241766,1.4352265188884539,1.1750400000000418,3.576825692953553,1.539099789130438,7.344000000000167,31.206789531800336,241.70558734965692,0.24108351339726763,204.9368838527696,0.4058546376373791
14.742000,105.163066,14.608695,33.301203,12.463653,721.541944,277.614765,556.509000,243.255713,393.456383,193.961734,3826.316782,1159.255307,282.06217304952474,12.581882861805951,9.754517515274772,6.9800974557336355,1.8170318587251022,0.8432912732863972,0.23528625331039613,0.1182294478496848,9.738425870706486,1.4372227310563115,1.1793600000000422,3.6041165533701554,1.570665000422869,7.371000000000168,31.55342841243875,243.73208310278386,0.24108351339726763,206.95569802899718,0.412080869751633
14.796000,105.177812,14.591972,33.352596,12.636125,719.567437,279.585936,555.832028,243.929767,393.458876,193.784729,3823.037042,1162.338636,284.036679596199,12.756395310244697,9.80975470633122,7.0043081323187675,1.8264964928262921,0.8466273944572619,0.23820531311322338,0.12027040319306122,9.797819749595083,1.4452234070004044,1.1836800000000425,3.6041165533701554,1.5917077130747515,7.398000000000169,31.832076262257356,244.41231842645857,0.244346172925691,206.95569802899718,0.41457419527103206
14.850000,105.195702,14.596292,33.409986,12.867403,718.440331,280.709678,554.469021,245.291310,391.431548,195.578709,3815.092458,1169.923236,285.2188579537876,12.989743517733375,9.842904932498557,7.028509334392603,1.8328072282310275,0.8499913903768397,0.2396688868193124,0.12234037564909557,9.857213731393564,1.447227334498593,1.1880000000000428,3.6591886747775355,1.5917077130747515,7.42500000000017,32.25221120495995,245.77777392311214,0.2467953399564937,208.9880205509238,0.4195681100312072
14.904000,105.216735,14.579517,33.463363,13.100809,717.708544,281.441465,551.046211,248.711164,390.409257,196.365491,3805.441709,1179.211752,286.0059472317314,13.225252162884352,9.876087718339189,7.05269822819202,1.8359636637267598,0.8499913903768397,0.24262469611992493,0.12444273818461872,9.916607881436692,1.4532447307425658,1.1923200000000431,3.7144912575386715,1.6128026250396124,7.452000000000171,32.67462685057407,249.20140189872436,0.2476130009710237,210.01281381907438,0.42207047148159904
14.958000,105.237755,14.573302,33.520748,13.394271,716.136828,283.003006,548.986746,250.766119,389.380608,197.098534,3797.727239,1186.642561,287.5776630339363,13.520857922048744,9.920348622818437,7.076875767265062,1.83912072993128,0.8601656088271126,0.24713442896185975,0.12658724298851792,9.976002135118037,1.455254512339206,1.1966400000000434,3.7144912575386715,1.6233377725513658,7.479000000000172,33.02954792607212,251.26250348971195,0.24924998816365787,211.04521963931455,0.42582804298220556
15.012000,105.258764,14.546001,33.580142,13.748134,714.974197,284.158817,546.917606,252.832237,387.296715,198.826359,3788.279730,1195.803913,288.75421754006163,13.87692613248761,9.964632080484538,7.101041958082267,1.842278426485176,0.8669855431955695,0.2501560282031588,0.12879219526050328,10.03539650485766,1.455254512339206,1.2009600000000438,3.728414918370611,1.654959496648028,7.506000000000173,33.386988517830744,253.3324620275436,0.25006852461411466,213.1328801463546,0.4295954094025205
15.066000,105.276605,14.550321,33.633485,13.805863,713.841471,285.284706,545.535103,254.211694,385.207451,200.855662,3780.201047,1203.677285,289.9288902218493,13.936886570300976,10.020016797793653,7.12519908018886,1.8485941796948298,0.873823775679489,0.25320244140532233,0.13102354964179555,10.094791100483286,1.461306098195727,1.205280000000044,3.770360922998746,1.654959496648028,7.5330000000001744,33.67468438230934,254.7166031486559,0.251706429715934,215.22843667354508,0.43588766462712947
15.120000,105.294435,14.512311,33.684801,14.046407,712.668655,286.457522,544.841744,254.900478,382.059134,203.761172,3771.394484,1212.276177,291.1017062561994,14.179694817898314,10.075431835682103,7.149346381270909,1.8549110837305938,0.873823775679489,0.25777821461403505,0.1332883027238225,10.154186001352537,1.4693849310855718,1.2096000000000444,3.770360922998746,1.697289430584629,7.5600000000001755,33.96477147445758,255.41160101487966,0.25334456932704635,218.37801999055773,0.4371535392025559
15.174000,105.312254,14.495493,33.738128,14.227438,710.385057,288.741119,544.144936,255.594223,382.062931,203.574044,3767.692533,1215.601155,293.4416636804769,14.363024482603848,10.108691686139863,7.173483109281715,1.8612294596729015,0.873823775679489,0.2608411871123564,0.13558675629379094,10.213580975441168,1.4754525829215137,1.2139200000000447,3.826720814544867,1.7184266808027404,7.5870000000001765,34.4020036810406,256.10922763514446,0.2541632179767566,218.37801999055773,0.4409511167200625
15.228000,105.330062,14.489255,33.795497,14.409546,709.635047,289.487655,542.042909,257.693178,379.957054,205.495497,3758.536277,1224.547136,294.2199875998142,14.547449121267652,10.164143920029716,7.197610976117495,1.8675485827112754,0.8772978391162362,0.26391250547343714,0.1379035708459023,10.272976016960483,1.4774788504572614,1.218240000000045,3.85503456888488,1.7289853100192711,7.6140000000001775,34.69473172002495,258.2137097089277,0.25661893874543446,220.49023010860753,0.44728437079206257
15.282000,105.351020,14.482978,33.846778,14.469811,708.899971,290.212302,539.939432,259.796656,376.777681,208.612267,3747.268334,1235.856708,294.9975466673633,14.61005196479031,10.252928946430258,7.221728470484564,1.8707085649889654,0.8877274110380783,0.26391250547343714,0.1402411296518908,10.332371375101369,1.485593791306525,1.2225600000000454,3.897517353433141,1.7395819788167806,7.6410000000001785,34.76888739181704,260.3188265177755,0.2582584460762432,223.67469760930285,0.4523782005099931
15.336000,105.375125,14.455482,33.898044,14.782416,707.791974,291.320299,538.534386,261.200134,372.495261,212.579708,3734.771369,1248.052430,296.16236442609454,14.925031541306742,10.297352484116818,7.245833134037813,1.8707085649889654,0.8877274110380783,0.2654797156799039,0.14261556565805408,10.391766938629893,1.493723413871991,1.2268800000000457,3.954338043694745,1.771398014245477,7.66800000000018,35.14155366537261,261.7246918917478,0.25907830847450214,227.95711754597636,0.4523782005099931
15.390000,105.396056,14.417368,33.955403,15.163943,706.643255,292.458507,536.413379,263.319566,370.356559,214.334449,3725.128302,1257.391251,297.32533262631887,15.30899231546336,10.34180275199984,7.269926301317997,1.8738698990508127,0.8982380826618375,0.2670553998439024,0.1450492388547774,10.45116277263608,1.4957596723153241,1.231200000000046,3.9685878589151153,1.8138316631959053,7.695000000000181,35.51725053595951,263.84569925037306,0.25907830847450214,230.09838495874553,0.4549439664102909
15.444000,105.413814,14.411076,34.006645,15.291022,705.510725,293.587518,536.415835,263.313950,366.066647,218.494813,3715.424119,1266.788546,298.4864428728212,15.438539947783433,10.38628353124854,7.294008358366455,1.8801942900855293,0.9017567047256566,0.2702152251509027,0.14751844273446543,10.510558840758128,1.503914175065478,1.2355200000000464,3.997167989882606,1.8244438283404314,7.722000000000182,35.89561875661819,263.84569925037306,0.261534177478303,234.39216162930256,0.4588090483422287
15.498000,105.434723,14.383500,34.063999,15.683112,704.780548,294.317696,532.868349,266.861436,364.995363,219.171494,3705.447909,1276.453942,299.25952729924217,15.833143272560275,10.430782744115483,7.318079690495884,1.883357185966162,0.9017567047256566,0.2702152251509027,0.15003090989922963,10.569955100502614,1.5059561576455671,1.2398400000000467,4.040074998087682,1.8563397877335979,7.749000000000183,36.27793116591472,267.3956419577585,0.26399091814602554,235.4660310758041,0.46139426873465805
15.552000,105.452457,14.377196,34.115212,16.010719,704.051224,295.047019,530.029940,269.696613,363.911098,219.925573,3696.858742,1284.642115,300.03182615861317,16.163328739310952,10.464180311504853,7.342140873522026,1.889683896301743,0.9017567047256566,0.27344735478721977,0.15260943209229463,10.629351413879277,1.5141398884087864,1.244160000000047,4.083050325365414,1.8669638185947501,7.776000000000184,36.73932408980052,270.2365104104565,0.2664499701051863,236.55029585664565,0.46139426873465805
15.606000,105.460692,14.349660,34.168463,16.206966,703.679711,295.414987,528.608336,271.113354,362.820384,220.817431,3691.461113,1289.547957,300.4176778303892,16.362184894523335,10.48645321795229,7.3661945700890765,1.9055028202491733,0.9053017271103783,0.27831039431792215,0.15521849418300634,10.688747778963453,1.5202850096367047,1.2484800000000473,4.097389065523973,1.8988202184137444,7.803000000000185,37.28038314124821,271.65893483809,0.26727067470982646,237.64489656190415,0.465280874648399
15.660000,105.484737,14.332778,34.217602,16.336801,702.167135,296.924005,525.040048,274.678345,362.822975,220.682371,3682.835614,1297.945376,301.959014245452,16.494653924960456,10.54214583052619,7.390240025057862,1.9055028202491733,0.9088602375206336,0.2816065641229312,0.15785337155865825,10.748144141242683,1.5305426334924304,1.2528000000000477,4.1261489159721965,1.9200223395234113,7.830000000000186,37.59115588258748,275.22886219781446,0.2689106744841836,237.64489656190415,0.4678720462346116
15.714000,105.502442,14.315902,34.272888,16.799796,701.027748,298.052675,523.609216,276.107529,360.591417,222.448242,3674.387152,1305.985372,303.1128456760225,16.96034163465843,10.57557946893403,7.414274207201826,1.9118325305953208,0.919577070195862,0.2832546292683551,0.16054523628991996,10.807540569028012,1.5346529781563365,1.257120000000048,4.140593498323731,1.9412178209040263,7.857000000000187,38.06005550633351,276.66133561451403,0.2705520853998133,239.87645522344005,0.4678720462346116
15.768000,105.523301,14.309617,34.328168,17.133196,699.521169,299.552101,522.170477,277.541290,358.361093,224.342417,3665.562366,1314.578603,304.64841133590755,17.296489656274733,10.631330107662405,7.438298641574789,1.914997683941224,0.9267302914788568,0.2882331580716141,0.1632931932746728,10.866937146044554,1.5387691649832853,1.2614400000000483,4.169580211513147,1.9518234001770143,7.884000000000188,38.37436152735737,278.1008956075408,0.27137235654147246,242.1093807863014,0.4704737856731144
15.822000,105.544147,14.282099,34.381380,17.470731,698.769135,300.289743,520.730131,278.979966,353.878397,228.484769,3653.002898,1326.904301,305.4149719856556,17.636834690176908,10.687121243549702,7.4623106756241055,1.9181639432754978,0.9411223351585765,0.2899027250752761,0.1661039957500889,10.926333904786997,1.5449538039170467,1.2657600000000486,4.184106663764588,1.983661480124369,7.911000000000189,38.69092236115441,279.54124090704187,0.27137235654147246,246.59338486225377,0.47178163741707696
15.876000,105.555486,14.275807,34.434582,17.743277,698.429725,300.629153,518.566538,281.138516,352.759235,229.328529,3646.079360,1333.409393,305.7979639265741,17.91223623003434,10.720603156841925,7.486315824516727,1.9308295511651505,0.9411223351585765,0.294945963201064,0.16895883945550524,10.985730787866146,1.5511484164538836,1.270080000000049,4.227688498987996,1.9942732852318659,7.93800000000019,39.16985013749608,281.70647437756537,0.27301285471436926,247.71516523745467,0.47440030475974143
15.930000,105.566820,14.227111,34.481575,17.878988,698.061459,300.993811,517.846045,281.857322,349.367864,232.581306,3637.535552,1341.806221,306.1807678073866,18.050829726200853,10.787586997044295,7.510315801546883,1.9434961195586726,0.9447298849956856,0.29663279429442185,0.17184174766518476,11.045127721142782,1.5635529053681083,1.2744000000000493,4.242227039650535,2.0472885814416903,7.965000000000191,39.41081395140984,282.4277886237507,0.2738340072824484,251.10784506924446,0.47570956287587113
