Time (s),Growth_Factor (mM),PP2A (mM),MKP (mM),ERK_Nuclear (mM),Raf_inactive (mM),Raf_active (mM),MEK_inactive (mM),MEK_PP (mM),ERK_inactive (mM),ERK_PP (mM),ATP (mM),ADP (mM),Raf_Activation (firings),ERK_Nuclear_Import (firings),ATP_Regeneration (firings),Growth_Factor_Source (firings),Growth_Factor_Degradation (firings),Raf_Degradation (firings),MEK_Degradation (firings),ERK_Nuclear_Degradation (firings),MKP_Synthesis (firings),MKP_Degradation (firings),PP2A_Synthesis (firings),Raf_Deactivation (firings),PP2A_Degradation (firings),ADP_Source (firings),ADP_Sink (firings),MEK_Phosphorylation (firings),MEK_Dephosphorylation (firings),ERK_Phosphorylation (firings),ERK_Dephosphorylation (firings)
0.540000,100.218331,15.030950,25.001498,0.000025,986.457303,13.541439,799.721845,0.278142,599.986500,0.013475,4985.897629,14.379787,13.548878129382091,2.4956566945178985e-05,0.029910482751577466,0.2693978576068138,0.05106655590109692,0.0012579458894275055,1.3097353600070648e-05,1.1038549819777702e-08,0.0540000000000102,0.052502356537017396,0.043200000000000065,0.006181258161791377,0.012249767226123752,0.2700000000000002,0.022494732739205762,0.2781985173682066,4.3743992231515014e-05,0.013503198010016856,2.9463830363958792e-06
0.594000,100.236188,15.033106,25.002397,0.000045,985.919125,14.079280,799.686660,0.313325,599.980965,0.018990,4985.287266,15.023815,14.087056690561306,4.5170981655528664e-05,0.039202288765986394,0.296275492051516,0.06008736863167013,0.0015958546816388294,1.4977316409846888e-05,1.6799633133343547e-08,0.059400000000039456,0.05700268009342662,0.047520000000000076,0.006181258161791377,0.014414350562953824,0.2970000000000002,0.025121334774264027,0.3134013273067149,6.109499040814136e-05,0.019038712015989185,3.6912313103860723e-06
0.648000,100.254036,15.037426,25.001797,0.000068,984.307907,15.689951,799.605104,0.394879,599.979499,0.020432,4983.515056,16.824849,15.699848641496942,6.838813834516346e-05,0.04586854868956709,0.32314529027107364,0.06910889237724957,0.0021414069186065734,1.685726793984627e-05,2.63772431830955e-08,0.06480000000008826,0.06300339937898487,0.05184000000000009,0.007756093991520625,0.014414350562953824,0.32400000000000023,0.02996407163569253,0.3949772074497405,8.145889604321949e-05,0.02050481616147988,4.094374276282774e-06
0.702000,100.280893,15.040302,25.002696,0.000084,984.309482,15.688000,799.482760,0.517217,599.965361,0.034554,4983.245562,17.117678,15.699848641496942,8.416087213184669e-05,0.04936363617129862,0.3500016644418376,0.06910889237724957,0.0025179351406152167,2.306398449829132e-05,3.8680804378275416e-08,0.07020000000028354,0.06750392073797401,0.0561600000000001,0.00933086787978544,0.01585800093796522,0.35100000000000026,0.037122956514086876,0.5173313863584168,9.173614564837367e-05,0.03464491772194185,6.268179319502061e-06
0.756000,100.304727,15.043900,25.005095,0.000117,983.238232,16.759049,799.352078,0.647891,599.956677,0.043206,4981.905968,18.495026,16.773622752123448,0.00011682318036470237,0.06232315020154576,0.3768448030376425,0.07211749814382787,0.0027190461407913236,3.0054548071012376e-05,5.503244416682475e-08,0.07560000000093996,0.07050451425345962,0.06048000000000011,0.01185480230725073,0.016580073673920403,0.3780000000000003,0.039328712447009764,0.6480338260744432,0.00011229163245016835,0.043332229581445496,9.378190366409772e-06
0.810000,100.325539,15.048220,25.007495,0.000172,981.632373,18.364688,799.262207,0.737754,599.949993,0.049835,4980.114083,20.319146,18.382140847563196,0.00017252646377660975,0.07215494593438851,0.40367579662687253,0.07813631761736747,0.0029394361067681656,3.835173561739338e-05,7.921176219667933e-08,0.08100000000251933,0.07350532369340564,0.0648000000000001,0.01451339821798575,0.016580073673920403,0.4050000000000003,0.04392639032373891,0.7379458873120502,0.00015337767529706494,0.05001981543000555,1.2334717163695369e-05
0.864000,100.349347,15.052540,25.009894,0.000238,980.027429,19.968926,799.164005,0.835947,599.938970,0.060792,4978.302231,22.166707,19.988060736900024,0.00023781309231969455,0.08477513133848696,0.43049411022129147,0.08114662020544519,0.003645493980840964,4.777730567005335e-05,1.1457673226547713e-07,0.08640000000596702,0.07650649302326208,0.06912000000000004,0.01548927514137088,0.016580073673920403,0.43200000000000033,0.047837060291147204,0.8361961450664304,0.0002009567426849754,0.06104564701919035,1.6052016834732283e-05
0.918000,100.367122,15.055415,25.009291,0.000238,978.424103,21.572005,799.002775,0.997154,599.938977,0.060785,4976.385604,24.112644,21.591386014415765,0.00023781309231969455,0.09400592427002678,0.4573008350925817,0.09017930962156932,0.003891537848235225,7.105341136941115e-05,1.530811193915973e-07,0.09180000001057578,0.08250861526204677,0.07343999999999999,0.01548927514137088,0.018025336262480908,0.45900000000000035,0.054757547606394556,0.9974622796744763,0.0002370907706019247,0.06104564701919035,2.2505492565660435e-05
0.972000,100.390906,15.059012,25.011690,0.000340,977.356655,22.638658,798.774393,1.225516,599.928317,0.071343,4974.851968,25.679320,22.658834404637364,0.0003397616538093238,0.10600187245467345,0.48409651933406195,0.09319094852904612,0.004687336415442015,9.03560293528971e-05,1.9879698926402813e-07,0.09720000001749474,0.08550978419260774,0.07775999999999994,0.01548927514137088,0.018748111366342322,0.4860000000000004,0.06071339621976602,1.2258917321883582,0.0002851597515101612,0.07170797426907351,2.531126074233475e-05
1.026000,100.411667,15.060440,25.008086,0.000386,975.758832,24.236202,798.711429,1.288466,599.910823,0.088791,4973.104753,27.460009,24.25784796496559,0.00038600040151005817,0.11877128045303993,0.5108815313786242,0.09921466968904959,0.004965399834832124,0.00010506203562028243,2.5837984588198934e-07,0.10260000003127727,0.0945135780714839,0.08207999999999989,0.016680075097989862,0.021639717298849746,0.5130000000000003,0.0670090550914704,1.2888806708767802,0.00030919490497915747,0.08920426945385355,2.6947016297717683e-05
1.080000,100.435426,15.063314,25.010485,0.000443,974.694244,25.300487,798.459534,1.540325,599.897598,0.101959,4971.517700,29.071872,25.322435598304533,0.0004428813185438473,0.12667460615127926,0.537653709228639,0.10222737669876691,0.0052690093163125845,0.0001401411040857603,3.2700892509071403e-07,0.10800000006056851,0.09751485440436994,0.08639999999999984,0.016680075097989862,0.023085646144540305,0.5400000000000004,0.07710262800450851,1.5408300537983137,0.0003644727572564083,0.10243952079306808,3.715766847551444e-05
