Time (s),Growth_Factor (mM),PP2A (mM),MKP (mM),ERK_Nuclear (mM),Phase_Rest (mM),Phase_Pulse (mM),Phase_Recovery (mM),Raf_inactive (mM),Raf_active (mM),MEK_inactive (mM),MEK_PP (mM),ERK_inactive (mM),ERK_PP (mM),ATP (mM),ADP (mM),Raf_Activation (firings),ERK_Nuclear_Import (firings),ATP_Regeneration (firings),Growth_Factor_Source (firings),Growth_Factor_Degradation (firings),Raf_Degradation (firings),MEK_Degradation (firings),ERK_Nuclear_Degradation (firings),MKP_Synthesis (firings),MKP_Degradation (firings),PP2A_Synthesis (firings),Raf_Deactivation (firings),PP2A_Degradation (firings),ADP_Source (firings),ADP_Sink (firings),Start_Pulse (firings),End_Pulse (firings),GF_MKP_Feedforward (firings),MEK_Phosphorylation (firings),MEK_Dephosphorylation (firings),ERK_Phosphorylation (firings),ERK_Dephosphorylation (firings)
0.540000,0.000053,20.115091,0.026985,0.000000,1.000000,0.000000,0.000000,999.999798,0.000202,799.999998,0.000002,600.000000,0.000000,5000.000233,0.269722,0.0009110234037191869,2.2260858082931358e-11,0.00043955421983010083,5.400000269999996e-05,1.341076243053808e-06,1.1331135702630816e-08,6.880548143173146e-12,1.3499999999999998e-13,0.027000000000000017,1.530330793873387e-05,0.16199999999999995,7.425913770970588e-08,0.04690880238212125,0.2700000000000001,0.0004841148994785287,0,0,0.0,2.0553335645040166e-06,2.0221824730722928e-10,1.2719712285393565e-08,2.8714820897092798e-21
0.594000,0.000058,20.127670,0.029685,0.000000,1.000000,0.000000,0.000000,999.999743,0.000257,799.999997,0.000003,600.000000,0.000000,5000.000177,0.296628,0.0011560871889814573,6.789366518836703e-11,0.00043955421983010083,5.940000296999995e-05,1.341076243053808e-06,2.057678739221659e-08,6.880548143173146e-12,1.512e-13,0.02970000000000002,1.530330793873387e-05,0.17819999999999991,7.425913770970588e-08,0.05053049079769248,0.2970000000000001,0.0006346191577433051,0,0,0.0,3.00243839399212e-06,4.0593533303462176e-10,2.5364749843427984e-08,2.8714820897092798e-21
0.648000,0.000062,20.136623,0.032385,0.000000,1.000000,0.000000,0.000000,999.999683,0.000317,799.999996,0.000004,600.000000,0.000000,5000.000220,0.323580,0.001428702065412,1.1340751585568287e-10,0.0005460254632300521,6.480000323999996e-05,2.418536925758839e-06,2.057678739221659e-08,6.880548143173146e-12,1.681152578562069e-13,0.03240000000000002,1.530330793873387e-05,0.19439999999999988,7.425913770970588e-08,0.05777677168451323,0.3240000000000001,0.0007462672298182704,0,0,0.0,4.204377923112981e-06,6.912491051247148e-10,2.5364749843427984e-08,9.476575702659526e-21
0.702000,0.000068,20.149199,0.035082,0.000000,1.000000,0.000000,0.000000,999.999683,0.000317,799.999994,0.000006,600.000000,0.000000,5000.000456,0.350523,0.001428702065412,1.1340751585568287e-10,0.0007846681853390203,7.020000350999997e-05,2.418536925758839e-06,2.057678739221659e-08,6.880548143173146e-12,1.8645905015260952e-13,0.03510000000000001,1.8217930641019385e-05,0.21059999999999984,7.425913770970588e-08,0.06140136386561003,0.35100000000000015,0.0008061321075228515,0,0,0.0,5.689850057913002e-06,1.463529935464774e-09,4.932678989544103e-08,3.8795338221107806e-20
0.756000,0.000073,20.165399,0.037778,0.000000,1.000000,0.000000,0.000000,999.999542,0.000458,799.999993,0.000007,600.000000,0.000000,5000.000567,0.377600,0.002063030570544548,1.1340751585568287e-10,0.0010394071915010691,7.560000377999999e-05,2.418536925758839e-06,4.850354491133852e-08,6.880548143173146e-12,2.0479987091512871e-13,0.03780000000000001,2.1537291027261694e-05,0.2267999999999998,7.425913770970588e-08,0.06140136386561003,0.37800000000000017,0.0008724921262737681,0,0,0.0,7.175322194157017e-06,1.9505327302600274e-09,4.932678989544103e-08,8.569672521841388e-20
0.810000,0.000077,20.181599,0.040471,0.000000,1.000000,0.000000,0.000000,999.999542,0.000458,799.999993,0.000007,600.000000,0.000000,5000.000847,0.404533,0.002063030570544548,1.1340751585568287e-10,0.0013198538116828255,8.100000405e-05,3.800603332375179e-06,4.850354491133852e-08,1.3600111419898818e-10,2.23137720625127e-13,0.0405,2.8580101019328845e-05,0.24299999999999977,2.298453118797716e-07,0.06140136386561003,0.4050000000000002,0.0009404602002213095,0,0,0.0,7.175322194157017e-06,1.9505327302600274e-09,7.954221113560816e-08,1.1563640114978393e-19
0.864000,0.000083,20.194164,0.043168,0.000000,1.000000,0.000000,0.000000,999.999542,0.000458,799.999991,0.000009,600.000000,0.000000,5000.001139,0.431462,0.002063030570544548,1.1340751585568287e-10,0.001616345466381913,8.640000432000002e-05,3.800603332375179e-06,6.49978556797807e-08,1.3600111419898818e-10,2.414725997638889e-13,0.043199999999999995,3.23845288102371e-05,0.25919999999999976,3.0763000222416676e-07,0.06503599562011424,0.4320000000000002,0.0010148960725478039,0,0,0.0,9.319227143237062e-06,1.9505327302600274e-09,1.3997196607124488e-07,3.258616424043422e-19
0.918000,0.000087,20.206727,0.045864,0.000000,1.000000,0.000000,0.000000,999.999542,0.000458,799.999991,0.000009,600.000000,0.000000,5000.001139,0.458225,0.002063030570544548,2.392802185552399e-10,0.001616345466381913,9.180000459000003e-05,5.287392550152426e-06,6.49978556797807e-08,3.036982550520662e-10,2.8019478553536635e-13,0.04589999999999999,3.635061420264418e-05,0.2753999999999998,3.0763000222416676e-07,0.06867288914090262,0.45900000000000024,0.0012527036105894017,0,0,0.0,9.319227143237062e-06,2.5833169518607945e-09,1.79214667175367e-07,5.443489807249798e-19
0.972000,0.000092,20.219288,0.048564,0.000000,1.000000,0.000000,0.000000,999.999542,0.000458,799.999991,0.000009,600.000000,0.000000,5000.001139,0.484973,0.002063030570544548,5.96608740273152e-10,0.001616345466381913,9.720000486000005e-05,5.287392550152426e-06,8.14887724041828e-08,4.713923773566088e-10,3.6619840145247713e-13,0.048599999999999983,3.635061420264418e-05,0.29159999999999986,3.0763000222416676e-07,0.07231204402085728,0.48600000000000027,0.0015049601738054076,0,0,0.0,9.319227143237062e-06,2.5833169518607945e-09,2.1845666190877294e-07,8.801743671292849e-19
1.026000,0.000097,20.235488,0.051259,0.000000,1.000000,0.000000,0.000000,999.999542,0.000458,799.999984,0.000016,600.000000,0.000000,5000.001480,0.511897,0.002063030570544548,7.92682788123684e-10,0.0019702313356665473,0.00010260000513000006,5.287392550152426e-06,9.797909545558285e-08,7.548347779988376e-10,4.733724759837517e-13,0.05129999999999998,4.080234264736594e-05,0.3077999999999999,3.0763000222416676e-07,0.07231204402085728,0.5130000000000002,0.0015938767797529251,0,0,0.0,1.5750633283021787e-05,3.361854965050349e-09,2.1845666190877294e-07,1.242091896222978e-18
1.080000,0.000101,20.248046,0.053959,0.000000,1.000000,0.000000,0.000000,999.999542,0.000458,799.999984,0.000016,600.000000,0.000000,5000.002039,0.538897,0.002063030570544548,1.5587684919352965e-09,0.0025298839264293223,0.00010800000540000008,7.103819579829684e-06,1.1446882485535304e-07,7.548347779988376e-10,6.844625790443027e-13,0.05399999999999997,4.080234264736594e-05,0.32399999999999995,3.0763000222416676e-07,0.07595443185293355,0.5400000000000003,0.0015938767797529251,0,0,0.0,1.5750633283021787e-05,4.4318125763041865e-09,2.8478364383289816e-07,1.242091896222978e-18
