Time (s),ATP_pool (mM),Spo0A (mM),Spo0A_P (mM),RapA (mM),SigmaH (mM),Septum (mM),SigmaF (mM),SigmaE (mM),SigmaG (mM),SigmaK (mM),Forespore (mM),GTP_pool (mM),Mother_cell (mM),Cortex (mM),Inner_coat (mM),Outer_coat (mM),Mature_spore (mM),ADP_pool (mM),GDP_pool (mM),Nutrients (mM),Cell_density (mM),KinA_kinase (mM),KinA_P (mM),Spo0F (mM),Spo0F_P (mM),Spo0B (mM),T_KinA_activation (firings),T_sigmaE_feedback (firings),T_sigmaG_transcription (firings),T_sigmaK_transcription (firings),T_forespore_formation (firings),T_mother_cell_formation (firings),T_cortex_synthesis (firings),T_inner_coat_synthesis (firings),T_outer_coat_synthesis (firings),T_spore_maturation (firings),Source_nutrient_depletion (firings),T_Spo0F_phosphorylation (firings),Source_ATP_regen (firings),Source_GTP_regen (firings),Source_cell_density (firings),T_Spo0F_dephosphorylation (firings),T_Spo0A_phosphorylation (firings),T_Spo0A_dephosphorylation (firings),T_sigmaH_transcription (firings),T_septation (firings),T_sigmaF_activation (firings),T_sigmaE_activation (firings)
0.594000,4.778674,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,2.909014,0.001000,0.000594,0.000594,0.000594,0.001000,0.221920,0.091580,100.000000,1.594000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,0,0,0,1,0.5940000000000004,0.5940000000000004,0.5940000000000004,1,0.5940000000000004,0,0.5940000000000004,0.5940000000000004,0.5940000000000004,0,0,0,1,1,0,0
0.648000,4.749008,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.001000,0.000000,0.000000,2.905288,0.001000,0.000648,0.000648,0.000648,0.001000,0.251640,0.095360,100.000000,1.648000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,1,0,0,1,0.6480000000000005,0.6480000000000005,0.6480000000000005,1,0.6480000000000005,0,0.6480000000000005,0.6480000000000005,0.6480000000000005,0,0,0,1,1,0,0
0.702000,4.719342,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.901562,0.001000,0.000702,0.000702,0.000702,0.001000,0.281360,0.099140,100.000000,1.702000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,0.7020000000000005,0.7020000000000005,0.7020000000000005,1,0.7020000000000005,0,0.7020000000000005,0.7020000000000005,0.7020000000000005,0,0,0,1,1,0,0
0.756000,4.709676,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.897836,0.001000,0.000756,0.000756,0.000756,0.001000,0.291080,0.102920,100.000000,1.756000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,0.7560000000000006,0.7560000000000006,0.7560000000000006,1,0.7560000000000006,0,0.7560000000000006,0.7560000000000006,0.7560000000000006,0,0,0,1,1,0,0
0.810000,4.700010,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.894110,0.001000,0.000810,0.000810,0.000810,0.001000,0.300800,0.106700,100.000000,1.810000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,0.8100000000000006,0.8100000000000006,0.8100000000000006,1,0.8100000000000006,0,0.8100000000000006,0.8100000000000006,0.8100000000000006,0,0,0,1,1,0,0
0.864000,4.690344,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.890384,0.001000,0.000864,0.000864,0.000864,0.001000,0.310520,0.110480,100.000000,1.864000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,0.8640000000000007,0.8640000000000007,0.8640000000000007,1,0.8640000000000007,0,0.8640000000000007,0.8640000000000007,0.8640000000000007,0,0,0,1,1,0,0
0.918000,4.680678,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.886658,0.001000,0.000918,0.000918,0.000918,0.001000,0.320240,0.114260,100.000000,1.918000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,0.9180000000000007,0.9180000000000007,0.9180000000000007,1,0.9180000000000007,0,0.9180000000000007,0.9180000000000007,0.9180000000000007,0,0,0,1,1,0,0
0.972000,4.671012,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.882932,0.001000,0.000972,0.000972,0.000972,0.001000,0.329960,0.118040,100.000000,1.972000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,0.9720000000000008,0.9720000000000008,0.9720000000000008,1,0.9720000000000008,0,0.9720000000000008,0.9720000000000008,0.9720000000000008,0,0,0,1,1,0,0
1.026000,4.661346,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.879206,0.001000,0.001026,0.001026,0.001026,0.001000,0.339680,0.121820,100.000000,2.026000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,1.0260000000000007,1.0260000000000007,1.0260000000000007,1,1.0260000000000007,0,1.0260000000000007,1.0260000000000007,1.0260000000000007,0,0,0,1,1,0,0
1.080000,4.651680,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.875480,0.001000,0.001080,0.001080,0.001080,0.001000,0.349400,0.125600,100.000000,2.080000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,1.0800000000000007,1.0800000000000007,1.0800000000000007,1,1.0800000000000007,0,1.0800000000000007,1.0800000000000007,1.0800000000000007,0,0,0,1,1,0,0
