Time (s),CI_Gene (mM),Energy_ATP (mM),RecA_Inactive (mM),RecA_Active (mM),DNA_Damage (mM),CII_Gene (mM),CI_mRNA (mM),CII_mRNA (mM),CII_Protein (mM),cAMP (mM),ppGpp (mM),Metabolic_Health (mM),DnaA (mM),FtsZ (mM),Cell_Cycle_Phase (mM),CIII_Protein (mM),CI_Cleaved (mM),CI_Intact (mM),Cro_Gene (mM),Cro_mRNA (mM),Cro_Protein (mM),CI_Dimer (mM),Cro_Dimer (mM),CI_Transcription (firings),Cro_Protein_Decay (firings),CI_Dimer_Decay (firings),CI_Translation (firings),Cro_Dimer_Decay (firings),DNA_Damage_UV (firings),RecA_Activation (firings),RecA_Deactivation (firings),DNA_Repair (firings),RecA_CI_Cleavage (firings),CII_Transcription (firings),CI_Dimerization (firings),CII_Translation (firings),CII_Degradation (firings),T33 (firings),FtsZ_Production (firings),CIII_Synthesis (firings),T37 (firings),T38 (firings),T39 (firings),CI_mRNA_Decay (firings),cAMP_Production (firings),ppGpp_Production (firings),Metabolic_Health_Update (firings),Metabolic_Health_Decay (firings),DnaA_Production (firings),FtsZ_Decay (firings),Cell_Cycle_Phase_Update (firings),Cell_Cycle_Phase_Decay (firings),ATP_Production (firings),ATP_Consumption (firings),CI_Protein_Decay (firings),Cro_Transcription (firings),Cro_Translation (firings),Cro_Dimerization (firings),Cro_mRNA_Decay (firings)
0.000000,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.500000,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.501200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1.001200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1.002200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1.502200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1.503200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2.003200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2.004200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2.504200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2.505200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3.005200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3.006200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3.506200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3.507200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4.007200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4.008200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4.508200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4.509200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
5.009200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
5.010200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
5.510200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
5.511200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6.011200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6.012200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6.512200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6.513200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
7.013200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
7.014200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
7.514200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
7.515200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8.015200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8.016200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8.516200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8.517200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
9.017200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
9.018200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
9.518200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
9.519200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
10.019200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
10.020200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
10.520200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
10.521200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
11.021200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
11.022200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
11.522200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
11.523200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
12.023200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
12.024200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
12.524200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
12.525200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13.025200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13.026200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13.526200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
13.527200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
14.027200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
14.028200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
14.528200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
14.529200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
15.029200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
15.030200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
15.530200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
15.531200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16.031200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16.032200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16.532200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16.533200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
17.033200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
17.034200,1.000000,60.000000,100.000000,0.000000,0.000000,1.000000,0.500000,0.000000,0.000000,10.000000,5.000000,2.000000,8.000000,2.000000,4.000000,10.000000,0.000000,1.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
