Time (s),CI_Gene (mM),Energy_ATP (mM),RecA_Inactive (mM),RecA_Active (mM),DNA_Damage (mM),CII_Gene (mM),CI_mRNA (mM),CII_mRNA (mM),CII_Protein (mM),cAMP (mM),ppGpp (mM),Metabolic_Health (mM),DnaA (mM),FtsZ (mM),Cell_Cycle_Phase (mM),CIII_Protein (mM),CI_Cleaved (mM),CI_Intact (mM),Cro_Gene (mM),Cro_mRNA (mM),Cro_Protein (mM),CI_Dimer (mM),Cro_Dimer (mM),CI_Transcription (firings),Cro_Protein_Decay (firings),CI_Dimer_Decay (firings),CI_Translation (firings),Cro_Dimer_Decay (firings),DNA_Damage_UV (firings),RecA_Activation (firings),RecA_Deactivation (firings),DNA_Repair (firings),RecA_CI_Cleavage (firings),CII_Transcription (firings),CI_Dimerization (firings),CII_Translation (firings),CII_Degradation (firings),T33 (firings),FtsZ_Production (firings),CIII_Synthesis (firings),T37 (firings),T38 (firings),T39 (firings),CI_mRNA_Decay (firings),cAMP_Production (firings),ppGpp_Production (firings),Metabolic_Health_Update (firings),Metabolic_Health_Decay (firings),DnaA_Production (firings),FtsZ_Decay (firings),Cell_Cycle_Phase_Update (firings),Cell_Cycle_Phase_Decay (firings),ATP_Production (firings),ATP_Consumption (firings),CI_Protein_Decay (firings),Cro_Transcription (firings),Cro_Translation (firings),Cro_Dimerization (firings),Cro_mRNA_Decay (firings)
1204.060050,1.000000,30.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,8.000000,1.000000,0.500000,1.000000,38.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,78,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,90,94,0,6,6,14,0
1204.060988,1.000000,30.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,8.000000,1.000000,0.500000,1.000000,38.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,78,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,90,94,0,6,6,14,0
1204.560988,1.000000,30.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,8.000000,1.000000,0.500000,1.000000,38.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,78,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,90,94,0,6,6,14,0
1204.561925,1.000000,30.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,8.000000,1.000000,0.500000,1.000000,38.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,78,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,90,94,0,6,6,14,0
1205.061925,1.000000,30.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,8.000000,1.000000,0.500000,1.000000,38.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,78,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,90,94,0,6,6,14,0
1205.062863,1.000000,30.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,8.000000,1.000000,0.500000,1.000000,38.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,78,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,90,94,0,6,6,14,0
1205.562863,1.000000,30.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,8.000000,1.000000,0.500000,1.000000,38.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,78,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,90,94,0,6,6,14,0
1205.563800,1.000000,30.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,8.000000,1.000000,0.500000,1.000000,38.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,78,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,90,94,0,6,6,14,0
1206.063800,1.000000,30.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,8.000000,1.000000,0.500000,1.000000,38.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,78,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,90,94,0,6,6,14,0
1206.064738,1.000000,30.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,8.000000,1.000000,0.500000,1.000000,38.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,78,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,90,94,0,6,6,14,0
1206.564738,1.000000,30.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,8.000000,1.000000,0.500000,1.000000,38.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,78,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,90,94,0,6,6,14,0
1206.565675,1.000000,30.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,90,94,0,6,6,14,0
1207.065675,1.000000,30.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,90,94,0,6,6,14,0
1207.067175,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1207.567175,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1207.568675,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1208.068675,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1208.070175,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1208.570175,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1208.571675,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1209.071675,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1209.073175,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1209.573175,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1209.574675,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1210.074675,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1210.076175,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1210.576175,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1210.577675,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1211.077675,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1211.079175,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1211.579175,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1211.580675,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1212.080675,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1212.082175,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1212.582175,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,92,94,0,6,6,14,0
1212.583675,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,94,0,6,6,14,0
1213.083675,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,94,0,6,6,14,0
1213.084875,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,94,0,6,6,14,0
1213.584875,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,94,0,6,6,14,0
1213.586075,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,94,0,6,6,14,0
1214.086075,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,94,0,6,6,14,0
1214.087275,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,94,0,6,6,14,0
1214.587275,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,94,0,6,6,14,0
1214.588475,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,94,0,6,6,14,0
1215.088475,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,94,0,6,6,14,0
1215.089675,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,96,0,6,6,14,0
1215.589675,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,96,0,6,6,14,0
1215.591175,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,96,0,6,6,14,0
1216.091175,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,96,0,6,6,14,0
1216.092675,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,96,0,6,6,14,0
1216.592675,1.000000,40.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,94,96,0,6,6,14,0
1216.594175,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1217.094175,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1217.095375,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1217.595375,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1217.596575,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1218.096575,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1218.097775,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1218.597775,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,6.000000,1.000000,0.500000,1.000000,39.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,80,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1218.598975,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,4.000000,1.000000,0.500000,1.000000,40.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,82,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1219.098975,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,4.000000,1.000000,0.500000,1.000000,40.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,82,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1219.100175,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,4.000000,1.000000,0.500000,1.000000,40.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,82,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1219.600175,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,4.000000,1.000000,0.500000,1.000000,40.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,82,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1219.601375,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,4.000000,1.000000,0.500000,1.000000,40.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,82,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1220.101375,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,4.000000,1.000000,0.500000,1.000000,40.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,82,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1220.102575,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,4.000000,1.000000,0.500000,1.000000,40.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,82,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1220.602575,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,4.000000,1.000000,0.500000,1.000000,40.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,82,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
1220.603775,1.000000,50.000000,100.000000,0.000000,0.000000,1.000000,2.500000,1.000000,6.000000,14.000000,5.000000,4.000000,9.000000,3.000000,13.000000,17.000000,0.000000,4.000000,1.000000,0.500000,1.000000,40.000000,7.000000,38,0,2,34,0,0,0,0,0,0,16,82,14,2,0,2,14,0,0,0,0,8,0,4,0,2,0,24,6,96,96,0,6,6,14,0
