time,P1,P13,P14,P15,P16,P17,P18,P2,P24,P3,P5,T1,T10,T11,T12,T13,T14,T15,T16,T17,T18,T20,T6,T7,T8,T9
0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,100.0,10.0,473,458,476,491,459,464,28,16,1,468,1914.5645235411257,492,489,459,482
0.05399999999999999,5008.63997643555,0.0,0.0,0.0,0.0,0.0,0.0,5007.854524032319,0.0,99.99459999999995,10.0,473,458,476,491,459,464,28,16,1,468,1914.7805229520145,492,489,459,482
0.10800000000000003,5017.279910452158,0.0,0.0,0.0,0.0,0.0,0.0,5015.709009501964,0.0,99.9891999999999,10.0,473,458,476,491,459,464,28,16,1,468,1914.9965213024295,492,489,459,482
0.16200000000000006,5025.919802045659,0.0,0.0,0.0,0.0,0.0,0.0,5023.563456405146,0.0,99.98379999999985,10.0,473,458,476,491,459,464,28,16,1,468,1915.212518592267,492,489,459,482
0.2160000000000001,5034.559651211887,0.0,0.0,0.0,0.0,0.0,0.0,5031.417864738081,0.0,99.9783999999998,10.0,473,458,476,491,459,464,28,16,1,468,1915.4285148214226,492,489,459,482
0.27000000000000013,5043.199457946677,0.0,0.0,0.0,0.0,0.0,0.0,5039.272234496982,0.0,99.97299999999974,10.0,473,458,476,491,459,464,28,16,1,468,1915.6445099897924,492,489,459,482
0.3240000000000002,5051.8392222458615,0.0,0.0,0.0,1.0,0.0,0.0,5032.126565678056,0.0,99.96759999999969,10.0,473,458,476,491,459,464,28,16,1,468,1915.8605040972718,492,489,459,483
0.3780000000000002,5060.47894410527,0.0,0.0,0.0,1.0,0.0,0.0,5039.9808582775195,0.0,99.96219999999964,10.0,473,458,476,491,459,464,28,16,1,468,1916.0764971437573,492,489,459,483
0.4320000000000003,5069.118623520735,0.0,0.0,0.0,1.0,0.0,0.0,5047.835112291581,0.0,99.95679999999959,10.0,473,458,476,491,459,464,28,16,1,468,1916.2924891291436,492,489,459,483
0.4860000000000003,5077.758260488091,0.0,0.0,0.0,1.0,0.0,0.0,5055.689327716449,0.0,99.95139999999954,10.0,473,458,476,491,459,464,28,16,1,468,1916.5084800533277,492,489,459,483
0.5400000000000004,5066.397855003164,0.0,0.0,0.0,1.0,0.0,0.0,5063.543504548333,0.0,99.94599999999949,10.0,473,458,476,491,460,464,28,16,1,468,1916.7244699162047,492,489,459,483
0.5940000000000004,5075.037407061787,0.0,0.0,0.0,1.0,0.0,0.0,5071.397642783443,0.0,99.94059999999943,10.0,473,458,476,491,460,464,28,16,1,468,1916.9404587176705,492,489,459,483
0.6480000000000005,5083.676916659789,0.0,0.0,0.0,2.0,0.0,0.0,5064.2517424179905,0.0,99.93519999999938,10.0,473,458,476,491,460,464,28,16,1,468,1917.1564464576204,492,489,459,484
0.7020000000000005,5092.316383792996,0.0,0.0,0.0,2.0,0.0,0.0,5072.105803448178,0.0,99.92979999999933,10.0,473,458,476,491,460,464,28,16,1,468,1917.3724331359508,492,489,459,484
0.7560000000000006,5079.955808457238,0.0,0.0,0.0,2.0,0.0,1.0,5079.959825870215,0.0,99.92439999999928,9.0,474,458,476,492,460,464,28,16,1,468,1917.5884187525573,492,489,459,484
0.8100000000000006,5068.5951906483415,0.0,0.0,0.0,2.0,0.0,1.0,5087.8138096803095,0.0,99.91899999999923,9.0,474,458,476,492,461,464,28,16,1,468,1917.804403307335,492,489,459,484
0.8640000000000007,5077.234530362133,0.0,0.0,0.0,2.0,0.0,1.0,5095.667754874666,0.0,99.91359999999918,9.0,474,458,476,492,461,464,28,16,1,468,1918.02038680018,492,489,459,484
0.9180000000000007,5041.873827594439,0.0,1.0,1.0,2.0,0.0,1.0,5053.52166144949,0.0,99.90819999999913,9.0,474,458,476,492,461,464,28,16,1,468,1918.236369230988,492,490,460,484
0.9720000000000008,5050.5130823410855,0.0,1.0,1.0,2.0,0.0,1.0,5061.375529400987,0.0,99.90279999999908,9.0,474,458,476,492,461,464,28,16,1,468,1918.4523505996542,492,490,460,484
1.0260000000000007,5059.152294597897,0.0,1.0,1.0,2.0,0.0,1.0,5069.229358725362,0.0,99.89739999999902,9.0,474,458,476,492,461,464,28,16,1,468,1918.6683309060747,492,490,460,484
