replicate_id,seed,n_timepoints,final_time,deadlocked,elapsed_time_s,n_kept,compression_ratio,final_P1,final_P10,final_P11,final_P12,final_P13,final_P14,final_P15,final_P16,final_P17,final_P18,final_P19,final_P2,final_P20,final_P21,final_P22,final_P23,final_P24,final_P25,final_P26,final_P27,final_P28,final_P29,final_P3,final_P4,final_P5,final_P6,final_P7,final_P8,final_P9
0,42,3,1.0,False,,3,1.00,1.0,1.0,0.9147454500198364,0.9032472372055054,1.8974741697311401,1.8971760272979736,2.11067795753479,2.1106643676757812,4.606105327606201,0.2654344439506531,2999.756591796875,0.0,300.243408203125,1499.822021484375,273.1780090332031,1000.42138671875,7.199999809265137,7.5,1.0,310.1499938964844,0.42418918013572693,0.37623411417007446,48.58182907104492,0.9076954126358032,0.5104765295982361,49.10718536376953,0.4250156283378601,0.4677976369857788,1.0
1,43,3,1.0,False,,3,1.00,1.0,1.0,0.9147454500198364,0.9032472372055054,1.8974741697311401,1.8971760272979736,2.11067795753479,2.1106643676757812,4.606105327606201,0.2654344439506531,2999.756591796875,0.0,300.243408203125,1499.822021484375,273.1780090332031,1000.42138671875,7.199999809265137,7.5,1.0,310.1499938964844,0.42418918013572693,0.37623411417007446,48.58182907104492,0.9076954126358032,0.5104765295982361,49.10718536376953,0.4250156283378601,0.4677976369857788,1.0
2,44,3,1.0,False,,3,1.00,1.0,1.0,0.9147454500198364,0.9032472372055054,1.8974741697311401,1.8971760272979736,2.11067795753479,2.1106643676757812,4.606105327606201,0.2654344439506531,2999.756591796875,0.0,300.243408203125,1499.822021484375,273.1780090332031,1000.42138671875,7.199999809265137,7.5,1.0,310.1499938964844,0.42418918013572693,0.37623411417007446,48.58182907104492,0.9076954126358032,0.5104765295982361,49.10718536376953,0.4250156283378601,0.4677976369857788,1.0
3,45,3,1.0,False,,3,1.00,1.0,1.0,0.9147454500198364,0.9032472372055054,1.8974741697311401,1.8971760272979736,2.11067795753479,2.1106643676757812,4.606105327606201,0.2654344439506531,2999.756591796875,0.0,300.243408203125,1499.822021484375,273.1780090332031,1000.42138671875,7.199999809265137,7.5,1.0,310.1499938964844,0.42418918013572693,0.37623411417007446,48.58182907104492,0.9076954126358032,0.5104765295982361,49.10718536376953,0.4250156283378601,0.4677976369857788,1.0
4,46,3,1.0,False,,3,1.00,1.0,1.0,0.9568675756454468,0.9503892064094543,1.948473334312439,1.948473334312439,2.059354305267334,2.059354305267334,4.788353443145752,0.23311884701251984,2999.87353515625,0.0,300.12646484375,1499.9052734375,273.0947570800781,1000.22119140625,7.199999809265137,7.5,1.0,310.1499938964844,1.4057304859161377,0.3783794045448303,48.800106048583984,0.7046364545822144,0.4952585697174072,49.08362579345703,0.44694072008132935,0.4694351255893707,1.0
5,47,3,1.0,False,,3,1.00,1.0,1.0,0.9147454500198364,0.9032472372055054,1.8974741697311401,1.8971760272979736,2.11067795753479,2.1106643676757812,4.606105327606201,0.2654344439506531,2999.756591796875,0.0,300.243408203125,1499.822021484375,273.1780090332031,1000.42138671875,7.199999809265137,7.5,1.0,310.1499938964844,0.42418918013572693,0.37623411417007446,48.58182907104492,0.9076954126358032,0.5104765295982361,49.10718536376953,0.4250156283378601,0.4677976369857788,1.0
6,48,3,1.0,False,,3,1.00,1.0,1.0,0.9147454500198364,0.9032472372055054,1.8974741697311401,1.8971760272979736,2.11067795753479,2.1106643676757812,4.606105327606201,0.2654344439506531,2999.756591796875,0.0,300.243408203125,1499.822021484375,273.1780090332031,1000.42138671875,7.199999809265137,7.5,1.0,310.1499938964844,0.42418918013572693,0.37623411417007446,48.58182907104492,0.9076954126358032,0.5104765295982361,49.10718536376953,0.4250156283378601,0.4677976369857788,1.0
7,49,3,1.0,False,,3,1.00,1.0,1.0,0.9147454500198364,0.9032472372055054,1.8974741697311401,1.8971760272979736,2.11067795753479,2.1106643676757812,4.606105327606201,0.2654344439506531,2999.756591796875,0.0,300.243408203125,1499.822021484375,273.1780090332031,1000.42138671875,7.199999809265137,7.5,1.0,310.1499938964844,0.42418918013572693,0.37623411417007446,48.58182907104492,0.9076954126358032,0.5104765295982361,49.10718536376953,0.4250156283378601,0.4677976369857788,1.0
8,50,3,1.0,False,,3,1.00,1.0,1.0,0.9147454500198364,0.9032472372055054,1.8974741697311401,1.8971760272979736,2.11067795753479,2.1106643676757812,4.606105327606201,0.2654344439506531,2999.756591796875,0.0,300.243408203125,1499.822021484375,273.1780090332031,1000.42138671875,7.199999809265137,7.5,1.0,310.1499938964844,0.42418918013572693,0.37623411417007446,48.58182907104492,0.9076954126358032,0.5104765295982361,49.10718536376953,0.4250156283378601,0.4677976369857788,1.0
9,51,3,1.0,False,,3,1.00,1.0,1.0,0.9147454500198364,0.9032472372055054,1.8974741697311401,1.8971760272979736,2.11067795753479,2.1106643676757812,4.606105327606201,0.2654344439506531,2999.756591796875,0.0,300.243408203125,1499.822021484375,273.1780090332031,1000.42138671875,7.199999809265137,7.5,1.0,310.1499938964844,0.42418918013572693,0.37623411417007446,48.58182907104492,0.9076954126358032,0.5104765295982361,49.10718536376953,0.4250156283378601,0.4677976369857788,1.0
