time,P1,P13,P14,P15,P16,P17,P18,P2,P21,P24,P3,P5,T1,T10,T11,T12,T13,T14,T15,T16,T17,T18,T20,T6,T7,T8,T9
0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,100.0,10.0,50,61,58,58,65,52,0.6960328623225782,0.5429175969688869,0.003868706268341195,66,240.00000000000819,60,59,61,60
0.05399999999999999,303.6399999999998,0.0,0.0,0.0,0.0,0.0,0.0,3007.8545454545465,4.4912291848827586e-27,0.0,100.0,9.0,51,61,58,58,65,52,0.6960328623225782,0.5429175969688869,0.003868706268341195,66,240.2160000000082,60,59,61,60
0.10800000000000003,312.27999999999963,0.0,0.0,0.0,0.0,0.0,0.0,3015.709090909093,1.3618307505343086e-26,0.0,100.0,9.0,51,61,58,58,65,52,0.6960328623225782,0.5429175969688869,0.003868706268341195,66,240.4320000000082,60,59,61,60
0.16200000000000006,320.91999999999945,0.0,0.0,0.0,0.0,0.0,0.0,3023.5636363636395,1.669668521879765e-26,0.0,100.0,9.0,51,61,58,58,65,52,0.6960328623225782,0.5429175969688869,0.003868706268341195,66,240.6480000000082,60,59,61,60
0.2160000000000001,309.55999999999926,0.0,0.0,0.0,0.0,0.0,0.0,3031.418181818186,4.549540934440884e-17,0.0,100.0,9.0,51,61,58,58,66,52,0.6960328623225782,0.5429175969688869,0.003868706268341195,66,240.86400000000822,60,59,61,60
0.27000000000000013,318.1999999999991,0.0,0.0,0.0,0.0,0.0,0.0,3039.2727272727325,6.075387753545907e-17,0.0,100.0,10.0,51,61,58,58,66,52,0.6960328623225782,0.5429175969688869,0.003868706268341195,66,241.08000000000823,60,59,61,60
0.3240000000000002,326.8399999999989,0.0,0.0,0.0,0.0,0.0,0.0,3047.127272727279,1.229232044236713e-16,0.0,100.0,10.0,51,61,58,58,66,52,0.6960328623225782,0.5429175969688869,0.003868706268341195,66,241.29600000000823,60,59,61,60
0.3780000000000002,335.4799999999987,0.0,0.0,0.0,0.0,0.0,0.0,3054.9818181818255,1.3865289301376452e-16,0.0,100.0,10.0,51,61,58,58,66,52,0.6960328623225782,0.5429175969688869,0.003868706268341195,66,241.51200000000824,60,59,61,60
0.4320000000000003,328.1199999999985,0.0,0.0,0.0,0.0,0.0,0.0,3062.836363636372,1.863355205242807e-16,1.0,100.0,10.0,51,61,58,58,66,52,0.6960328623225782,0.5429175969688869,0.003868706268341195,67,241.72800000000825,60,59,61,60
0.4860000000000003,336.75999999999834,0.0,0.0,0.0,0.0,0.0,0.0,3070.6909090909185,2.0209411284025005e-16,1.0,100.0,10.0,51,61,58,58,66,52,0.6960328623225782,0.5429175969688869,0.003868706268341195,67,241.94400000000826,60,59,61,60
0.5400000000000004,345.39999999999816,0.0,0.0,0.0,0.0,0.0,0.0,3078.545454545465,2.6579010502003367e-16,1.0,100.0,10.0,51,61,58,58,66,52,0.6960328623225782,0.5429175969688869,0.003868706268341195,67,242.16000000000827,60,59,61,60
