time,P1,P13,P14,P15,P16,P17,P18,P2,P21,P24,P3,P5,T1,T10,T11,T12,T13,T14,T15,T16,T17,T18,T20,T6,T7,T8,T9
0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,100.0,10.0,317,377,354,368,355,357,3.853038197328141,3.914922322625329,0.03042479705259043,342,1439.999999998083,381,332,365,344
0.05399999999999999,308.6399999999998,0.0,0.0,0.0,0.0,0.0,0.0,3007.8545454545465,6.03089246282117e-27,0.0,100.0,10.0,317,377,354,368,355,357,3.853038197328141,3.914922322625329,0.03042479705259043,342,1440.215999998082,381,332,365,344
0.10800000000000003,301.27999999999963,0.0,0.0,0.0,0.0,1.0,0.0,3015.709090909093,1.5007995746220976e-17,0.0,100.0,10.0,317,377,355,368,355,357,3.853038197328141,3.914922322625329,0.03042479705259043,342,1440.431999998081,381,332,365,344
0.16200000000000006,309.91999999999945,0.0,0.0,0.0,0.0,1.0,0.0,3023.5636363636395,4.521388650732579e-17,0.0,100.0,10.0,317,377,355,368,355,357,3.853038197328141,3.914922322625329,0.03042479705259043,342,1440.64799999808,381,332,365,344
0.2160000000000001,318.55999999999926,0.0,0.0,0.0,0.0,1.0,0.0,3031.418181818186,1.2203186959700608e-16,0.0,100.0,10.0,317,377,355,368,355,357,3.853038197328141,3.914922322625329,0.03042479705259043,342,1440.863999998079,381,332,365,344
0.27000000000000013,327.1999999999991,0.0,0.0,0.0,0.0,1.0,0.0,3039.2727272727325,1.8407852719868678e-16,0.0,100.0,10.0,317,377,355,368,355,357,3.853038197328141,3.914922322625329,0.03042479705259043,342,1441.079999998078,381,332,365,344
0.3240000000000002,335.8399999999989,0.0,0.0,0.0,0.0,1.0,0.0,3047.127272727279,2.312048964988452e-16,0.0,100.0,10.0,317,377,355,368,355,357,3.853038197328141,3.914922322625329,0.03042479705259043,342,1441.295999998077,381,332,365,344
0.3780000000000002,296.4799999999987,0.0,1.0,0.0,0.0,1.0,0.0,3004.9818181818255,2.6270821985999914e-16,1.0,100.0,10.0,317,377,355,368,355,357,3.853038197328141,3.914922322625329,0.03042479705259043,343,1441.511999998076,381,333,365,344
0.4320000000000003,305.1199999999985,0.0,1.0,0.0,0.0,1.0,0.0,3012.836363636372,3.075635765099321e-16,1.0,100.0,10.0,317,377,355,368,355,357,3.853038197328141,3.914922322625329,0.03042479705259043,343,1441.727999998075,381,333,365,344
0.4860000000000003,313.75999999999834,0.0,1.0,0.0,0.0,1.0,0.0,3020.6909090909185,3.6839898669503915e-16,1.0,100.0,10.0,317,377,355,368,355,357,3.853038197328141,3.914922322625329,0.03042479705259043,343,1441.9439999980739,381,333,365,344
