time,P14,P21,P3,P6,P7,P8
0.0,0.0,0,0,0,0,0
0.3,0.0,0,0,0,0,0
0.306,0.0,0,0,0,0,0
0.606,0.0,0,0,0,0,0
0.612,0.0,0,0,0,0,0
0.9119999999999999,0.0,0,0,0,0,0
0.9179999999999999,0.0,0,0,0,0,0
1.218,0.0,0,0,0,0,0
1.224,0.0,0,0,0,0,0
1.524,0.0,0,0,0,0,0
1.53,0.0,0,0,0,0,0
1.83,0.0,0,0,0,0,0
1.836,0.0,0,0,0,0,0
2.136,0.0,0,0,0,0,0
2.142,0.0,0,0,0,0,0
2.4419999999999997,0.0,0,0,0,0,0
2.4459999999999997,0.0,0,0,0,0,0
2.7459999999999996,0.0,0,0,0,0,0
2.7499999999999996,0.0,0,0,0,0,0
3.0499999999999994,0.0,0,0,0,0,0
3.0539999999999994,0.0,0,0,0,0,0
3.353999999999999,0.0,0,0,0,0,0
3.357999999999999,0.0,0,0,0,0,0
3.657999999999999,0.0,0,0,0,0,0
3.661999999999999,0.0,0,0,0,0,0
3.961999999999999,0.0,0,0,0,0,0
3.965999999999999,0.0,0,0,0,0,0
4.265999999999999,0.0,0,0,0,0,0
4.269999999999999,0.0,0,0,0,0,0
4.5699999999999985,0.0,0,0,0,0,0
4.573999999999998,0.0,0,0,0,0,0
4.873999999999998,0.0,0,0,0,0,0
4.8779999999999974,0.0,0,0,0,0,0
5.177999999999997,0.0,0,0,0,0,0
5.181999999999997,0.0,0,0,0,0,0
5.481999999999997,0.0,0,0,0,0,0
5.485999999999996,0.0,0,0,0,0,0
5.785999999999996,0.0,0,0,0,0,0
5.789999999999996,0.0,0,0,0,0,0
6.089999999999995,0.0,0,0,0,0,0
6.093999999999995,0.0,0,0,0,0,0
6.393999999999995,0.0,0,0,0,0,0
6.397999999999994,0.0,0,0,0,0,0
6.697999999999994,0.0,0,0,0,0,0
6.701999999999994,0.0,0,0,0,0,0
7.001999999999994,0.0,0,0,0,0,0
7.005999999999993,0.0,0,0,0,0,0
7.305999999999993,0.0,0,0,0,0,0
7.3099999999999925,0.0,0,0,0,0,0
7.609999999999992,0.0,0,0,0,0,0
7.613999999999992,0.0,0,0,0,0,0
7.913999999999992,0.0,0,0,0,0,0
7.916399999999991,0.0,0,0,0,0,0
8.216399999999991,0.0,0,0,0,0,0
8.218799999999991,0.0,0,0,5.0,0,0
8.518799999999992,0.0,0,0,5.0,0,0
8.521199999999991,0.0,0,0,5.0,0,0
8.821199999999992,0.0,0,0,5.0,0,0
8.823599999999992,0.0,0,0,5.0,0,0
9.123599999999993,0.0,0,0,5.0,0,0
9.125999999999992,0.0,0,0,5.0,0,0
9.425999999999993,0.0,0,0,5.0,0,0
9.428399999999993,0.0,0,0,5.0,0,0
9.728399999999993,0.0,0,0,5.0,0,0
9.730799999999993,0.0,0,0,5.0,0,0
10.030799999999994,0.0,0,0,5.0,0,0
10.033199999999994,0.0,0,0,5.0,0,0
10.333199999999994,0.0,0,0,5.0,0,0
10.335599999999994,0.0,0,0,5.0,0,0
10.635599999999995,0.0,0,0,5.0,0,0
10.637999999999995,0.0,0,0,5.0,0,0
10.937999999999995,0.0,0,0,5.0,0,0
10.940399999999995,0.0,0,0,5.0,0,0
11.240399999999996,0.0,0,0,5.0,0,0
11.242799999999995,0.0,0,0,5.0,0,0
11.542799999999996,0.0,0,0,5.0,0,0
11.545199999999996,0.0,0,0,5.0,0,0
11.845199999999997,0.0,0,0,5.0,0,0
11.847599999999996,0.0,0,0,5.0,0,0
12.147599999999997,0.0,0,0,5.0,0,0
12.149999999999997,0.0,0,0,5.0,0,0
12.449999999999998,0.0,0,0,5.0,0,0
12.452399999999997,0.0,0,0,5.0,0,0
12.752399999999998,0.0,0,0,5.0,0,0
12.754799999999998,0.0,0,0,5.0,0,0
13.054799999999998,0.0,0,0,5.0,0,0
13.057199999999998,0.0,0,0,5.0,0,0
13.357199999999999,0.0,0,0,5.0,0,0
13.359599999999999,0.0,0,0,5.0,0,0
13.6596,0.0,0,0,5.0,0,0
13.661999999999999,0.0,0,0,5.0,0,0
13.962,0.0,0,0,5.0,0,0
13.9644,0.0,0,0,5.0,0,0
14.2644,0.0,0,0,5.0,0,0
14.2668,0.0,0,0,5.0,0,0
14.5668,0.0,0,0,5.0,0,0
14.5692,0.0,0,0,5.0,0,0
14.869200000000001,0.0,0,0,5.0,0,0
14.8716,0.0,0,0,5.0,0,0
15.171600000000002,0.0,0,0,5.0,0,0
15.174000000000001,0.0,0,0,5.0,0,0
15.474000000000002,0.0,0,0,5.0,0,0
15.476400000000002,0.0,0,0,5.0,0,0
15.776400000000002,0.0,0,0,5.0,0,0
15.778800000000002,0.0,0,0,5.0,0,0
16.0788,0.0,0,0,5.0,0,0
16.081200000000003,0.0,0,0,5.0,0,0
16.381200000000003,0.0,0,0,5.0,0,0
16.383600000000005,0.0,0,0,5.0,0,0
16.683600000000006,0.0,0,0,5.0,0,0
16.686000000000007,0.0,0,0,5.0,0,0
16.986000000000008,0.0,0,0,5.0,0,0
16.98840000000001,0.0,0,0,5.0,0,0
17.28840000000001,0.0,0,0,5.0,0,0
17.29080000000001,0.0,0,0,5.0,0,0
17.590800000000012,0.0,0,0,5.0,0,0
17.593200000000014,0.0,0,0,3.0,0,1.0
17.893200000000014,0.0,0,0,3.0,0,1.0
17.897200000000016,0.0,0,0,3.0,0,1.0
18.197200000000016,0.0,0,0,3.0,0,1.0
18.201200000000018,0.0,0,0,3.0,0,1.0
18.50120000000002,0.0,0,0,3.0,0,1.0
18.50520000000002,0.0,0,0,3.0,0,1.0
18.80520000000002,0.0,0,0,3.0,0,1.0
18.809200000000022,0.0,0,0,3.0,0,1.0
19.109200000000023,0.0,0,0,3.0,0,1.0
19.113200000000024,0.0,0,0,3.0,0,1.0
19.413200000000025,0.0,0,0,3.0,0,1.0
19.417200000000026,0.0,0,0,3.0,0,1.0
19.717200000000027,0.0,0,0,3.0,0,1.0
19.721200000000028,0.0,0,0,3.0,0,1.0
20.02120000000003,0.0,0,0,3.0,0,1.0
20.02520000000003,0.0,0,0,3.0,0,1.0
20.32520000000003,0.0,0,0,3.0,0,1.0
20.329200000000032,0.0,0,0,3.0,0,1.0
20.629200000000033,0.0,0,0,3.0,0,1.0
20.633200000000034,0.0,0,0,3.0,0,1.0
20.933200000000035,0.0,0,0,3.0,0,1.0
20.937200000000036,0.0,0,0,3.0,0,1.0
21.237200000000037,0.0,0,0,3.0,0,1.0
21.24120000000004,0.0,0,0,3.0,0,1.0
21.54120000000004,0.0,0,0,3.0,0,1.0
21.54520000000004,0.0,0,0,3.0,0,1.0
21.84520000000004,0.0,0,0,3.0,0,1.0
21.849200000000042,0.0,0,0,3.0,0,1.0
22.149200000000043,0.0,0,0,3.0,0,1.0
22.153200000000044,0.0,0,0,3.0,0,1.0
22.453200000000045,0.0,0,0,3.0,0,1.0
22.457200000000046,0.0,0,0,3.0,0,1.0
22.757200000000047,0.0,0,0,3.0,0,1.0
22.76120000000005,0.0,0,0,8.0,0,1.0
23.06120000000005,0.0,0,0,8.0,0,1.0
23.06213750000005,0.0,0,0,8.0,0,1.0
23.36213750000005,0.0,0,0,8.0,0,1.0
23.363075000000048,0.0,0,0,8.0,0,1.0
23.66307500000005,0.0,0,0,8.0,0,1.0
23.664012500000048,0.0,0,0,8.0,0,1.0
