Time (s),Glucose (mM),ATP (mM),G6P (mM),ADP (mM),Hexokinase (firings)
2.334000,4997.666358,2997.666358,102.333642,102.333642,778
2.337000,4997.663358,2997.663358,102.336642,102.336642,779
2.340000,4997.660359,2997.660359,102.339641,102.339641,780
2.343000,4997.657359,2997.657359,102.342641,102.342641,781
2.346000,4997.654360,2997.654360,102.345640,102.345640,782
2.349000,4997.651360,2997.651360,102.348640,102.348640,783
2.352000,4997.648361,2997.648361,102.351639,102.351639,784
2.355000,4997.645361,2997.645361,102.354639,102.354639,785
2.358000,4997.642362,2997.642362,102.357638,102.357638,786
2.361000,4997.639362,2997.639362,102.360638,102.360638,787
2.364000,4997.636363,2997.636363,102.363637,102.363637,788
2.367000,4997.633363,2997.633363,102.366637,102.366637,789
2.370000,4997.630363,2997.630363,102.369637,102.369637,790
2.373000,4997.627364,2997.627364,102.372636,102.372636,791
2.376000,4997.624364,2997.624364,102.375636,102.375636,792
2.379000,4997.621365,2997.621365,102.378635,102.378635,793
2.382000,4997.618365,2997.618365,102.381635,102.381635,794
2.385000,4997.615366,2997.615366,102.384634,102.384634,795
2.388000,4997.612366,2997.612366,102.387634,102.387634,796
2.391000,4997.609367,2997.609367,102.390633,102.390633,797
2.394000,4997.606367,2997.606367,102.393633,102.393633,798
2.397000,4997.603368,2997.603368,102.396632,102.396632,799
2.400000,4997.600368,2997.600368,102.399632,102.399632,800
2.403000,4997.597369,2997.597369,102.402631,102.402631,801
2.406000,4997.594369,2997.594369,102.405631,102.405631,802
2.409000,4997.591369,2997.591369,102.408631,102.408631,803
2.412000,4997.588370,2997.588370,102.411630,102.411630,804
2.415000,4997.585370,2997.585370,102.414630,102.414630,805
2.418000,4997.582371,2997.582371,102.417629,102.417629,806
2.421000,4997.579371,2997.579371,102.420629,102.420629,807
2.424000,4997.576372,2997.576372,102.423628,102.423628,808
2.427000,4997.573372,2997.573372,102.426628,102.426628,809
2.430000,4997.570373,2997.570373,102.429627,102.429627,810
2.433000,4997.567373,2997.567373,102.432627,102.432627,811
2.436000,4997.564374,2997.564374,102.435626,102.435626,812
2.439000,4997.561374,2997.561374,102.438626,102.438626,813
2.442000,4997.558375,2997.558375,102.441625,102.441625,814
2.445000,4997.555375,2997.555375,102.444625,102.444625,815
2.448000,4997.552375,2997.552375,102.447625,102.447625,816
2.451000,4997.549376,2997.549376,102.450624,102.450624,817
2.454000,4997.546376,2997.546376,102.453624,102.453624,818
2.457000,4997.543377,2997.543377,102.456623,102.456623,819
2.460000,4997.540377,2997.540377,102.459623,102.459623,820
2.463000,4997.537378,2997.537378,102.462622,102.462622,821
2.466000,4997.534378,2997.534378,102.465622,102.465622,822
2.469000,4997.531379,2997.531379,102.468621,102.468621,823
2.472000,4997.528379,2997.528379,102.471621,102.471621,824
2.475000,4997.525380,2997.525380,102.474620,102.474620,825
2.478000,4997.522380,2997.522380,102.477620,102.477620,826
2.481000,4997.519381,2997.519381,102.480619,102.480619,827
2.484000,4997.516381,2997.516381,102.483619,102.483619,828
2.487000,4997.513381,2997.513381,102.486619,102.486619,829
2.490000,4997.510382,2997.510382,102.489618,102.489618,830
2.493000,4997.507382,2997.507382,102.492618,102.492618,831
2.496000,4997.504383,2997.504383,102.495617,102.495617,832
2.499000,4997.501383,2997.501383,102.498617,102.498617,833
2.502000,4997.498384,2997.498384,102.501616,102.501616,834
2.505000,4997.495384,2997.495384,102.504616,102.504616,835
2.508000,4997.492385,2997.492385,102.507615,102.507615,836
2.511000,4997.489385,2997.489385,102.510615,102.510615,837
2.514000,4997.486386,2997.486386,102.513614,102.513614,838
2.517000,4997.483386,2997.483386,102.516614,102.516614,839
2.520000,4997.480387,2997.480387,102.519613,102.519613,840
2.523000,4997.477387,2997.477387,102.522613,102.522613,841
2.526000,4997.474387,2997.474387,102.525613,102.525613,842
2.529000,4997.471388,2997.471388,102.528612,102.528612,843
2.532000,4997.468388,2997.468388,102.531612,102.531612,844
2.535000,4997.465389,2997.465389,102.534611,102.534611,845
2.538000,4997.462389,2997.462389,102.537611,102.537611,846
2.541000,4997.459390,2997.459390,102.540610,102.540610,847
2.544000,4997.456390,2997.456390,102.543610,102.543610,848
2.547000,4997.453391,2997.453391,102.546609,102.546609,849
2.550000,4997.450391,2997.450391,102.549609,102.549609,850
2.553000,4997.447392,2997.447392,102.552608,102.552608,851
2.556000,4997.444392,2997.444392,102.555608,102.555608,852
2.559000,4997.441392,2997.441392,102.558608,102.558608,853
2.562000,4997.438393,2997.438393,102.561607,102.561607,854
2.565000,4997.435393,2997.435393,102.564607,102.564607,855
2.568000,4997.432394,2997.432394,102.567606,102.567606,856
2.571000,4997.429394,2997.429394,102.570606,102.570606,857
2.574000,4997.426395,2997.426395,102.573605,102.573605,858
2.577000,4997.423395,2997.423395,102.576605,102.576605,859
2.580000,4997.420396,2997.420396,102.579604,102.579604,860
2.583000,4997.417396,2997.417396,102.582604,102.582604,861
2.586000,4997.414397,2997.414397,102.585603,102.585603,862
2.589000,4997.411397,2997.411397,102.588603,102.588603,863
2.592000,4997.408398,2997.408398,102.591602,102.591602,864
2.595000,4997.405398,2997.405398,102.594602,102.594602,865
2.598000,4997.402398,2997.402398,102.597602,102.597602,866
2.601000,4997.399399,2997.399399,102.600601,102.600601,867
2.604000,4997.396399,2997.396399,102.603601,102.603601,868
2.607000,4997.393400,2997.393400,102.606600,102.606600,869
2.610000,4997.390400,2997.390400,102.609600,102.609600,870
2.613000,4997.387401,2997.387401,102.612599,102.612599,871
2.616000,4997.384401,2997.384401,102.615599,102.615599,872
2.619000,4997.381402,2997.381402,102.618598,102.618598,873
2.622000,4997.378402,2997.378402,102.621598,102.621598,874
2.625000,4997.375403,2997.375403,102.624597,102.624597,875
2.628000,4997.372403,2997.372403,102.627597,102.627597,876
2.631000,4997.369404,2997.369404,102.630596,102.630596,877
2.634000,4997.366404,2997.366404,102.633596,102.633596,878
2.637000,4997.363404,2997.363404,102.636596,102.636596,879
2.640000,4997.360405,2997.360405,102.639595,102.639595,880
2.643000,4997.357405,2997.357405,102.642595,102.642595,881
2.646000,4997.354406,2997.354406,102.645594,102.645594,882
2.649000,4997.351406,2997.351406,102.648594,102.648594,883
2.652000,4997.348407,2997.348407,102.651593,102.651593,884
2.655000,4997.345407,2997.345407,102.654593,102.654593,885
2.658000,4997.342408,2997.342408,102.657592,102.657592,886
2.661000,4997.339408,2997.339408,102.660592,102.660592,887
2.664000,4997.336409,2997.336409,102.663591,102.663591,888
2.667000,4997.333409,2997.333409,102.666591,102.666591,889
2.670000,4997.330410,2997.330410,102.669590,102.669590,890
2.673000,4997.327410,2997.327410,102.672590,102.672590,891
2.676000,4997.324410,2997.324410,102.675590,102.675590,892
2.679000,4997.321411,2997.321411,102.678589,102.678589,893
2.682000,4997.318411,2997.318411,102.681589,102.681589,894
2.685000,4997.315412,2997.315412,102.684588,102.684588,895
2.688000,4997.312412,2997.312412,102.687588,102.687588,896
2.691000,4997.309413,2997.309413,102.690587,102.690587,897
2.694000,4997.306413,2997.306413,102.693587,102.693587,898
2.697000,4997.303414,2997.303414,102.696586,102.696586,899
2.700000,4997.300414,2997.300414,102.699586,102.699586,900
2.703000,4997.297415,2997.297415,102.702585,102.702585,901
2.706000,4997.294415,2997.294415,102.705585,102.705585,902
2.709000,4997.291416,2997.291416,102.708584,102.708584,903
2.712000,4997.288416,2997.288416,102.711584,102.711584,904
2.715000,4997.285416,2997.285416,102.714584,102.714584,905
2.718000,4997.282417,2997.282417,102.717583,102.717583,906
2.721000,4997.279417,2997.279417,102.720583,102.720583,907
2.724000,4997.276418,2997.276418,102.723582,102.723582,908
2.727000,4997.273418,2997.273418,102.726582,102.726582,909
2.730000,4997.270419,2997.270419,102.729581,102.729581,910
2.733000,4997.267419,2997.267419,102.732581,102.732581,911
2.736000,4997.264420,2997.264420,102.735580,102.735580,912
2.739000,4997.261420,2997.261420,102.738580,102.738580,913
2.742000,4997.258421,2997.258421,102.741579,102.741579,914
2.745000,4997.255421,2997.255421,102.744579,102.744579,915
2.748000,4997.252421,2997.252421,102.747579,102.747579,916
2.751000,4997.249422,2997.249422,102.750578,102.750578,917
2.754000,4997.246422,2997.246422,102.753578,102.753578,918
2.757000,4997.243423,2997.243423,102.756577,102.756577,919
2.760000,4997.240423,2997.240423,102.759577,102.759577,920
2.763000,4997.237424,2997.237424,102.762576,102.762576,921
2.766000,4997.234424,2997.234424,102.765576,102.765576,922
2.769000,4997.231425,2997.231425,102.768575,102.768575,923
2.772000,4997.228425,2997.228425,102.771575,102.771575,924
2.775000,4997.225426,2997.225426,102.774574,102.774574,925
2.778000,4997.222426,2997.222426,102.777574,102.777574,926
2.781000,4997.219427,2997.219427,102.780573,102.780573,927
2.784000,4997.216427,2997.216427,102.783573,102.783573,928
2.787000,4997.213427,2997.213427,102.786573,102.786573,929
2.790000,4997.210428,2997.210428,102.789572,102.789572,930
2.793000,4997.207428,2997.207428,102.792572,102.792572,931
2.796000,4997.204429,2997.204429,102.795571,102.795571,932
2.799000,4997.201429,2997.201429,102.798571,102.798571,933
2.802000,4997.198430,2997.198430,102.801570,102.801570,934
2.805000,4997.195430,2997.195430,102.804570,102.804570,935
2.808000,4997.192431,2997.192431,102.807569,102.807569,936
2.811000,4997.189431,2997.189431,102.810569,102.810569,937
2.814000,4997.186432,2997.186432,102.813568,102.813568,938
2.817000,4997.183432,2997.183432,102.816568,102.816568,939
2.820000,4997.180433,2997.180433,102.819567,102.819567,940
2.823000,4997.177433,2997.177433,102.822567,102.822567,941
2.826000,4997.174433,2997.174433,102.825567,102.825567,942
2.829000,4997.171434,2997.171434,102.828566,102.828566,943
2.832000,4997.168434,2997.168434,102.831566,102.831566,944
2.835000,4997.165435,2997.165435,102.834565,102.834565,945
2.838000,4997.162435,2997.162435,102.837565,102.837565,946
2.841000,4997.159436,2997.159436,102.840564,102.840564,947
2.844000,4997.156436,2997.156436,102.843564,102.843564,948
2.847000,4997.153437,2997.153437,102.846563,102.846563,949
2.850000,4997.150437,2997.150437,102.849563,102.849563,950
2.853000,4997.147438,2997.147438,102.852562,102.852562,951
2.856000,4997.144438,2997.144438,102.855562,102.855562,952
2.859000,4997.141439,2997.141439,102.858561,102.858561,953
2.862000,4997.138439,2997.138439,102.861561,102.861561,954
2.865000,4997.135439,2997.135439,102.864561,102.864561,955
2.868000,4997.132440,2997.132440,102.867560,102.867560,956
2.871000,4997.129440,2997.129440,102.870560,102.870560,957
2.874000,4997.126441,2997.126441,102.873559,102.873559,958
2.877000,4997.123441,2997.123441,102.876559,102.876559,959
2.880000,4997.120442,2997.120442,102.879558,102.879558,960
2.883000,4997.117442,2997.117442,102.882558,102.882558,961
2.886000,4997.114443,2997.114443,102.885557,102.885557,962
2.889000,4997.111443,2997.111443,102.888557,102.888557,963
2.892000,4997.108444,2997.108444,102.891556,102.891556,964
2.895000,4997.105444,2997.105444,102.894556,102.894556,965
2.898000,4997.102445,2997.102445,102.897555,102.897555,966
2.901000,4997.099445,2997.099445,102.900555,102.900555,967
2.904000,4997.096445,2997.096445,102.903555,102.903555,968
2.907000,4997.093446,2997.093446,102.906554,102.906554,969
2.910000,4997.090446,2997.090446,102.909554,102.909554,970
2.913000,4997.087447,2997.087447,102.912553,102.912553,971
2.916000,4997.084447,2997.084447,102.915553,102.915553,972
2.919000,4997.081448,2997.081448,102.918552,102.918552,973
2.922000,4997.078448,2997.078448,102.921552,102.921552,974
2.925000,4997.075449,2997.075449,102.924551,102.924551,975
2.928000,4997.072449,2997.072449,102.927551,102.927551,976
2.931000,4997.069450,2997.069450,102.930550,102.930550,977
2.934000,4997.066450,2997.066450,102.933550,102.933550,978
2.937000,4997.063450,2997.063450,102.936550,102.936550,979
2.940000,4997.060451,2997.060451,102.939549,102.939549,980
2.943000,4997.057451,2997.057451,102.942549,102.942549,981
2.946000,4997.054452,2997.054452,102.945548,102.945548,982
2.949000,4997.051452,2997.051452,102.948548,102.948548,983
2.952000,4997.048453,2997.048453,102.951547,102.951547,984
2.955000,4997.045453,2997.045453,102.954547,102.954547,985
2.958000,4997.042454,2997.042454,102.957546,102.957546,986
2.961000,4997.039454,2997.039454,102.960546,102.960546,987
2.964000,4997.036455,2997.036455,102.963545,102.963545,988
2.967000,4997.033455,2997.033455,102.966545,102.966545,989
2.970000,4997.030456,2997.030456,102.969544,102.969544,990
2.973000,4997.027456,2997.027456,102.972544,102.972544,991
2.976000,4997.024456,2997.024456,102.975544,102.975544,992
2.979000,4997.021457,2997.021457,102.978543,102.978543,993
2.982000,4997.018457,2997.018457,102.981543,102.981543,994
2.985000,4997.015458,2997.015458,102.984542,102.984542,995
2.988000,4997.012458,2997.012458,102.987542,102.987542,996
2.991000,4997.009459,2997.009459,102.990541,102.990541,997
2.994000,4997.006459,2997.006459,102.993541,102.993541,998
2.997000,4997.003460,2997.003460,102.996540,102.996540,999
3.000000,4997.000460,2997.000460,102.999540,102.999540,1000
3.003000,4996.997461,2996.997461,103.002539,103.002539,1001
3.006000,4996.994461,2996.994461,103.005539,103.005539,1002
3.009000,4996.991462,2996.991462,103.008538,103.008538,1003
3.012000,4996.988462,2996.988462,103.011538,103.011538,1004
3.015000,4996.985462,2996.985462,103.014538,103.014538,1005
3.018000,4996.982463,2996.982463,103.017537,103.017537,1006
3.021000,4996.979463,2996.979463,103.020537,103.020537,1007
3.024000,4996.976464,2996.976464,103.023536,103.023536,1008
3.027000,4996.973464,2996.973464,103.026536,103.026536,1009
3.030000,4996.970465,2996.970465,103.029535,103.029535,1010
3.033000,4996.967465,2996.967465,103.032535,103.032535,1011
3.036000,4996.964466,2996.964466,103.035534,103.035534,1012
3.039000,4996.961466,2996.961466,103.038534,103.038534,1013
3.042000,4996.958467,2996.958467,103.041533,103.041533,1014
3.045000,4996.955467,2996.955467,103.044533,103.044533,1015
3.048000,4996.952468,2996.952468,103.047532,103.047532,1016
3.051000,4996.949468,2996.949468,103.050532,103.050532,1017
3.054000,4996.946468,2996.946468,103.053532,103.053532,1018
3.057000,4996.943469,2996.943469,103.056531,103.056531,1019
3.060000,4996.940469,2996.940469,103.059531,103.059531,1020
3.063000,4996.937470,2996.937470,103.062530,103.062530,1021
3.066000,4996.934470,2996.934470,103.065530,103.065530,1022
3.069000,4996.931471,2996.931471,103.068529,103.068529,1023
3.072000,4996.928471,2996.928471,103.071529,103.071529,1024
3.075000,4996.925472,2996.925472,103.074528,103.074528,1025
3.078000,4996.922472,2996.922472,103.077528,103.077528,1026
3.081000,4996.919473,2996.919473,103.080527,103.080527,1027
3.084000,4996.916473,2996.916473,103.083527,103.083527,1028
3.087000,4996.913474,2996.913474,103.086526,103.086526,1029
3.090000,4996.910474,2996.910474,103.089526,103.089526,1030
3.093000,4996.907474,2996.907474,103.092526,103.092526,1031
3.096000,4996.904475,2996.904475,103.095525,103.095525,1032
3.099000,4996.901475,2996.901475,103.098525,103.098525,1033
3.102000,4996.898476,2996.898476,103.101524,103.101524,1034
3.105000,4996.895476,2996.895476,103.104524,103.104524,1035
3.108000,4996.892477,2996.892477,103.107523,103.107523,1036
3.111000,4996.889477,2996.889477,103.110523,103.110523,1037
3.114000,4996.886478,2996.886478,103.113522,103.113522,1038
3.117000,4996.883478,2996.883478,103.116522,103.116522,1039
3.120000,4996.880479,2996.880479,103.119521,103.119521,1040
3.123000,4996.877479,2996.877479,103.122521,103.122521,1041
3.126000,4996.874479,2996.874479,103.125521,103.125521,1042
3.129000,4996.871480,2996.871480,103.128520,103.128520,1043
3.132000,4996.868480,2996.868480,103.131520,103.131520,1044
3.135000,4996.865481,2996.865481,103.134519,103.134519,1045
3.138000,4996.862481,2996.862481,103.137519,103.137519,1046
3.141000,4996.859482,2996.859482,103.140518,103.140518,1047
3.144000,4996.856482,2996.856482,103.143518,103.143518,1048
3.147000,4996.853483,2996.853483,103.146517,103.146517,1049
3.150000,4996.850483,2996.850483,103.149517,103.149517,1050
3.153000,4996.847484,2996.847484,103.152516,103.152516,1051
3.156000,4996.844484,2996.844484,103.155516,103.155516,1052
3.159000,4996.841485,2996.841485,103.158515,103.158515,1053
3.162000,4996.838485,2996.838485,103.161515,103.161515,1054
3.165000,4996.835485,2996.835485,103.164515,103.164515,1055
3.168000,4996.832486,2996.832486,103.167514,103.167514,1056
3.171000,4996.829486,2996.829486,103.170514,103.170514,1057
3.174000,4996.826487,2996.826487,103.173513,103.173513,1058
3.177000,4996.823487,2996.823487,103.176513,103.176513,1059
3.180000,4996.820488,2996.820488,103.179512,103.179512,1060
3.183000,4996.817488,2996.817488,103.182512,103.182512,1061
3.186000,4996.814489,2996.814489,103.185511,103.185511,1062
3.189000,4996.811489,2996.811489,103.188511,103.188511,1063
3.192000,4996.808490,2996.808490,103.191510,103.191510,1064
3.195000,4996.805490,2996.805490,103.194510,103.194510,1065
3.198000,4996.802491,2996.802491,103.197509,103.197509,1066
3.201000,4996.799491,2996.799491,103.200509,103.200509,1067
3.204000,4996.796491,2996.796491,103.203509,103.203509,1068
3.207000,4996.793492,2996.793492,103.206508,103.206508,1069
3.210000,4996.790492,2996.790492,103.209508,103.209508,1070
3.213000,4996.787493,2996.787493,103.212507,103.212507,1071
3.216000,4996.784493,2996.784493,103.215507,103.215507,1072
3.219000,4996.781494,2996.781494,103.218506,103.218506,1073
3.222000,4996.778494,2996.778494,103.221506,103.221506,1074
3.225000,4996.775495,2996.775495,103.224505,103.224505,1075
3.228000,4996.772495,2996.772495,103.227505,103.227505,1076
3.231000,4996.769496,2996.769496,103.230504,103.230504,1077
3.234000,4996.766496,2996.766496,103.233504,103.233504,1078
3.237000,4996.763497,2996.763497,103.236503,103.236503,1079
3.240000,4996.760497,2996.760497,103.239503,103.239503,1080
3.243000,4996.757497,2996.757497,103.242503,103.242503,1081
3.246000,4996.754498,2996.754498,103.245502,103.245502,1082
3.249000,4996.751498,2996.751498,103.248502,103.248502,1083
3.252000,4996.748499,2996.748499,103.251501,103.251501,1084
3.255000,4996.745499,2996.745499,103.254501,103.254501,1085
3.258000,4996.742500,2996.742500,103.257500,103.257500,1086
3.261000,4996.739500,2996.739500,103.260500,103.260500,1087
3.264000,4996.736501,2996.736501,103.263499,103.263499,1088
3.267000,4996.733501,2996.733501,103.266499,103.266499,1089
3.270000,4996.730502,2996.730502,103.269498,103.269498,1090
3.273000,4996.727502,2996.727502,103.272498,103.272498,1091
3.276000,4996.724503,2996.724503,103.275497,103.275497,1092
3.279000,4996.721503,2996.721503,103.278497,103.278497,1093
3.282000,4996.718503,2996.718503,103.281497,103.281497,1094
3.285000,4996.715504,2996.715504,103.284496,103.284496,1095
3.288000,4996.712504,2996.712504,103.287496,103.287496,1096
3.291000,4996.709505,2996.709505,103.290495,103.290495,1097
3.294000,4996.706505,2996.706505,103.293495,103.293495,1098
3.297000,4996.703506,2996.703506,103.296494,103.296494,1099
3.300000,4996.700506,2996.700506,103.299494,103.299494,1100
3.303000,4996.697507,2996.697507,103.302493,103.302493,1101
3.306000,4996.694507,2996.694507,103.305493,103.305493,1102
3.309000,4996.691508,2996.691508,103.308492,103.308492,1103
3.312000,4996.688508,2996.688508,103.311492,103.311492,1104
3.315000,4996.685508,2996.685508,103.314492,103.314492,1105
3.318000,4996.682509,2996.682509,103.317491,103.317491,1106
3.321000,4996.679509,2996.679509,103.320491,103.320491,1107
3.324000,4996.676510,2996.676510,103.323490,103.323490,1108
3.327000,4996.673510,2996.673510,103.326490,103.326490,1109
3.330000,4996.670511,2996.670511,103.329489,103.329489,1110
3.333000,4996.667511,2996.667511,103.332489,103.332489,1111
3.336000,4996.664512,2996.664512,103.335488,103.335488,1112
3.339000,4996.661512,2996.661512,103.338488,103.338488,1113
3.342000,4996.658513,2996.658513,103.341487,103.341487,1114
3.345000,4996.655513,2996.655513,103.344487,103.344487,1115
3.348000,4996.652514,2996.652514,103.347486,103.347486,1116
3.351000,4996.649514,2996.649514,103.350486,103.350486,1117
3.354000,4996.646514,2996.646514,103.353486,103.353486,1118
3.357000,4996.643515,2996.643515,103.356485,103.356485,1119
3.360000,4996.640515,2996.640515,103.359485,103.359485,1120
3.363000,4996.637516,2996.637516,103.362484,103.362484,1121
3.366000,4996.634516,2996.634516,103.365484,103.365484,1122
3.369000,4996.631517,2996.631517,103.368483,103.368483,1123
3.372000,4996.628517,2996.628517,103.371483,103.371483,1124
3.375000,4996.625518,2996.625518,103.374482,103.374482,1125
3.378000,4996.622518,2996.622518,103.377482,103.377482,1126
3.381000,4996.619519,2996.619519,103.380481,103.380481,1127
3.384000,4996.616519,2996.616519,103.383481,103.383481,1128
3.387000,4996.613520,2996.613520,103.386480,103.386480,1129
3.390000,4996.610520,2996.610520,103.389480,103.389480,1130
3.393000,4996.607520,2996.607520,103.392480,103.392480,1131
3.396000,4996.604521,2996.604521,103.395479,103.395479,1132
3.399000,4996.601521,2996.601521,103.398479,103.398479,1133
3.402000,4996.598522,2996.598522,103.401478,103.401478,1134
3.405000,4996.595522,2996.595522,103.404478,103.404478,1135
3.408000,4996.592523,2996.592523,103.407477,103.407477,1136
3.411000,4996.589523,2996.589523,103.410477,103.410477,1137
3.414000,4996.586524,2996.586524,103.413476,103.413476,1138
3.417000,4996.583524,2996.583524,103.416476,103.416476,1139
3.420000,4996.580525,2996.580525,103.419475,103.419475,1140
3.423000,4996.577525,2996.577525,103.422475,103.422475,1141
3.426000,4996.574526,2996.574526,103.425474,103.425474,1142
3.429000,4996.571526,2996.571526,103.428474,103.428474,1143
3.432000,4996.568526,2996.568526,103.431474,103.431474,1144
3.435000,4996.565527,2996.565527,103.434473,103.434473,1145
3.438000,4996.562527,2996.562527,103.437473,103.437473,1146
3.441000,4996.559528,2996.559528,103.440472,103.440472,1147
3.444000,4996.556528,2996.556528,103.443472,103.443472,1148
3.447000,4996.553529,2996.553529,103.446471,103.446471,1149
3.450000,4996.550529,2996.550529,103.449471,103.449471,1150
3.453000,4996.547530,2996.547530,103.452470,103.452470,1151
3.456000,4996.544530,2996.544530,103.455470,103.455470,1152
3.459000,4996.541531,2996.541531,103.458469,103.458469,1153
3.462000,4996.538531,2996.538531,103.461469,103.461469,1154
3.465000,4996.535532,2996.535532,103.464468,103.464468,1155
3.468000,4996.532532,2996.532532,103.467468,103.467468,1156
3.471000,4996.529532,2996.529532,103.470468,103.470468,1157
3.474000,4996.526533,2996.526533,103.473467,103.473467,1158
3.477000,4996.523533,2996.523533,103.476467,103.476467,1159
3.480000,4996.520534,2996.520534,103.479466,103.479466,1160
3.483000,4996.517534,2996.517534,103.482466,103.482466,1161
3.486000,4996.514535,2996.514535,103.485465,103.485465,1162
3.489000,4996.511535,2996.511535,103.488465,103.488465,1163
3.492000,4996.508536,2996.508536,103.491464,103.491464,1164
3.495000,4996.505536,2996.505536,103.494464,103.494464,1165
3.498000,4996.502537,2996.502537,103.497463,103.497463,1166
3.501000,4996.499537,2996.499537,103.500463,103.500463,1167
3.504000,4996.496538,2996.496538,103.503462,103.503462,1168
3.507000,4996.493538,2996.493538,103.506462,103.506462,1169
3.510000,4996.490538,2996.490538,103.509462,103.509462,1170
3.513000,4996.487539,2996.487539,103.512461,103.512461,1171
3.516000,4996.484539,2996.484539,103.515461,103.515461,1172
3.519000,4996.481540,2996.481540,103.518460,103.518460,1173
3.522000,4996.478540,2996.478540,103.521460,103.521460,1174
3.525000,4996.475541,2996.475541,103.524459,103.524459,1175
3.528000,4996.472541,2996.472541,103.527459,103.527459,1176
3.531000,4996.469542,2996.469542,103.530458,103.530458,1177
3.534000,4996.466542,2996.466542,103.533458,103.533458,1178
3.537000,4996.463543,2996.463543,103.536457,103.536457,1179
3.540000,4996.460543,2996.460543,103.539457,103.539457,1180
3.543000,4996.457543,2996.457543,103.542457,103.542457,1181
3.546000,4996.454544,2996.454544,103.545456,103.545456,1182
3.549000,4996.451544,2996.451544,103.548456,103.548456,1183
3.552000,4996.448545,2996.448545,103.551455,103.551455,1184
3.555000,4996.445545,2996.445545,103.554455,103.554455,1185
3.558000,4996.442546,2996.442546,103.557454,103.557454,1186
3.561000,4996.439546,2996.439546,103.560454,103.560454,1187
3.564000,4996.436547,2996.436547,103.563453,103.563453,1188
3.567000,4996.433547,2996.433547,103.566453,103.566453,1189
3.570000,4996.430548,2996.430548,103.569452,103.569452,1190
3.573000,4996.427548,2996.427548,103.572452,103.572452,1191
3.576000,4996.424549,2996.424549,103.575451,103.575451,1192
3.579000,4996.421549,2996.421549,103.578451,103.578451,1193
3.582000,4996.418549,2996.418549,103.581451,103.581451,1194
3.585000,4996.415550,2996.415550,103.584450,103.584450,1195
3.588000,4996.412550,2996.412550,103.587450,103.587450,1196
3.591000,4996.409551,2996.409551,103.590449,103.590449,1197
3.594000,4996.406551,2996.406551,103.593449,103.593449,1198
3.597000,4996.403552,2996.403552,103.596448,103.596448,1199
3.600000,4996.400552,2996.400552,103.599448,103.599448,1200
3.603000,4996.397553,2996.397553,103.602447,103.602447,1201
3.606000,4996.394553,2996.394553,103.605447,103.605447,1202
3.609000,4996.391554,2996.391554,103.608446,103.608446,1203
3.612000,4996.388554,2996.388554,103.611446,103.611446,1204
3.615000,4996.385555,2996.385555,103.614445,103.614445,1205
3.618000,4996.382555,2996.382555,103.617445,103.617445,1206
3.621000,4996.379555,2996.379555,103.620445,103.620445,1207
3.624000,4996.376556,2996.376556,103.623444,103.623444,1208
3.627000,4996.373556,2996.373556,103.626444,103.626444,1209
3.630000,4996.370557,2996.370557,103.629443,103.629443,1210
3.633000,4996.367557,2996.367557,103.632443,103.632443,1211
3.636000,4996.364558,2996.364558,103.635442,103.635442,1212
3.639000,4996.361558,2996.361558,103.638442,103.638442,1213
3.642000,4996.358559,2996.358559,103.641441,103.641441,1214
3.645000,4996.355559,2996.355559,103.644441,103.644441,1215
3.648000,4996.352560,2996.352560,103.647440,103.647440,1216
3.651000,4996.349560,2996.349560,103.650440,103.650440,1217
3.654000,4996.346561,2996.346561,103.653439,103.653439,1218
3.657000,4996.343561,2996.343561,103.656439,103.656439,1219
3.660000,4996.340561,2996.340561,103.659439,103.659439,1220
3.663000,4996.337562,2996.337562,103.662438,103.662438,1221
3.666000,4996.334562,2996.334562,103.665438,103.665438,1222
3.669000,4996.331563,2996.331563,103.668437,103.668437,1223
3.672000,4996.328563,2996.328563,103.671437,103.671437,1224
3.675000,4996.325564,2996.325564,103.674436,103.674436,1225
3.678000,4996.322564,2996.322564,103.677436,103.677436,1226
3.681000,4996.319565,2996.319565,103.680435,103.680435,1227
3.684000,4996.316565,2996.316565,103.683435,103.683435,1228
3.687000,4996.313566,2996.313566,103.686434,103.686434,1229
3.690000,4996.310566,2996.310566,103.689434,103.689434,1230
3.693000,4996.307567,2996.307567,103.692433,103.692433,1231
3.696000,4996.304567,2996.304567,103.695433,103.695433,1232
3.699000,4996.301567,2996.301567,103.698433,103.698433,1233
3.702000,4996.298568,2996.298568,103.701432,103.701432,1234
3.705000,4996.295568,2996.295568,103.704432,103.704432,1235
3.708000,4996.292569,2996.292569,103.707431,103.707431,1236
3.711000,4996.289569,2996.289569,103.710431,103.710431,1237
3.714000,4996.286570,2996.286570,103.713430,103.713430,1238
3.717000,4996.283570,2996.283570,103.716430,103.716430,1239
3.720000,4996.280571,2996.280571,103.719429,103.719429,1240
3.723000,4996.277571,2996.277571,103.722429,103.722429,1241
3.726000,4996.274572,2996.274572,103.725428,103.725428,1242
3.729000,4996.271572,2996.271572,103.728428,103.728428,1243
3.732000,4996.268572,2996.268572,103.731428,103.731428,1244
3.735000,4996.265573,2996.265573,103.734427,103.734427,1245
3.738000,4996.262573,2996.262573,103.737427,103.737427,1246
3.741000,4996.259574,2996.259574,103.740426,103.740426,1247
3.744000,4996.256574,2996.256574,103.743426,103.743426,1248
3.747000,4996.253575,2996.253575,103.746425,103.746425,1249
