Time (s),Glucose (mM),ATP (mM),G6P (mM),ADP (mM),Hexokinase (firings)
24.522000,4975.481774,2975.481774,124.518226,124.518226,8174
24.525000,4975.478775,2975.478775,124.521225,124.521225,8175
24.528000,4975.475775,2975.475775,124.524225,124.524225,8176
24.531000,4975.472776,2975.472776,124.527224,124.527224,8177
24.534000,4975.469776,2975.469776,124.530224,124.530224,8178
24.537000,4975.466776,2975.466776,124.533224,124.533224,8179
24.540000,4975.463777,2975.463777,124.536223,124.536223,8180
24.543000,4975.460777,2975.460777,124.539223,124.539223,8181
24.546000,4975.457778,2975.457778,124.542222,124.542222,8182
24.549000,4975.454778,2975.454778,124.545222,124.545222,8183
24.552000,4975.451779,2975.451779,124.548221,124.548221,8184
24.555000,4975.448779,2975.448779,124.551221,124.551221,8185
24.558000,4975.445780,2975.445780,124.554220,124.554220,8186
24.561000,4975.442780,2975.442780,124.557220,124.557220,8187
24.564000,4975.439781,2975.439781,124.560219,124.560219,8188
24.567000,4975.436781,2975.436781,124.563219,124.563219,8189
24.570000,4975.433782,2975.433782,124.566218,124.566218,8190
24.573000,4975.430782,2975.430782,124.569218,124.569218,8191
24.576000,4975.427783,2975.427783,124.572217,124.572217,8192
24.579000,4975.424783,2975.424783,124.575217,124.575217,8193
24.582000,4975.421783,2975.421783,124.578217,124.578217,8194
24.585000,4975.418784,2975.418784,124.581216,124.581216,8195
24.588000,4975.415784,2975.415784,124.584216,124.584216,8196
24.591000,4975.412785,2975.412785,124.587215,124.587215,8197
24.594000,4975.409785,2975.409785,124.590215,124.590215,8198
24.597000,4975.406786,2975.406786,124.593214,124.593214,8199
24.600000,4975.403786,2975.403786,124.596214,124.596214,8200
24.603000,4975.400787,2975.400787,124.599213,124.599213,8201
24.606000,4975.397787,2975.397787,124.602213,124.602213,8202
24.609000,4975.394788,2975.394788,124.605212,124.605212,8203
24.612000,4975.391788,2975.391788,124.608212,124.608212,8204
24.615000,4975.388789,2975.388789,124.611211,124.611211,8205
24.618000,4975.385789,2975.385789,124.614211,124.614211,8206
24.621000,4975.382789,2975.382789,124.617211,124.617211,8207
24.624000,4975.379790,2975.379790,124.620210,124.620210,8208
24.627000,4975.376790,2975.376790,124.623210,124.623210,8209
24.630000,4975.373791,2975.373791,124.626209,124.626209,8210
24.633000,4975.370791,2975.370791,124.629209,124.629209,8211
24.636000,4975.367792,2975.367792,124.632208,124.632208,8212
24.639000,4975.364792,2975.364792,124.635208,124.635208,8213
24.642000,4975.361793,2975.361793,124.638207,124.638207,8214
24.645000,4975.358793,2975.358793,124.641207,124.641207,8215
24.648000,4975.355794,2975.355794,124.644206,124.644206,8216
24.651000,4975.352794,2975.352794,124.647206,124.647206,8217
24.654000,4975.349795,2975.349795,124.650205,124.650205,8218
24.657000,4975.346795,2975.346795,124.653205,124.653205,8219
24.660000,4975.343795,2975.343795,124.656205,124.656205,8220
24.663000,4975.340796,2975.340796,124.659204,124.659204,8221
24.666000,4975.337796,2975.337796,124.662204,124.662204,8222
24.669000,4975.334797,2975.334797,124.665203,124.665203,8223
24.672000,4975.331797,2975.331797,124.668203,124.668203,8224
24.675000,4975.328798,2975.328798,124.671202,124.671202,8225
24.678000,4975.325798,2975.325798,124.674202,124.674202,8226
24.681000,4975.322799,2975.322799,124.677201,124.677201,8227
24.684000,4975.319799,2975.319799,124.680201,124.680201,8228
24.687000,4975.316800,2975.316800,124.683200,124.683200,8229
24.690000,4975.313800,2975.313800,124.686200,124.686200,8230
24.693000,4975.310801,2975.310801,124.689199,124.689199,8231
24.696000,4975.307801,2975.307801,124.692199,124.692199,8232
24.699000,4975.304802,2975.304802,124.695198,124.695198,8233
24.702000,4975.301802,2975.301802,124.698198,124.698198,8234
24.705000,4975.298802,2975.298802,124.701198,124.701198,8235
24.708000,4975.295803,2975.295803,124.704197,124.704197,8236
24.711000,4975.292803,2975.292803,124.707197,124.707197,8237
24.714000,4975.289804,2975.289804,124.710196,124.710196,8238
24.717000,4975.286804,2975.286804,124.713196,124.713196,8239
24.720000,4975.283805,2975.283805,124.716195,124.716195,8240
24.723000,4975.280805,2975.280805,124.719195,124.719195,8241
24.726000,4975.277806,2975.277806,124.722194,124.722194,8242
24.729000,4975.274806,2975.274806,124.725194,124.725194,8243
24.732000,4975.271807,2975.271807,124.728193,124.728193,8244
24.735000,4975.268807,2975.268807,124.731193,124.731193,8245
24.738000,4975.265808,2975.265808,124.734192,124.734192,8246
24.741000,4975.262808,2975.262808,124.737192,124.737192,8247
24.744000,4975.259808,2975.259808,124.740192,124.740192,8248
24.747000,4975.256809,2975.256809,124.743191,124.743191,8249
24.750000,4975.253809,2975.253809,124.746191,124.746191,8250
24.753000,4975.250810,2975.250810,124.749190,124.749190,8251
24.756000,4975.247810,2975.247810,124.752190,124.752190,8252
24.759000,4975.244811,2975.244811,124.755189,124.755189,8253
24.762000,4975.241811,2975.241811,124.758189,124.758189,8254
24.765000,4975.238812,2975.238812,124.761188,124.761188,8255
24.768000,4975.235812,2975.235812,124.764188,124.764188,8256
24.771000,4975.232813,2975.232813,124.767187,124.767187,8257
24.774000,4975.229813,2975.229813,124.770187,124.770187,8258
24.777000,4975.226814,2975.226814,124.773186,124.773186,8259
24.780000,4975.223814,2975.223814,124.776186,124.776186,8260
24.783000,4975.220814,2975.220814,124.779186,124.779186,8261
24.786000,4975.217815,2975.217815,124.782185,124.782185,8262
24.789000,4975.214815,2975.214815,124.785185,124.785185,8263
24.792000,4975.211816,2975.211816,124.788184,124.788184,8264
24.795000,4975.208816,2975.208816,124.791184,124.791184,8265
24.798000,4975.205817,2975.205817,124.794183,124.794183,8266
24.801000,4975.202817,2975.202817,124.797183,124.797183,8267
24.804000,4975.199818,2975.199818,124.800182,124.800182,8268
24.807000,4975.196818,2975.196818,124.803182,124.803182,8269
24.810000,4975.193819,2975.193819,124.806181,124.806181,8270
24.813000,4975.190819,2975.190819,124.809181,124.809181,8271
24.816000,4975.187820,2975.187820,124.812180,124.812180,8272
24.819000,4975.184820,2975.184820,124.815180,124.815180,8273
24.822000,4975.181821,2975.181821,124.818179,124.818179,8274
24.825000,4975.178821,2975.178821,124.821179,124.821179,8275
24.828000,4975.175821,2975.175821,124.824179,124.824179,8276
24.831000,4975.172822,2975.172822,124.827178,124.827178,8277
24.834000,4975.169822,2975.169822,124.830178,124.830178,8278
24.837000,4975.166823,2975.166823,124.833177,124.833177,8279
24.840000,4975.163823,2975.163823,124.836177,124.836177,8280
24.843000,4975.160824,2975.160824,124.839176,124.839176,8281
24.846000,4975.157824,2975.157824,124.842176,124.842176,8282
24.849000,4975.154825,2975.154825,124.845175,124.845175,8283
24.852000,4975.151825,2975.151825,124.848175,124.848175,8284
24.855000,4975.148826,2975.148826,124.851174,124.851174,8285
24.858000,4975.145826,2975.145826,124.854174,124.854174,8286
24.861000,4975.142827,2975.142827,124.857173,124.857173,8287
24.864000,4975.139827,2975.139827,124.860173,124.860173,8288
24.867000,4975.136827,2975.136827,124.863173,124.863173,8289
24.870000,4975.133828,2975.133828,124.866172,124.866172,8290
24.873000,4975.130828,2975.130828,124.869172,124.869172,8291
24.876000,4975.127829,2975.127829,124.872171,124.872171,8292
24.879000,4975.124829,2975.124829,124.875171,124.875171,8293
24.882000,4975.121830,2975.121830,124.878170,124.878170,8294
24.885000,4975.118830,2975.118830,124.881170,124.881170,8295
24.888000,4975.115831,2975.115831,124.884169,124.884169,8296
24.891000,4975.112831,2975.112831,124.887169,124.887169,8297
24.894000,4975.109832,2975.109832,124.890168,124.890168,8298
24.897000,4975.106832,2975.106832,124.893168,124.893168,8299
24.900000,4975.103833,2975.103833,124.896167,124.896167,8300
24.903000,4975.100833,2975.100833,124.899167,124.899167,8301
24.906000,4975.097833,2975.097833,124.902167,124.902167,8302
24.909000,4975.094834,2975.094834,124.905166,124.905166,8303
24.912000,4975.091834,2975.091834,124.908166,124.908166,8304
24.915000,4975.088835,2975.088835,124.911165,124.911165,8305
24.918000,4975.085835,2975.085835,124.914165,124.914165,8306
24.921000,4975.082836,2975.082836,124.917164,124.917164,8307
24.924000,4975.079836,2975.079836,124.920164,124.920164,8308
24.927000,4975.076837,2975.076837,124.923163,124.923163,8309
24.930000,4975.073837,2975.073837,124.926163,124.926163,8310
24.933000,4975.070838,2975.070838,124.929162,124.929162,8311
24.936000,4975.067838,2975.067838,124.932162,124.932162,8312
24.939000,4975.064839,2975.064839,124.935161,124.935161,8313
24.942000,4975.061839,2975.061839,124.938161,124.938161,8314
24.945000,4975.058840,2975.058840,124.941160,124.941160,8315
24.948000,4975.055840,2975.055840,124.944160,124.944160,8316
24.951000,4975.052840,2975.052840,124.947160,124.947160,8317
24.954000,4975.049841,2975.049841,124.950159,124.950159,8318
24.957000,4975.046841,2975.046841,124.953159,124.953159,8319
24.960000,4975.043842,2975.043842,124.956158,124.956158,8320
24.963000,4975.040842,2975.040842,124.959158,124.959158,8321
24.966000,4975.037843,2975.037843,124.962157,124.962157,8322
24.969000,4975.034843,2975.034843,124.965157,124.965157,8323
24.972000,4975.031844,2975.031844,124.968156,124.968156,8324
24.975000,4975.028844,2975.028844,124.971156,124.971156,8325
24.978000,4975.025845,2975.025845,124.974155,124.974155,8326
24.981000,4975.022845,2975.022845,124.977155,124.977155,8327
24.984000,4975.019846,2975.019846,124.980154,124.980154,8328
24.987000,4975.016846,2975.016846,124.983154,124.983154,8329
24.990000,4975.013846,2975.013846,124.986154,124.986154,8330
24.993000,4975.010847,2975.010847,124.989153,124.989153,8331
24.996000,4975.007847,2975.007847,124.992153,124.992153,8332
24.999000,4975.004848,2975.004848,124.995152,124.995152,8333
25.002000,4975.001848,2975.001848,124.998152,124.998152,8334
25.005000,4974.998849,2974.998849,125.001151,125.001151,8335
25.008000,4974.995849,2974.995849,125.004151,125.004151,8336
25.011000,4974.992850,2974.992850,125.007150,125.007150,8337
25.014000,4974.989850,2974.989850,125.010150,125.010150,8338
25.017000,4974.986851,2974.986851,125.013149,125.013149,8339
25.020000,4974.983851,2974.983851,125.016149,125.016149,8340
25.023000,4974.980852,2974.980852,125.019148,125.019148,8341
25.026000,4974.977852,2974.977852,125.022148,125.022148,8342
25.029000,4974.974853,2974.974853,125.025147,125.025147,8343
25.032000,4974.971853,2974.971853,125.028147,125.028147,8344
25.035000,4974.968853,2974.968853,125.031147,125.031147,8345
25.038000,4974.965854,2974.965854,125.034146,125.034146,8346
25.041000,4974.962854,2974.962854,125.037146,125.037146,8347
25.044000,4974.959855,2974.959855,125.040145,125.040145,8348
25.047000,4974.956855,2974.956855,125.043145,125.043145,8349
25.050000,4974.953856,2974.953856,125.046144,125.046144,8350
25.053000,4974.950856,2974.950856,125.049144,125.049144,8351
25.056000,4974.947857,2974.947857,125.052143,125.052143,8352
25.059000,4974.944857,2974.944857,125.055143,125.055143,8353
25.062000,4974.941858,2974.941858,125.058142,125.058142,8354
25.065000,4974.938858,2974.938858,125.061142,125.061142,8355
25.068000,4974.935859,2974.935859,125.064141,125.064141,8356
25.071000,4974.932859,2974.932859,125.067141,125.067141,8357
25.074000,4974.929859,2974.929859,125.070141,125.070141,8358
25.077000,4974.926860,2974.926860,125.073140,125.073140,8359
25.080000,4974.923860,2974.923860,125.076140,125.076140,8360
25.083000,4974.920861,2974.920861,125.079139,125.079139,8361
25.086000,4974.917861,2974.917861,125.082139,125.082139,8362
25.089000,4974.914862,2974.914862,125.085138,125.085138,8363
25.092000,4974.911862,2974.911862,125.088138,125.088138,8364
25.095000,4974.908863,2974.908863,125.091137,125.091137,8365
25.098000,4974.905863,2974.905863,125.094137,125.094137,8366
25.101000,4974.902864,2974.902864,125.097136,125.097136,8367
25.104000,4974.899864,2974.899864,125.100136,125.100136,8368
25.107000,4974.896865,2974.896865,125.103135,125.103135,8369
25.110000,4974.893865,2974.893865,125.106135,125.106135,8370
25.113000,4974.890865,2974.890865,125.109135,125.109135,8371
25.116000,4974.887866,2974.887866,125.112134,125.112134,8372
25.119000,4974.884866,2974.884866,125.115134,125.115134,8373
25.122000,4974.881867,2974.881867,125.118133,125.118133,8374
25.125000,4974.878867,2974.878867,125.121133,125.121133,8375
25.128000,4974.875868,2974.875868,125.124132,125.124132,8376
25.131000,4974.872868,2974.872868,125.127132,125.127132,8377
25.134000,4974.869869,2974.869869,125.130131,125.130131,8378
25.137000,4974.866869,2974.866869,125.133131,125.133131,8379
25.140000,4974.863870,2974.863870,125.136130,125.136130,8380
25.143000,4974.860870,2974.860870,125.139130,125.139130,8381
25.146000,4974.857871,2974.857871,125.142129,125.142129,8382
25.149000,4974.854871,2974.854871,125.145129,125.145129,8383
25.152000,4974.851872,2974.851872,125.148128,125.148128,8384
25.155000,4974.848872,2974.848872,125.151128,125.151128,8385
25.158000,4974.845872,2974.845872,125.154128,125.154128,8386
25.161000,4974.842873,2974.842873,125.157127,125.157127,8387
25.164000,4974.839873,2974.839873,125.160127,125.160127,8388
25.167000,4974.836874,2974.836874,125.163126,125.163126,8389
25.170000,4974.833874,2974.833874,125.166126,125.166126,8390
25.173000,4974.830875,2974.830875,125.169125,125.169125,8391
25.176000,4974.827875,2974.827875,125.172125,125.172125,8392
25.179000,4974.824876,2974.824876,125.175124,125.175124,8393
25.182000,4974.821876,2974.821876,125.178124,125.178124,8394
25.185000,4974.818877,2974.818877,125.181123,125.181123,8395
25.188000,4974.815877,2974.815877,125.184123,125.184123,8396
25.191000,4974.812878,2974.812878,125.187122,125.187122,8397
25.194000,4974.809878,2974.809878,125.190122,125.190122,8398
25.197000,4974.806878,2974.806878,125.193122,125.193122,8399
25.200000,4974.803879,2974.803879,125.196121,125.196121,8400
25.203000,4974.800879,2974.800879,125.199121,125.199121,8401
25.206000,4974.797880,2974.797880,125.202120,125.202120,8402
25.209000,4974.794880,2974.794880,125.205120,125.205120,8403
25.212000,4974.791881,2974.791881,125.208119,125.208119,8404
25.215000,4974.788881,2974.788881,125.211119,125.211119,8405
25.218000,4974.785882,2974.785882,125.214118,125.214118,8406
25.221000,4974.782882,2974.782882,125.217118,125.217118,8407
25.224000,4974.779883,2974.779883,125.220117,125.220117,8408
25.227000,4974.776883,2974.776883,125.223117,125.223117,8409
25.230000,4974.773884,2974.773884,125.226116,125.226116,8410
25.233000,4974.770884,2974.770884,125.229116,125.229116,8411
25.236000,4974.767884,2974.767884,125.232116,125.232116,8412
25.239000,4974.764885,2974.764885,125.235115,125.235115,8413
25.242000,4974.761885,2974.761885,125.238115,125.238115,8414
25.245000,4974.758886,2974.758886,125.241114,125.241114,8415
25.248000,4974.755886,2974.755886,125.244114,125.244114,8416
25.251000,4974.752887,2974.752887,125.247113,125.247113,8417
25.254000,4974.749887,2974.749887,125.250113,125.250113,8418
25.257000,4974.746888,2974.746888,125.253112,125.253112,8419
25.260000,4974.743888,2974.743888,125.256112,125.256112,8420
25.263000,4974.740889,2974.740889,125.259111,125.259111,8421
25.266000,4974.737889,2974.737889,125.262111,125.262111,8422
25.269000,4974.734890,2974.734890,125.265110,125.265110,8423
25.272000,4974.731890,2974.731890,125.268110,125.268110,8424
25.275000,4974.728891,2974.728891,125.271109,125.271109,8425
25.278000,4974.725891,2974.725891,125.274109,125.274109,8426
25.281000,4974.722891,2974.722891,125.277109,125.277109,8427
25.284000,4974.719892,2974.719892,125.280108,125.280108,8428
25.287000,4974.716892,2974.716892,125.283108,125.283108,8429
25.290000,4974.713893,2974.713893,125.286107,125.286107,8430
25.293000,4974.710893,2974.710893,125.289107,125.289107,8431
25.296000,4974.707894,2974.707894,125.292106,125.292106,8432
25.299000,4974.704894,2974.704894,125.295106,125.295106,8433
25.302000,4974.701895,2974.701895,125.298105,125.298105,8434
25.305000,4974.698895,2974.698895,125.301105,125.301105,8435
25.308000,4974.695896,2974.695896,125.304104,125.304104,8436
25.311000,4974.692896,2974.692896,125.307104,125.307104,8437
25.314000,4974.689897,2974.689897,125.310103,125.310103,8438
25.317000,4974.686897,2974.686897,125.313103,125.313103,8439
25.320000,4974.683897,2974.683897,125.316103,125.316103,8440
25.323000,4974.680898,2974.680898,125.319102,125.319102,8441
25.326000,4974.677898,2974.677898,125.322102,125.322102,8442
25.329000,4974.674899,2974.674899,125.325101,125.325101,8443
25.332000,4974.671899,2974.671899,125.328101,125.328101,8444
25.335000,4974.668900,2974.668900,125.331100,125.331100,8445
25.338000,4974.665900,2974.665900,125.334100,125.334100,8446
25.341000,4974.662901,2974.662901,125.337099,125.337099,8447
25.344000,4974.659901,2974.659901,125.340099,125.340099,8448
25.347000,4974.656902,2974.656902,125.343098,125.343098,8449
25.350000,4974.653902,2974.653902,125.346098,125.346098,8450
25.353000,4974.650903,2974.650903,125.349097,125.349097,8451
25.356000,4974.647903,2974.647903,125.352097,125.352097,8452
25.359000,4974.644904,2974.644904,125.355096,125.355096,8453
25.362000,4974.641904,2974.641904,125.358096,125.358096,8454
25.365000,4974.638904,2974.638904,125.361096,125.361096,8455
25.368000,4974.635905,2974.635905,125.364095,125.364095,8456
25.371000,4974.632905,2974.632905,125.367095,125.367095,8457
25.374000,4974.629906,2974.629906,125.370094,125.370094,8458
25.377000,4974.626906,2974.626906,125.373094,125.373094,8459
25.380000,4974.623907,2974.623907,125.376093,125.376093,8460
25.383000,4974.620907,2974.620907,125.379093,125.379093,8461
25.386000,4974.617908,2974.617908,125.382092,125.382092,8462
25.389000,4974.614908,2974.614908,125.385092,125.385092,8463
25.392000,4974.611909,2974.611909,125.388091,125.388091,8464
25.395000,4974.608909,2974.608909,125.391091,125.391091,8465
25.398000,4974.605910,2974.605910,125.394090,125.394090,8466
25.401000,4974.602910,2974.602910,125.397090,125.397090,8467
25.404000,4974.599910,2974.599910,125.400090,125.400090,8468
25.407000,4974.596911,2974.596911,125.403089,125.403089,8469
25.410000,4974.593911,2974.593911,125.406089,125.406089,8470
25.413000,4974.590912,2974.590912,125.409088,125.409088,8471
25.416000,4974.587912,2974.587912,125.412088,125.412088,8472
25.419000,4974.584913,2974.584913,125.415087,125.415087,8473
25.422000,4974.581913,2974.581913,125.418087,125.418087,8474
25.425000,4974.578914,2974.578914,125.421086,125.421086,8475
25.428000,4974.575914,2974.575914,125.424086,125.424086,8476
25.431000,4974.572915,2974.572915,125.427085,125.427085,8477
25.434000,4974.569915,2974.569915,125.430085,125.430085,8478
25.437000,4974.566916,2974.566916,125.433084,125.433084,8479
25.440000,4974.563916,2974.563916,125.436084,125.436084,8480
25.443000,4974.560916,2974.560916,125.439084,125.439084,8481
25.446000,4974.557917,2974.557917,125.442083,125.442083,8482
25.449000,4974.554917,2974.554917,125.445083,125.445083,8483
25.452000,4974.551918,2974.551918,125.448082,125.448082,8484
25.455000,4974.548918,2974.548918,125.451082,125.451082,8485
25.458000,4974.545919,2974.545919,125.454081,125.454081,8486
25.461000,4974.542919,2974.542919,125.457081,125.457081,8487
25.464000,4974.539920,2974.539920,125.460080,125.460080,8488
25.467000,4974.536920,2974.536920,125.463080,125.463080,8489
25.470000,4974.533921,2974.533921,125.466079,125.466079,8490
25.473000,4974.530921,2974.530921,125.469079,125.469079,8491
25.476000,4974.527922,2974.527922,125.472078,125.472078,8492
25.479000,4974.524922,2974.524922,125.475078,125.475078,8493
25.482000,4974.521923,2974.521923,125.478077,125.478077,8494
25.485000,4974.518923,2974.518923,125.481077,125.481077,8495
25.488000,4974.515923,2974.515923,125.484077,125.484077,8496
25.491000,4974.512924,2974.512924,125.487076,125.487076,8497
25.494000,4974.509924,2974.509924,125.490076,125.490076,8498
25.497000,4974.506925,2974.506925,125.493075,125.493075,8499
25.500000,4974.503925,2974.503925,125.496075,125.496075,8500
25.503000,4974.500926,2974.500926,125.499074,125.499074,8501
25.506000,4974.497926,2974.497926,125.502074,125.502074,8502
25.509000,4974.494927,2974.494927,125.505073,125.505073,8503
25.512000,4974.491927,2974.491927,125.508073,125.508073,8504
25.515000,4974.488928,2974.488928,125.511072,125.511072,8505
25.518000,4974.485928,2974.485928,125.514072,125.514072,8506
25.521000,4974.482929,2974.482929,125.517071,125.517071,8507
25.524000,4974.479929,2974.479929,125.520071,125.520071,8508
25.527000,4974.476929,2974.476929,125.523071,125.523071,8509
25.530000,4974.473930,2974.473930,125.526070,125.526070,8510
25.533000,4974.470930,2974.470930,125.529070,125.529070,8511
25.536000,4974.467931,2974.467931,125.532069,125.532069,8512
25.539000,4974.464931,2974.464931,125.535069,125.535069,8513
25.542000,4974.461932,2974.461932,125.538068,125.538068,8514
25.545000,4974.458932,2974.458932,125.541068,125.541068,8515
25.548000,4974.455933,2974.455933,125.544067,125.544067,8516
25.551000,4974.452933,2974.452933,125.547067,125.547067,8517
25.554000,4974.449934,2974.449934,125.550066,125.550066,8518
25.557000,4974.446934,2974.446934,125.553066,125.553066,8519
25.560000,4974.443935,2974.443935,125.556065,125.556065,8520
25.563000,4974.440935,2974.440935,125.559065,125.559065,8521
25.566000,4974.437935,2974.437935,125.562065,125.562065,8522
25.569000,4974.434936,2974.434936,125.565064,125.565064,8523
25.572000,4974.431936,2974.431936,125.568064,125.568064,8524
25.575000,4974.428937,2974.428937,125.571063,125.571063,8525
25.578000,4974.425937,2974.425937,125.574063,125.574063,8526
25.581000,4974.422938,2974.422938,125.577062,125.577062,8527
25.584000,4974.419938,2974.419938,125.580062,125.580062,8528
25.587000,4974.416939,2974.416939,125.583061,125.583061,8529
25.590000,4974.413939,2974.413939,125.586061,125.586061,8530
25.593000,4974.410940,2974.410940,125.589060,125.589060,8531
25.596000,4974.407940,2974.407940,125.592060,125.592060,8532
25.599000,4974.404941,2974.404941,125.595059,125.595059,8533
25.602000,4974.401941,2974.401941,125.598059,125.598059,8534
25.605000,4974.398942,2974.398942,125.601058,125.601058,8535
25.608000,4974.395942,2974.395942,125.604058,125.604058,8536
25.611000,4974.392942,2974.392942,125.607058,125.607058,8537
25.614000,4974.389943,2974.389943,125.610057,125.610057,8538
25.617000,4974.386943,2974.386943,125.613057,125.613057,8539
25.620000,4974.383944,2974.383944,125.616056,125.616056,8540
25.623000,4974.380944,2974.380944,125.619056,125.619056,8541
25.626000,4974.377945,2974.377945,125.622055,125.622055,8542
25.629000,4974.374945,2974.374945,125.625055,125.625055,8543
25.632000,4974.371946,2974.371946,125.628054,125.628054,8544
25.635000,4974.368946,2974.368946,125.631054,125.631054,8545
25.638000,4974.365947,2974.365947,125.634053,125.634053,8546
25.641000,4974.362947,2974.362947,125.637053,125.637053,8547
25.644000,4974.359948,2974.359948,125.640052,125.640052,8548
25.647000,4974.356948,2974.356948,125.643052,125.643052,8549
25.650000,4974.353948,2974.353948,125.646052,125.646052,8550
25.653000,4974.350949,2974.350949,125.649051,125.649051,8551
25.656000,4974.347949,2974.347949,125.652051,125.652051,8552
25.659000,4974.344950,2974.344950,125.655050,125.655050,8553
25.662000,4974.341950,2974.341950,125.658050,125.658050,8554
25.665000,4974.338951,2974.338951,125.661049,125.661049,8555
25.668000,4974.335951,2974.335951,125.664049,125.664049,8556
25.671000,4974.332952,2974.332952,125.667048,125.667048,8557
25.674000,4974.329952,2974.329952,125.670048,125.670048,8558
25.677000,4974.326953,2974.326953,125.673047,125.673047,8559
25.680000,4974.323953,2974.323953,125.676047,125.676047,8560
25.683000,4974.320954,2974.320954,125.679046,125.679046,8561
25.686000,4974.317954,2974.317954,125.682046,125.682046,8562
25.689000,4974.314955,2974.314955,125.685045,125.685045,8563
25.692000,4974.311955,2974.311955,125.688045,125.688045,8564
25.695000,4974.308955,2974.308955,125.691045,125.691045,8565
25.698000,4974.305956,2974.305956,125.694044,125.694044,8566
25.701000,4974.302956,2974.302956,125.697044,125.697044,8567
25.704000,4974.299957,2974.299957,125.700043,125.700043,8568
25.707000,4974.296957,2974.296957,125.703043,125.703043,8569
25.710000,4974.293958,2974.293958,125.706042,125.706042,8570
25.713000,4974.290958,2974.290958,125.709042,125.709042,8571
25.716000,4974.287959,2974.287959,125.712041,125.712041,8572
25.719000,4974.284959,2974.284959,125.715041,125.715041,8573
25.722000,4974.281960,2974.281960,125.718040,125.718040,8574
25.725000,4974.278960,2974.278960,125.721040,125.721040,8575
25.728000,4974.275961,2974.275961,125.724039,125.724039,8576
25.731000,4974.272961,2974.272961,125.727039,125.727039,8577
25.734000,4974.269961,2974.269961,125.730039,125.730039,8578
25.737000,4974.266962,2974.266962,125.733038,125.733038,8579
25.740000,4974.263962,2974.263962,125.736038,125.736038,8580
25.743000,4974.260963,2974.260963,125.739037,125.739037,8581
25.746000,4974.257963,2974.257963,125.742037,125.742037,8582
25.749000,4974.254964,2974.254964,125.745036,125.745036,8583
25.752000,4974.251964,2974.251964,125.748036,125.748036,8584
25.755000,4974.248965,2974.248965,125.751035,125.751035,8585
25.758000,4974.245965,2974.245965,125.754035,125.754035,8586
25.761000,4974.242966,2974.242966,125.757034,125.757034,8587
25.764000,4974.239966,2974.239966,125.760034,125.760034,8588
25.767000,4974.236967,2974.236967,125.763033,125.763033,8589
25.770000,4974.233967,2974.233967,125.766033,125.766033,8590
25.773000,4974.230967,2974.230967,125.769033,125.769033,8591
25.776000,4974.227968,2974.227968,125.772032,125.772032,8592
25.779000,4974.224968,2974.224968,125.775032,125.775032,8593
25.782000,4974.221969,2974.221969,125.778031,125.778031,8594
25.785000,4974.218969,2974.218969,125.781031,125.781031,8595
25.788000,4974.215970,2974.215970,125.784030,125.784030,8596
25.791000,4974.212970,2974.212970,125.787030,125.787030,8597
25.794000,4974.209971,2974.209971,125.790029,125.790029,8598
25.797000,4974.206971,2974.206971,125.793029,125.793029,8599
25.800000,4974.203972,2974.203972,125.796028,125.796028,8600
25.803000,4974.200972,2974.200972,125.799028,125.799028,8601
25.806000,4974.197973,2974.197973,125.802027,125.802027,8602
25.809000,4974.194973,2974.194973,125.805027,125.805027,8603
25.812000,4974.191974,2974.191974,125.808026,125.808026,8604
25.815000,4974.188974,2974.188974,125.811026,125.811026,8605
25.818000,4974.185974,2974.185974,125.814026,125.814026,8606
25.821000,4974.182975,2974.182975,125.817025,125.817025,8607
25.824000,4974.179975,2974.179975,125.820025,125.820025,8608
25.827000,4974.176976,2974.176976,125.823024,125.823024,8609
25.830000,4974.173976,2974.173976,125.826024,125.826024,8610
25.833000,4974.170977,2974.170977,125.829023,125.829023,8611
25.836000,4974.167977,2974.167977,125.832023,125.832023,8612
25.839000,4974.164978,2974.164978,125.835022,125.835022,8613
25.842000,4974.161978,2974.161978,125.838022,125.838022,8614
25.845000,4974.158979,2974.158979,125.841021,125.841021,8615
25.848000,4974.155979,2974.155979,125.844021,125.844021,8616
25.851000,4974.152980,2974.152980,125.847020,125.847020,8617
25.854000,4974.149980,2974.149980,125.850020,125.850020,8618
25.857000,4974.146980,2974.146980,125.853020,125.853020,8619
25.860000,4974.143981,2974.143981,125.856019,125.856019,8620
25.863000,4974.140981,2974.140981,125.859019,125.859019,8621
25.866000,4974.137982,2974.137982,125.862018,125.862018,8622
25.869000,4974.134982,2974.134982,125.865018,125.865018,8623
25.872000,4974.131983,2974.131983,125.868017,125.868017,8624
25.875000,4974.128983,2974.128983,125.871017,125.871017,8625
25.878000,4974.125984,2974.125984,125.874016,125.874016,8626
25.881000,4974.122984,2974.122984,125.877016,125.877016,8627
25.884000,4974.119985,2974.119985,125.880015,125.880015,8628
25.887000,4974.116985,2974.116985,125.883015,125.883015,8629
25.890000,4974.113986,2974.113986,125.886014,125.886014,8630
25.893000,4974.110986,2974.110986,125.889014,125.889014,8631
25.896000,4974.107987,2974.107987,125.892013,125.892013,8632
25.899000,4974.104987,2974.104987,125.895013,125.895013,8633
25.902000,4974.101987,2974.101987,125.898013,125.898013,8634
25.905000,4974.098988,2974.098988,125.901012,125.901012,8635
25.908000,4974.095988,2974.095988,125.904012,125.904012,8636
25.911000,4974.092989,2974.092989,125.907011,125.907011,8637
25.914000,4974.089989,2974.089989,125.910011,125.910011,8638
