time,P12,P14,P21,P24,P27,P3,P6,P7,P8,T1,T6
0.0,50.0,0,0,2.0,4.0,1,0,0,0,964,204
0.5,50.0,0,0,2.0,4.0,1,0,0,0,964,204
0.5012,50.0,0,0,2.0,4.0,1,0,0,0,964,204
1.0011999999999999,50.0,0,0,2.0,4.0,1,0,0,0,964,204
1.0024,50.0,0,0,2.0,4.0,1,0,0,0,964,204
1.5024,50.0,0,0,2.0,4.0,1,0,0,0,964,204
1.5036,50.0,0,0,2.0,4.0,1,0,0,0,964,204
2.0036,50.0,0,0,2.0,4.0,1,0,0,0,964,204
2.0048,50.0,0,0,2.0,4.0,1,0,0,0,964,204
2.5048,50.0,0,0,2.0,4.0,1,0,0,0,964,204
2.506,50.0,0,0,2.0,4.0,1,0,0,0,964,204
3.006,50.0,0,0,2.0,4.0,1,0,0,0,964,204
3.0071999999999997,50.0,0,0,2.0,4.0,1,0,0,0,964,204
3.5071999999999997,50.0,0,0,2.0,4.0,1,0,0,0,964,204
3.5083999999999995,40.0,0,0,2.0,4.0,1,0,0,0,964,204
4.0084,40.0,0,0,2.0,4.0,1,0,0,0,964,204
4.0099,40.0,0,0,2.0,4.0,1,0,0,0,964,204
4.5099,40.0,0,0,2.0,4.0,1,0,0,0,964,204
4.5114,40.0,0,0,2.0,4.0,1,0,0,0,964,204
5.0114,40.0,0,0,2.0,4.0,1,0,0,0,964,204
5.0129,40.0,0,0,2.0,4.0,1,0,0,0,964,204
5.5129,40.0,0,0,2.0,4.0,1,0,0,0,964,204
5.5144,40.0,0,0,2.0,4.0,1,0,0,0,964,204
6.0144,40.0,0,0,2.0,4.0,1,0,0,0,964,204
6.0159,40.0,0,0,2.0,4.0,1,0,0,0,964,204
6.5159,40.0,0,0,2.0,4.0,1,0,0,0,964,204
6.5174,40.0,0,0,2.0,4.0,1,0,0,0,964,204
7.0174,40.0,0,0,2.0,4.0,1,0,0,0,964,204
7.0189,40.0,0,0,2.0,4.0,1,0,0,0,964,204
7.5189,40.0,0,0,2.0,4.0,1,0,0,0,964,204
7.5204,40.0,0,0,2.0,4.0,1,0,0,0,964,204
