time,P12,P14,P21,P24,P27,P3,P6,P7,P8,T1,T6
0.0,50.0,0,0,2.0,4.0,1,0,0,0,166,50
0.5,50.0,0,0,2.0,4.0,1,0,0,0,166,50
0.5012,50.0,0,0,2.0,4.0,1,0,0,0,166,50
1.0011999999999999,50.0,0,0,2.0,4.0,1,0,0,0,166,50
1.0024,50.0,0,0,2.0,4.0,1,0,0,0,166,50
1.5024,50.0,0,0,2.0,4.0,1,0,0,0,166,50
1.5036,50.0,0,0,2.0,4.0,1,0,0,0,166,50
2.0036,50.0,0,0,2.0,4.0,1,0,0,0,166,50
2.0048,50.0,0,0,2.0,4.0,1,0,0,0,166,50
2.5048,50.0,0,0,2.0,4.0,1,0,0,0,166,50
2.506,50.0,0,0,2.0,4.0,1,0,0,0,166,50
3.006,50.0,0,0,2.0,4.0,1,0,0,0,166,50
3.0071999999999997,50.0,0,0,2.0,4.0,1,0,0,0,166,50
3.5071999999999997,50.0,0,0,2.0,4.0,1,0,0,0,166,50
3.5083999999999995,50.0,0,0,2.0,4.0,1,0,0,0,166,50
4.0084,50.0,0,0,2.0,4.0,1,0,0,0,166,50
4.0096,50.0,0,0,2.0,4.0,1,0,0,0,166,50
4.5096,50.0,0,0,2.0,4.0,1,0,0,0,166,50
4.5108,50.0,0,0,2.0,4.0,1,0,0,0,166,50
5.0108,50.0,0,0,2.0,4.0,1,0,0,0,166,50
5.012,50.0,0,0,2.0,4.0,1,0,0,0,166,50
5.512,50.0,0,0,2.0,4.0,1,0,0,0,166,50
5.513199999999999,50.0,0,0,2.0,4.0,1,0,0,0,166,50
6.013199999999999,50.0,0,0,2.0,4.0,1,0,0,0,166,50
6.014399999999999,50.0,0,0,2.0,4.0,1,0,0,0,166,50
6.514399999999999,50.0,0,0,2.0,4.0,1,0,0,0,166,50
6.515599999999999,50.0,0,0,2.0,4.0,1,0,0,0,166,50
7.015599999999999,50.0,0,0,2.0,4.0,1,0,0,0,166,50
7.016799999999999,50.0,0,0,2.0,4.0,1,0,0,0,166,50
7.516799999999999,50.0,0,0,2.0,4.0,1,0,0,0,166,50
7.517999999999999,50.0,0,0,2.0,4.0,1,0,0,0,166,50
8.017999999999999,50.0,0,0,2.0,4.0,1,0,0,0,166,50
8.0192,50.0,0,0,2.0,4.0,1,0,0,0,166,50
8.5192,50.0,0,0,2.0,4.0,1,0,0,0,166,50
8.5204,50.0,0,0,2.0,4.0,1,0,0,0,166,50
9.0204,50.0,0,0,2.0,4.0,1,0,0,0,166,50
9.021600000000001,50.0,0,0,2.0,4.0,1,0,0,0,166,50
9.521600000000001,50.0,0,0,2.0,4.0,1,0,0,0,166,50
9.522800000000002,50.0,0,0,2.0,4.0,1,0,0,0,166,50
10.022800000000002,50.0,0,0,2.0,4.0,1,0,0,0,166,50
10.024000000000003,50.0,0,0,2.0,4.0,1,0,0,0,166,50
10.524000000000003,50.0,0,0,2.0,4.0,1,0,0,0,166,50
10.525200000000003,50.0,0,0,2.0,4.0,1,0,0,0,166,50
11.025200000000003,50.0,0,0,2.0,4.0,1,0,0,0,166,50
11.026400000000004,50.0,0,0,2.0,4.0,1,0,0,0,166,50
11.526400000000004,50.0,0,0,2.0,4.0,1,0,0,0,166,50
11.527600000000005,50.0,0,0,2.0,4.0,1,0,0,0,166,50
12.027600000000005,50.0,0,0,2.0,4.0,1,0,0,0,166,50
12.028800000000006,50.0,0,0,2.0,4.0,1,0,0,0,166,50
12.528800000000006,50.0,0,0,2.0,4.0,1,0,0,0,166,50
12.530000000000006,50.0,0,0,2.0,4.0,1,0,0,0,166,50
13.030000000000006,50.0,0,0,2.0,4.0,1,0,0,0,166,50
13.031200000000007,50.0,0,0,2.0,4.0,1,0,0,0,166,50
13.531200000000007,50.0,0,0,2.0,4.0,1,0,0,0,166,50
13.532400000000008,50.0,0,0,2.0,4.0,1,0,0,0,166,50
14.032400000000008,50.0,0,0,2.0,4.0,1,0,0,0,166,50
14.033600000000009,50.0,0,0,2.0,4.0,1,0,0,0,166,50
14.533600000000009,50.0,0,0,2.0,4.0,1,0,0,0,166,50
14.53480000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
15.03480000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
15.03630000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
15.53630000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
15.53780000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
16.03780000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
16.03930000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
16.53930000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
16.54080000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
17.04080000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
17.04230000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
17.54230000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
17.54380000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
18.04380000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
18.04530000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
18.54530000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
18.54680000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
19.04680000000001,40.0,0,0,2.0,4.0,1,0,0,0,166,50
19.048300000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
19.548300000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
19.549800000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
20.049800000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
20.051300000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
20.551300000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
20.552800000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
21.052800000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
21.054300000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
21.554300000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
21.555800000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
22.055800000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
22.057300000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
22.557300000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
22.558800000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
23.058800000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
23.060300000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
23.560300000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
23.561800000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
24.061800000000012,40.0,0,0,2.0,4.0,1,0,0,0,166,50
24.063300000000012,30.0,0,0,2.0,4.0,1,0,0,0,166,50
24.563300000000012,30.0,0,0,2.0,4.0,1,0,0,0,166,50
24.56530000000001,30.0,0,0,2.0,4.0,1,0,0,0,166,50
25.06530000000001,30.0,0,0,2.0,4.0,1,0,0,0,166,50
25.06730000000001,30.0,0,0,2.0,4.0,1,0,0,0,166,50
25.56730000000001,30.0,0,0,2.0,4.0,1,0,0,0,166,50
25.56930000000001,30.0,0,0,2.0,4.0,1,0,0,0,166,50
26.06930000000001,30.0,0,0,2.0,4.0,1,0,0,0,166,50
26.071300000000008,30.0,0,0,2.0,4.0,1,0,0,0,166,50
26.571300000000008,30.0,0,0,2.0,4.0,1,0,0,0,166,50
26.573300000000007,30.0,0,0,2.0,4.0,1,0,0,0,166,50
27.073300000000007,30.0,0,0,2.0,4.0,1,0,0,0,166,50
27.075300000000006,30.0,0,0,2.0,4.0,1,0,0,0,166,50
27.575300000000006,30.0,0,0,2.0,4.0,1,0,0,0,166,50
27.577300000000005,30.0,0,0,2.0,4.0,1,0,0,0,166,50
28.077300000000005,30.0,0,0,2.0,4.0,1,0,0,0,166,50
28.079300000000003,30.0,0,0,2.0,4.0,1,0,0,0,166,50
28.579300000000003,30.0,0,0,2.0,4.0,1,0,0,0,166,50
28.581300000000002,30.0,0,0,2.0,4.0,1,0,0,0,166,50
29.081300000000002,30.0,0,0,2.0,4.0,1,0,0,0,166,50
29.0833,30.0,0,0,2.0,4.0,1,0,0,0,166,50
29.5833,30.0,0,0,2.0,4.0,1,0,0,0,166,50
29.5853,40.0,0,0,2.0,4.0,1,0,0,0,166,50
30.0853,40.0,0,0,2.0,4.0,1,0,0,0,166,50
30.0868,40.0,0,0,2.0,4.0,1,0,0,0,166,50
30.5868,40.0,0,0,2.0,4.0,1,0,0,0,166,50
30.5883,40.0,0,0,2.0,4.0,1,0,0,0,166,50
31.0883,40.0,0,0,2.0,4.0,1,0,0,0,166,50
31.0898,40.0,0,0,2.0,4.0,1,0,0,0,166,50
31.5898,40.0,0,0,2.0,4.0,1,0,0,0,166,50
31.5913,40.0,0,0,2.0,4.0,1,0,0,0,166,50
32.091300000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
32.092800000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
32.592800000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
32.594300000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
33.094300000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
33.095800000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
33.595800000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
33.597300000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
34.097300000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
34.098800000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
34.598800000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
34.600300000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
35.100300000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
35.101800000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
35.601800000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
35.603300000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
36.103300000000004,40.0,0,0,2.0,4.0,1,0,0,0,166,50
36.104800000000004,30.0,0,0,2.0,4.0,1,0,0,0,166,50
36.604800000000004,30.0,0,0,2.0,4.0,1,0,0,0,166,50
36.60680000000001,30.0,0,0,2.0,4.0,1,0,0,0,166,50
37.10680000000001,30.0,0,0,2.0,4.0,1,0,0,0,166,50
37.10880000000001,30.0,0,0,2.0,4.0,1,0,0,0,166,50
