time,P12,P14,P21,P24,P27,P3,P6,P7,P8,T1,T6
0.0,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
0.5,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
0.5012,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
1.0011999999999999,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
1.0024,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
1.5024,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
1.5036,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
2.0036,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
2.0048,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
2.5048,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
2.506,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
3.006,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
3.0071999999999997,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
3.5071999999999997,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
3.5083999999999995,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
4.0084,50.0,0,0,2.0,4.0,1,0,0,0,3054,466
4.0096,40.0,0,0,2.0,4.0,1,0,0,0,3054,466
4.5096,40.0,0,0,2.0,4.0,1,0,0,0,3054,466
4.5111,40.0,0,0,2.0,4.0,1,0,0,0,3054,466
5.0111,40.0,0,0,2.0,4.0,1,0,0,0,3054,466
5.0126,40.0,0,0,2.0,4.0,1,0,0,0,3054,466
5.5126,40.0,0,0,2.0,4.0,1,0,0,0,3054,466
5.5141,40.0,0,0,2.0,4.0,1,0,0,0,3054,466
6.0141,40.0,0,0,2.0,4.0,1,0,0,0,3054,466
6.0156,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
6.5156,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
6.5176,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
7.0176,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
7.0196,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
7.5196,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
7.521599999999999,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
8.0216,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
8.0236,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
8.5236,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
8.5256,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
9.0256,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
9.027600000000001,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
9.527600000000001,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
9.529600000000002,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
10.029600000000002,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
10.031600000000003,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
10.531600000000003,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
10.533600000000003,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
11.033600000000003,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
11.035600000000004,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
11.535600000000004,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
11.537600000000005,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
12.037600000000005,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
12.039600000000005,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
12.539600000000005,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
12.541600000000006,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
13.041600000000006,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
13.043600000000007,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
13.543600000000007,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
13.545600000000007,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
14.045600000000007,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
14.047600000000008,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
14.547600000000008,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
14.549600000000009,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
15.049600000000009,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
15.05160000000001,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
15.55160000000001,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
15.55360000000001,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
16.05360000000001,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
16.05560000000001,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
16.55560000000001,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
16.557600000000008,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
17.057600000000008,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
17.059600000000007,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
17.559600000000007,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
17.561600000000006,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
18.061600000000006,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
18.063600000000005,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
18.563600000000005,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
18.565600000000003,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
19.065600000000003,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
19.067600000000002,30.0,0,0,2.0,4.0,1,0,0,0,3054,466
