time,P12,P14,P21,P24,P27,P3,P6,P7,P8
0.0,50.0,0.0,0,2.0,4.0,0.5,0,0,0
0.4,50.0,0.0,0,2.0,4.0,0.5,0,0,0
0.4012,50.0,0.0,0,2.0,4.0,0.5,0,0,0
0.8012,50.0,0.0,0,2.0,4.0,0.5,0,0,0
0.8024,50.0,0.0,0,2.0,4.0,0.5,0,0,0
1.2024,50.0,0.0,0,2.0,4.0,0.5,0,0,0
1.2036,50.0,0.0,0,2.0,4.0,0.5,0,0,0
1.6036000000000001,50.0,0.0,0,2.0,4.0,0.5,0,0,0
1.6048000000000002,40.0,0.0,0,2.0,4.0,0.5,0,0,0
2.0048000000000004,40.0,0.0,0,2.0,4.0,0.5,0,0,0
2.0063000000000004,40.0,0.0,0,2.0,4.0,0.5,0,0,0
2.4063000000000003,40.0,0.0,0,2.0,4.0,0.5,0,0,0
2.4078000000000004,40.0,0.0,0,2.0,4.0,0.5,0,0,0
2.8078000000000003,40.0,0.0,0,2.0,4.0,0.5,0,0,0
2.8093000000000004,40.0,0.0,0,2.0,4.0,0.5,0,0,0
3.2093000000000003,40.0,0.0,0,2.0,4.0,0.5,0,0,0
3.2108000000000003,40.0,0.0,0,2.0,4.0,0.5,0,0,0
3.6108000000000002,40.0,0.0,0,2.0,4.0,0.5,0,0,0
3.6123000000000003,40.0,0.0,0,2.0,4.0,0.5,0,0,0
4.012300000000001,40.0,0.0,0,2.0,4.0,0.5,0,0,0
4.013800000000001,40.0,0.0,0,2.0,4.0,0.5,0,0,0
4.413800000000001,40.0,0.0,0,2.0,4.0,0.5,0,0,0
4.415300000000001,40.0,0.0,0,2.0,4.0,0.5,0,0,0
4.8153000000000015,40.0,0.0,0,2.0,4.0,0.5,0,0,0
4.8168000000000015,50.0,0.0,0,2.0,4.0,0.5,0,0,0
5.216800000000002,50.0,0.0,0,2.0,4.0,0.5,0,0,0
5.218000000000002,50.0,0.0,0,2.0,4.0,0.5,0,0,0
5.618000000000002,50.0,0.0,0,2.0,4.0,0.5,0,0,0
5.619200000000002,50.0,0.0,0,2.0,4.0,0.5,0,0,0
