time,P12,P14,P21,P24,P27,P3,P6,P7,P8
0.0,50.0,0.0,0,2.0,4.0,0.5,0,0,0
0.4,50.0,0.0,0,2.0,4.0,0.5,0,0,0
0.4012,50.0,0.0,0,2.0,4.0,0.5,0,0,0
0.8012,50.0,0.0,0,2.0,4.0,0.5,0,0,0
0.8024,50.0,0.0,0,2.0,4.0,0.5,0,0,0
1.2024,50.0,0.0,0,2.0,4.0,0.5,0,0,0
1.2036,60.0,0.0,0,2.0,4.0,0.5,0,0,0
1.6036000000000001,60.0,0.0,0,2.0,4.0,0.5,0,0,0
1.6046,60.0,0.0,0,2.0,4.0,0.5,0,0,0
2.0046,60.0,0.0,0,2.0,4.0,0.5,0,0,0
2.0056,60.0,0.0,0,2.0,4.0,0.5,0,0,0
2.4055999999999997,60.0,0.0,0,2.0,4.0,0.5,0,0,0
2.4065999999999996,60.0,0.0,0,2.0,4.0,0.5,0,0,0
2.8065999999999995,60.0,0.0,0,2.0,4.0,0.5,0,0,0
2.8075999999999994,60.0,0.0,0,2.0,4.0,0.5,0,0,0
3.2075999999999993,60.0,0.0,0,2.0,4.0,0.5,0,0,0
3.2085999999999992,60.0,0.0,0,2.0,4.0,0.5,0,0,0
3.608599999999999,60.0,0.0,0,2.0,4.0,0.5,0,0,0
3.609599999999999,60.0,0.0,0,2.0,4.0,0.5,0,0,0
4.009599999999999,60.0,0.0,0,2.0,4.0,0.5,0,0,0
4.010599999999999,50.0,0.0,0,2.0,4.0,0.5,0,0,0
4.4106,50.0,0.0,0,2.0,4.0,0.5,0,0,0
4.4117999999999995,50.0,0.0,0,2.0,4.0,0.5,0,0,0
4.8118,50.0,0.0,0,2.0,4.0,0.5,0,0,0
4.813,50.0,0.0,0,2.0,4.0,0.5,0,0,0
5.213,50.0,0.0,0,2.0,4.0,0.5,0,0,0
5.2142,50.0,0.0,0,2.0,4.0,0.5,0,0,0
5.6142,50.0,0.0,0,2.0,4.0,0.5,0,0,0
5.6154,50.0,0.0,0,2.0,4.0,0.5,0,0,0
6.0154000000000005,50.0,0.0,0,2.0,4.0,0.5,0,0,0
